[2338, 1654]
[paragraph, [189.0, 177.0, 1274.0, 36.0], ysv3-5BCdo, 5754066]
[paragraph, [189.0, 213.0, 1274.0, 36.0], ysv3-5BCdo, 5754066]
[paragraph, [189.0, 249.0, 1274.0, 36.0], ysv3-5BCdo, 5754066]
[paragraph, [189.0, 285.0, 1274.0, 36.0], ysv3-5BCdo, 5754066]
[paragraph, [189.0, 321.0, 1274.0, 36.0], ysv3-5BCdo, 5754066]
[paragraph, [189.0, 357.0, 1274.0, 36.0], ysv3-5BCdo, 5754066]
[paragraph, [189.0, 393.0, 1274.0, 36.0], ysv3-5BCdo, 5754066]
[paragraph, [189.0, 447.0, 1277.0, 36.0], shoonya_0s7HE2N3A8AFG3, 5754066]
[paragraph, [189.0, 483.0, 1277.0, 36.0], shoonya_0s7HE2N3A8AFG3, 5754066]
[paragraph, [189.0, 519.0, 1277.0, 36.0], shoonya_0s7HE2N3A8AFG3, 5754066]
[paragraph, [189.0, 555.0, 1277.0, 36.0], shoonya_0s7HE2N3A8AFG3, 5754066]
[paragraph, [189.0, 591.0, 1277.0, 36.0], shoonya_0s7HE2N3A8AFG3, 5754066]
[paragraph, [189.0, 627.0, 1277.0, 36.0], shoonya_0s7HE2N3A8AFG3, 5754066]
[paragraph, [189.0, 663.0, 1277.0, 36.0], shoonya_0s7HE2N3A8AFG3, 5754066]
[paragraph, [189.0, 699.0, 1277.0, 36.0], shoonya_0s7HE2N3A8AFG3, 5754066]
[paragraph, [189.0, 735.0, 1277.0, 36.0], shoonya_0s7HE2N3A8AFG3, 5754066]
[paragraph, [189.0, 771.0, 1277.0, 36.0], shoonya_0s7HE2N3A8AFG3, 5754066]
[paragraph, [189.0, 807.0, 1277.0, 36.0], shoonya_0s7HE2N3A8AFG3, 5754066]
[paragraph, [189.0, 843.0, 1277.0, 36.0], shoonya_0s7HE2N3A8AFG3, 5754066]
[paragraph, [189.0, 879.0, 1277.0, 36.0], shoonya_0s7HE2N3A8AFG3, 5754066]
[paragraph, [189.0, 915.0, 1277.0, 36.0], shoonya_0s7HE2N3A8AFG3, 5754066]
[paragraph, [189.0, 951.0, 1277.0, 36.0], shoonya_0s7HE2N3A8AFG3, 5754066]
[paragraph, [189.0, 987.0, 1277.0, 36.0], shoonya_0s7HE2N3A8AFG3, 5754066]
[paragraph, [189.0, 1023.0, 1277.0, 36.0], shoonya_0s7HE2N3A8AFG3, 5754066]
[paragraph, [189.0, 1059.0, 1277.0, 36.0], shoonya_0s7HE2N3A8AFG3, 5754066]
[paragraph, [189.0, 1095.0, 1277.0, 36.0], shoonya_0s7HE2N3A8AFG3, 5754066]
[paragraph, [189.0, 1131.0, 1277.0, 36.0], shoonya_0s7HE2N3A8AFG3, 5754066]
[paragraph, [189.0, 1167.0, 1277.0, 36.0], shoonya_0s7HE2N3A8AFG3, 5754066]
[paragraph, [189.0, 1203.0, 1277.0, 36.0], shoonya_0s7HE2N3A8AFG3, 5754066]
[paragraph, [189.0, 1239.0, 1277.0, 36.0], shoonya_0s7HE2N3A8AFG3, 5754066]
[paragraph, [189.0, 1275.0, 1277.0, 36.0], shoonya_0s7HE2N3A8AFG3, 5754066]
[paragraph, [189.0, 1311.0, 1277.0, 36.0], shoonya_0s7HE2N3A8AFG3, 5754066]
[paragraph, [189.0, 1347.0, 1277.0, 36.0], shoonya_0s7HE2N3A8AFG3, 5754066]
[paragraph, [189.0, 1383.0, 1277.0, 36.0], shoonya_0s7HE2N3A8AFG3, 5754066]
[paragraph, [189.0, 1419.0, 1277.0, 36.0], shoonya_0s7HE2N3A8AFG3, 5754066]
[paragraph, [189.0, 1455.0, 1277.0, 36.0], shoonya_0s7HE2N3A8AFG3, 5754066]
[paragraph, [189.0, 1491.0, 1277.0, 36.0], shoonya_0s7HE2N3A8AFG3, 5754066]
[paragraph, [189.0, 1527.0, 1277.0, 36.0], shoonya_0s7HE2N3A8AFG3, 5754066]
[paragraph, [189.0, 1563.0, 1277.0, 36.0], shoonya_0s7HE2N3A8AFG3, 5754066]
[paragraph, [189.0, 1599.0, 1277.0, 36.0], shoonya_0s7HE2N3A8AFG3, 5754066]
[paragraph, [189.0, 1635.0, 1277.0, 36.0], shoonya_0s7HE2N3A8AFG3, 5754066]
[paragraph, [189.0, 1671.0, 1277.0, 36.0], shoonya_0s7HE2N3A8AFG3, 5754066]
[paragraph, [189.0, 1707.0, 1277.0, 36.0], shoonya_0s7HE2N3A8AFG3, 5754066]
