[1347, 847]
[paragraph, [39.0, 40.0, 769.0, 18.0], 5whVi1Qvei, 5660642]
[paragraph, [39.0, 58.0, 769.0, 18.0], 5whVi1Qvei, 5660642]
[paragraph, [39.0, 76.0, 769.0, 18.0], 5whVi1Qvei, 5660642]
[paragraph, [39.0, 94.0, 769.0, 18.0], 5whVi1Qvei, 5660642]
[paragraph, [39.0, 112.0, 769.0, 18.0], 5whVi1Qvei, 5660642]
[paragraph, [39.0, 130.0, 769.0, 18.0], 5whVi1Qvei, 5660642]
[paragraph, [39.0, 148.0, 769.0, 18.0], 5whVi1Qvei, 5660642]
[paragraph, [39.0, 166.0, 769.0, 18.0], 5whVi1Qvei, 5660642]
[paragraph, [39.0, 184.0, 769.0, 18.0], 5whVi1Qvei, 5660642]
[paragraph, [39.0, 202.0, 769.0, 18.0], 5whVi1Qvei, 5660642]
[paragraph, [39.0, 220.0, 769.0, 18.0], 5whVi1Qvei, 5660642]
[paragraph, [39.0, 238.0, 769.0, 18.0], 5whVi1Qvei, 5660642]
[paragraph, [39.0, 256.0, 769.0, 18.0], 5whVi1Qvei, 5660642]
[paragraph, [39.0, 274.0, 769.0, 18.0], 5whVi1Qvei, 5660642]
[paragraph, [42.0, 297.0, 771.0, 18.0], -TclNLG5R1, 5660642]
[paragraph, [42.0, 315.0, 771.0, 18.0], -TclNLG5R1, 5660642]
[paragraph, [42.0, 333.0, 771.0, 18.0], -TclNLG5R1, 5660642]
[paragraph, [42.0, 351.0, 771.0, 18.0], -TclNLG5R1, 5660642]
[paragraph, [42.0, 369.0, 771.0, 18.0], -TclNLG5R1, 5660642]
[paragraph, [42.0, 387.0, 771.0, 18.0], -TclNLG5R1, 5660642]
[paragraph, [42.0, 405.0, 771.0, 18.0], -TclNLG5R1, 5660642]
[paragraph, [42.0, 423.0, 771.0, 18.0], -TclNLG5R1, 5660642]
[paragraph, [42.0, 441.0, 771.0, 18.0], -TclNLG5R1, 5660642]
[paragraph, [42.0, 459.0, 771.0, 18.0], -TclNLG5R1, 5660642]
[paragraph, [42.0, 477.0, 771.0, 18.0], -TclNLG5R1, 5660642]
[paragraph, [42.0, 495.0, 771.0, 18.0], -TclNLG5R1, 5660642]
[paragraph, [42.0, 513.0, 771.0, 18.0], -TclNLG5R1, 5660642]
[paragraph, [42.0, 531.0, 771.0, 18.0], -TclNLG5R1, 5660642]
[paragraph, [42.0, 549.0, 771.0, 18.0], -TclNLG5R1, 5660642]
[paragraph, [42.0, 567.0, 771.0, 18.0], -TclNLG5R1, 5660642]
[paragraph, [42.0, 585.0, 771.0, 18.0], -TclNLG5R1, 5660642]
[paragraph, [42.0, 603.0, 771.0, 18.0], -TclNLG5R1, 5660642]
[paragraph, [42.0, 621.0, 771.0, 18.0], -TclNLG5R1, 5660642]
[paragraph, [42.0, 639.0, 771.0, 18.0], -TclNLG5R1, 5660642]
[paragraph, [42.0, 657.0, 771.0, 18.0], -TclNLG5R1, 5660642]
[paragraph, [42.0, 675.0, 771.0, 18.0], -TclNLG5R1, 5660642]
[paragraph, [42.0, 693.0, 771.0, 18.0], -TclNLG5R1, 5660642]
[paragraph, [42.0, 711.0, 771.0, 18.0], -TclNLG5R1, 5660642]
[paragraph, [42.0, 729.0, 771.0, 18.0], -TclNLG5R1, 5660642]
[paragraph, [42.0, 747.0, 771.0, 18.0], -TclNLG5R1, 5660642]
[paragraph, [42.0, 765.0, 771.0, 18.0], -TclNLG5R1, 5660642]
[paragraph, [42.0, 783.0, 771.0, 18.0], -TclNLG5R1, 5660642]
[paragraph, [42.0, 801.0, 771.0, 18.0], -TclNLG5R1, 5660642]
[paragraph, [42.0, 819.0, 771.0, 18.0], -TclNLG5R1, 5660642]
[paragraph, [42.0, 837.0, 771.0, 18.0], -TclNLG5R1, 5660642]
[paragraph, [42.0, 855.0, 771.0, 18.0], -TclNLG5R1, 5660642]
[paragraph, [42.0, 873.0, 771.0, 18.0], -TclNLG5R1, 5660642]
[paragraph, [42.0, 891.0, 771.0, 18.0], -TclNLG5R1, 5660642]
[paragraph, [42.0, 909.0, 771.0, 18.0], -TclNLG5R1, 5660642]
[paragraph, [43.0, 944.0, 763.0, 18.0], k9UxFCALhc, 5660642]
[paragraph, [43.0, 962.0, 763.0, 18.0], k9UxFCALhc, 5660642]
[paragraph, [43.0, 980.0, 763.0, 18.0], k9UxFCALhc, 5660642]
[paragraph, [43.0, 998.0, 763.0, 18.0], k9UxFCALhc, 5660642]
[paragraph, [43.0, 1016.0, 763.0, 18.0], k9UxFCALhc, 5660642]
[paragraph, [43.0, 1034.0, 763.0, 18.0], k9UxFCALhc, 5660642]
[paragraph, [43.0, 1052.0, 763.0, 18.0], k9UxFCALhc, 5660642]
[paragraph, [43.0, 1070.0, 763.0, 18.0], k9UxFCALhc, 5660642]
[paragraph, [43.0, 1088.0, 763.0, 18.0], k9UxFCALhc, 5660642]
[paragraph, [43.0, 1106.0, 763.0, 18.0], k9UxFCALhc, 5660642]
[paragraph, [43.0, 1124.0, 763.0, 18.0], k9UxFCALhc, 5660642]
[paragraph, [43.0, 1142.0, 763.0, 18.0], k9UxFCALhc, 5660642]
[paragraph, [43.0, 1160.0, 763.0, 18.0], k9UxFCALhc, 5660642]
[paragraph, [43.0, 1178.0, 763.0, 18.0], k9UxFCALhc, 5660642]
[paragraph, [43.0, 1214.0, 749.0, 18.0], shoonya_0sO42US0J0B0PD, 5660642]
[paragraph, [43.0, 1232.0, 749.0, 18.0], shoonya_0sO42US0J0B0PD, 5660642]
[footnote, [7.0, 1262.0, 830.0, 18.0], GzYl2lSgOc, 5660642]
[footnote, [7.0, 1280.0, 830.0, 18.0], GzYl2lSgOc, 5660642]
[footnote, [7.0, 1298.0, 830.0, 18.0], GzYl2lSgOc, 5660642]
[website-link, [154.0, 1302.0, 227.0, 18.0], OmWI8y0Zkj, 5660642]
[website-link, [480.0, 1302.0, 211.0, 18.0], EHrwO7782a, 5660642]
