[1754, 1241]
[section-title, [234.0, 760.0, 427.0, 49.5], shoonya_3sZY0ZAF26PZIS, 5715373]
[section-title, [234.0, 809.5, 427.0, 49.5], shoonya_3sZY0ZAF26PZIS, 5715373]
[paragraph, [217.0, 957.0, 783.0, 36.0], shoonya_0sJSDVHH4YENYX, 5715373]
[paragraph, [217.0, 993.0, 783.0, 36.0], shoonya_0sJSDVHH4YENYX, 5715373]
[paragraph, [217.0, 1029.0, 783.0, 36.0], shoonya_0sJSDVHH4YENYX, 5715373]
[paragraph, [217.0, 1065.0, 783.0, 36.0], shoonya_0sJSDVHH4YENYX, 5715373]
[paragraph, [217.0, 1101.0, 783.0, 36.0], shoonya_0sJSDVHH4YENYX, 5715373]
[paragraph, [217.0, 1137.0, 783.0, 36.0], shoonya_0sJSDVHH4YENYX, 5715373]
[paragraph, [217.0, 1173.0, 783.0, 36.0], shoonya_0sJSDVHH4YENYX, 5715373]
[paragraph, [217.0, 1209.0, 783.0, 36.0], shoonya_0sJSDVHH4YENYX, 5715373]
[paragraph, [217.0, 1245.0, 783.0, 36.0], shoonya_0sJSDVHH4YENYX, 5715373]
[paragraph, [217.0, 1281.0, 783.0, 36.0], shoonya_0sJSDVHH4YENYX, 5715373]
[paragraph, [217.0, 1317.0, 783.0, 36.0], shoonya_0sJSDVHH4YENYX, 5715373]
[paragraph, [217.0, 1353.0, 783.0, 36.0], shoonya_0sJSDVHH4YENYX, 5715373]
[paragraph, [217.0, 1389.0, 783.0, 36.0], shoonya_0sJSDVHH4YENYX, 5715373]
[paragraph, [217.0, 1425.0, 783.0, 36.0], shoonya_0sJSDVHH4YENYX, 5715373]
