[1388, 886]
[folio, [636.0, 44.0, 217.0, 18.0], 1wdnL7sEVa, 5742141]
[folio, [636.0, 62.0, 217.0, 18.0], 1wdnL7sEVa, 5742141]
[folio, [406.0, 60.0, 131.0, 18.0], shoonya_1sFPISSMEQGN09, 5742141]
[paragraph, [27.0, 110.0, 410.0, 18.0], qJCNBUowp1, 5742141]
[paragraph, [27.0, 128.0, 410.0, 18.0], qJCNBUowp1, 5742141]
[paragraph, [27.0, 146.0, 410.0, 18.0], qJCNBUowp1, 5742141]
[paragraph, [27.0, 164.0, 410.0, 18.0], qJCNBUowp1, 5742141]
[paragraph, [27.0, 182.0, 410.0, 18.0], qJCNBUowp1, 5742141]
[paragraph, [27.0, 200.0, 410.0, 18.0], qJCNBUowp1, 5742141]
[paragraph, [27.0, 218.0, 410.0, 18.0], qJCNBUowp1, 5742141]
[paragraph, [27.0, 236.0, 410.0, 18.0], qJCNBUowp1, 5742141]
[paragraph, [27.0, 254.0, 410.0, 18.0], qJCNBUowp1, 5742141]
[paragraph, [27.0, 272.0, 410.0, 18.0], qJCNBUowp1, 5742141]
[paragraph, [27.0, 290.0, 410.0, 18.0], qJCNBUowp1, 5742141]
[paragraph, [27.0, 308.0, 410.0, 18.0], qJCNBUowp1, 5742141]
[paragraph, [27.0, 326.0, 410.0, 18.0], qJCNBUowp1, 5742141]
[paragraph, [27.0, 344.0, 410.0, 18.0], qJCNBUowp1, 5742141]
[paragraph, [27.0, 362.0, 410.0, 18.0], qJCNBUowp1, 5742141]
[paragraph, [27.0, 380.0, 410.0, 18.0], qJCNBUowp1, 5742141]
[paragraph, [27.0, 398.0, 410.0, 18.0], qJCNBUowp1, 5742141]
[paragraph, [27.0, 416.0, 410.0, 18.0], qJCNBUowp1, 5742141]
[paragraph, [27.0, 434.0, 410.0, 18.0], qJCNBUowp1, 5742141]
[paragraph, [27.0, 452.0, 410.0, 18.0], qJCNBUowp1, 5742141]
[paragraph, [27.0, 470.0, 410.0, 18.0], qJCNBUowp1, 5742141]
[paragraph, [27.0, 488.0, 410.0, 18.0], qJCNBUowp1, 5742141]
[paragraph, [27.0, 506.0, 410.0, 18.0], qJCNBUowp1, 5742141]
[paragraph, [27.0, 524.0, 410.0, 18.0], qJCNBUowp1, 5742141]
[paragraph, [27.0, 542.0, 410.0, 18.0], qJCNBUowp1, 5742141]
[paragraph, [27.0, 560.0, 410.0, 18.0], qJCNBUowp1, 5742141]
[paragraph, [27.0, 578.0, 410.0, 18.0], qJCNBUowp1, 5742141]
[paragraph, [27.0, 596.0, 410.0, 18.0], qJCNBUowp1, 5742141]
[paragraph, [27.0, 614.0, 410.0, 18.0], qJCNBUowp1, 5742141]
[paragraph, [27.0, 632.0, 410.0, 18.0], qJCNBUowp1, 5742141]
[paragraph, [27.0, 650.0, 410.0, 18.0], qJCNBUowp1, 5742141]
[paragraph, [27.0, 668.0, 410.0, 18.0], qJCNBUowp1, 5742141]
[paragraph, [27.0, 686.0, 410.0, 18.0], qJCNBUowp1, 5742141]
[paragraph, [27.0, 704.0, 410.0, 18.0], qJCNBUowp1, 5742141]
[paragraph, [27.0, 722.0, 410.0, 18.0], qJCNBUowp1, 5742141]
[paragraph, [27.0, 740.0, 410.0, 18.0], qJCNBUowp1, 5742141]
[paragraph, [27.0, 758.0, 410.0, 18.0], qJCNBUowp1, 5742141]
[paragraph, [27.0, 776.0, 410.0, 18.0], qJCNBUowp1, 5742141]
[paragraph, [27.0, 794.0, 410.0, 18.0], qJCNBUowp1, 5742141]
[paragraph, [27.0, 812.0, 410.0, 18.0], qJCNBUowp1, 5742141]
[paragraph, [27.0, 830.0, 410.0, 18.0], qJCNBUowp1, 5742141]
[paragraph, [27.0, 848.0, 410.0, 18.0], qJCNBUowp1, 5742141]
[paragraph, [27.0, 866.0, 410.0, 18.0], qJCNBUowp1, 5742141]
[paragraph, [27.0, 884.0, 410.0, 18.0], qJCNBUowp1, 5742141]
[paragraph, [27.0, 902.0, 410.0, 18.0], qJCNBUowp1, 5742141]
[paragraph, [27.0, 920.0, 410.0, 18.0], qJCNBUowp1, 5742141]
[paragraph, [27.0, 938.0, 410.0, 18.0], qJCNBUowp1, 5742141]
[paragraph, [27.0, 956.0, 410.0, 18.0], qJCNBUowp1, 5742141]
[paragraph, [452.0, 113.0, 397.0, 18.0], shoonya_2sG3AFY5VCM08I, 5742141]
[paragraph, [452.0, 131.0, 397.0, 18.0], shoonya_2sG3AFY5VCM08I, 5742141]
[paragraph, [452.0, 149.0, 397.0, 18.0], shoonya_2sG3AFY5VCM08I, 5742141]
[paragraph, [452.0, 167.0, 397.0, 18.0], shoonya_2sG3AFY5VCM08I, 5742141]
[paragraph, [452.0, 185.0, 397.0, 18.0], shoonya_2sG3AFY5VCM08I, 5742141]
[paragraph, [452.0, 203.0, 397.0, 18.0], shoonya_2sG3AFY5VCM08I, 5742141]
[paragraph, [452.0, 221.0, 397.0, 18.0], shoonya_2sG3AFY5VCM08I, 5742141]
[paragraph, [452.0, 239.0, 397.0, 18.0], shoonya_2sG3AFY5VCM08I, 5742141]
[paragraph, [452.0, 257.0, 397.0, 18.0], shoonya_2sG3AFY5VCM08I, 5742141]
[paragraph, [452.0, 275.0, 397.0, 18.0], shoonya_2sG3AFY5VCM08I, 5742141]
[paragraph, [452.0, 293.0, 397.0, 18.0], shoonya_2sG3AFY5VCM08I, 5742141]
[paragraph, [452.0, 311.0, 397.0, 18.0], shoonya_2sG3AFY5VCM08I, 5742141]
[paragraph, [452.0, 329.0, 397.0, 18.0], shoonya_2sG3AFY5VCM08I, 5742141]
[paragraph, [452.0, 347.0, 397.0, 18.0], shoonya_2sG3AFY5VCM08I, 5742141]
[paragraph, [452.0, 365.0, 397.0, 18.0], shoonya_2sG3AFY5VCM08I, 5742141]
[paragraph, [452.0, 383.0, 397.0, 18.0], shoonya_2sG3AFY5VCM08I, 5742141]
[paragraph, [452.0, 401.0, 397.0, 18.0], shoonya_2sG3AFY5VCM08I, 5742141]
[paragraph, [452.0, 419.0, 397.0, 18.0], shoonya_2sG3AFY5VCM08I, 5742141]
[paragraph, [452.0, 437.0, 397.0, 18.0], shoonya_2sG3AFY5VCM08I, 5742141]
[paragraph, [452.0, 455.0, 397.0, 18.0], shoonya_2sG3AFY5VCM08I, 5742141]
[paragraph, [452.0, 473.0, 397.0, 18.0], shoonya_2sG3AFY5VCM08I, 5742141]
[paragraph, [452.0, 491.0, 397.0, 18.0], shoonya_2sG3AFY5VCM08I, 5742141]
[paragraph, [452.0, 509.0, 397.0, 18.0], shoonya_2sG3AFY5VCM08I, 5742141]
[paragraph, [452.0, 527.0, 397.0, 18.0], shoonya_2sG3AFY5VCM08I, 5742141]
[paragraph, [452.0, 545.0, 397.0, 18.0], shoonya_2sG3AFY5VCM08I, 5742141]
[paragraph, [452.0, 563.0, 397.0, 18.0], shoonya_2sG3AFY5VCM08I, 5742141]
[paragraph, [452.0, 581.0, 397.0, 18.0], shoonya_2sG3AFY5VCM08I, 5742141]
[paragraph, [452.0, 599.0, 397.0, 18.0], shoonya_2sG3AFY5VCM08I, 5742141]
[paragraph, [452.0, 617.0, 397.0, 18.0], shoonya_2sG3AFY5VCM08I, 5742141]
[paragraph, [452.0, 635.0, 397.0, 18.0], shoonya_2sG3AFY5VCM08I, 5742141]
[paragraph, [452.0, 653.0, 397.0, 18.0], shoonya_2sG3AFY5VCM08I, 5742141]
[paragraph, [452.0, 671.0, 397.0, 18.0], shoonya_2sG3AFY5VCM08I, 5742141]
[paragraph, [452.0, 689.0, 397.0, 18.0], shoonya_2sG3AFY5VCM08I, 5742141]
[paragraph, [452.0, 707.0, 397.0, 18.0], shoonya_2sG3AFY5VCM08I, 5742141]
[paragraph, [452.0, 725.0, 397.0, 18.0], shoonya_2sG3AFY5VCM08I, 5742141]
[paragraph, [452.0, 743.0, 397.0, 18.0], shoonya_2sG3AFY5VCM08I, 5742141]
[paragraph, [452.0, 761.0, 397.0, 18.0], shoonya_2sG3AFY5VCM08I, 5742141]
[paragraph, [452.0, 779.0, 397.0, 18.0], shoonya_2sG3AFY5VCM08I, 5742141]
[paragraph, [449.0, 825.0, 400.0, 18.0], shoonya_0sXTN2KQ7G3PGO, 5742141]
[paragraph, [449.0, 843.0, 400.0, 18.0], shoonya_0sXTN2KQ7G3PGO, 5742141]
[paragraph, [449.0, 861.0, 400.0, 18.0], shoonya_0sXTN2KQ7G3PGO, 5742141]
[paragraph, [449.0, 879.0, 400.0, 18.0], shoonya_0sXTN2KQ7G3PGO, 5742141]
[paragraph, [449.0, 897.0, 400.0, 18.0], shoonya_0sXTN2KQ7G3PGO, 5742141]
[paragraph, [449.0, 915.0, 400.0, 18.0], shoonya_0sXTN2KQ7G3PGO, 5742141]
[paragraph, [449.0, 933.0, 400.0, 18.0], shoonya_0sXTN2KQ7G3PGO, 5742141]
[paragraph, [449.0, 951.0, 400.0, 18.0], shoonya_0sXTN2KQ7G3PGO, 5742141]
[paragraph, [449.0, 969.0, 400.0, 18.0], shoonya_0sXTN2KQ7G3PGO, 5742141]
[paragraph, [449.0, 987.0, 400.0, 18.0], shoonya_0sXTN2KQ7G3PGO, 5742141]
[paragraph, [449.0, 1005.0, 400.0, 18.0], shoonya_0sXTN2KQ7G3PGO, 5742141]
[paragraph, [449.0, 1023.0, 400.0, 18.0], shoonya_0sXTN2KQ7G3PGO, 5742141]
[paragraph, [449.0, 1041.0, 400.0, 18.0], shoonya_0sXTN2KQ7G3PGO, 5742141]
[paragraph, [449.0, 1059.0, 400.0, 18.0], shoonya_0sXTN2KQ7G3PGO, 5742141]
[paragraph, [449.0, 1077.0, 400.0, 18.0], shoonya_0sXTN2KQ7G3PGO, 5742141]
[paragraph, [449.0, 1095.0, 400.0, 18.0], shoonya_0sXTN2KQ7G3PGO, 5742141]
[paragraph, [449.0, 1113.0, 400.0, 18.0], shoonya_0sXTN2KQ7G3PGO, 5742141]
[paragraph, [449.0, 1131.0, 400.0, 18.0], shoonya_0sXTN2KQ7G3PGO, 5742141]
[paragraph, [449.0, 1149.0, 400.0, 18.0], shoonya_0sXTN2KQ7G3PGO, 5742141]
[paragraph, [449.0, 1167.0, 400.0, 18.0], shoonya_0sXTN2KQ7G3PGO, 5742141]
[paragraph, [449.0, 1185.0, 400.0, 18.0], shoonya_0sXTN2KQ7G3PGO, 5742141]
[paragraph, [449.0, 1203.0, 400.0, 18.0], shoonya_0sXTN2KQ7G3PGO, 5742141]
[paragraph, [449.0, 1221.0, 400.0, 18.0], shoonya_0sXTN2KQ7G3PGO, 5742141]
[paragraph, [449.0, 1239.0, 400.0, 18.0], shoonya_0sXTN2KQ7G3PGO, 5742141]
[paragraph, [449.0, 1257.0, 400.0, 18.0], shoonya_0sXTN2KQ7G3PGO, 5742141]
[paragraph, [449.0, 1275.0, 400.0, 18.0], shoonya_0sXTN2KQ7G3PGO, 5742141]
[paragraph, [449.0, 1293.0, 400.0, 18.0], shoonya_0sXTN2KQ7G3PGO, 5742141]
[paragraph, [449.0, 1311.0, 400.0, 18.0], shoonya_0sXTN2KQ7G3PGO, 5742141]
[paragraph, [33.0, 997.0, 404.0, 18.0], shoonya_3sJJZXWWMLVN9C, 5742141]
[paragraph, [33.0, 1015.0, 404.0, 18.0], shoonya_3sJJZXWWMLVN9C, 5742141]
[paragraph, [33.0, 1033.0, 404.0, 18.0], shoonya_3sJJZXWWMLVN9C, 5742141]
[paragraph, [33.0, 1051.0, 404.0, 18.0], shoonya_3sJJZXWWMLVN9C, 5742141]
[paragraph, [33.0, 1069.0, 404.0, 18.0], shoonya_3sJJZXWWMLVN9C, 5742141]
[paragraph, [33.0, 1087.0, 404.0, 18.0], shoonya_3sJJZXWWMLVN9C, 5742141]
[paragraph, [33.0, 1105.0, 404.0, 18.0], shoonya_3sJJZXWWMLVN9C, 5742141]
[paragraph, [33.0, 1123.0, 404.0, 18.0], shoonya_3sJJZXWWMLVN9C, 5742141]
[paragraph, [33.0, 1141.0, 404.0, 18.0], shoonya_3sJJZXWWMLVN9C, 5742141]
[paragraph, [33.0, 1159.0, 404.0, 18.0], shoonya_3sJJZXWWMLVN9C, 5742141]
[paragraph, [33.0, 1177.0, 404.0, 18.0], shoonya_3sJJZXWWMLVN9C, 5742141]
[paragraph, [33.0, 1195.0, 404.0, 18.0], shoonya_3sJJZXWWMLVN9C, 5742141]
[paragraph, [33.0, 1213.0, 404.0, 18.0], shoonya_3sJJZXWWMLVN9C, 5742141]
[paragraph, [33.0, 1231.0, 404.0, 18.0], shoonya_3sJJZXWWMLVN9C, 5742141]
[paragraph, [33.0, 1249.0, 404.0, 18.0], shoonya_3sJJZXWWMLVN9C, 5742141]
[paragraph, [33.0, 1267.0, 404.0, 18.0], shoonya_3sJJZXWWMLVN9C, 5742141]
[paragraph, [33.0, 1285.0, 404.0, 18.0], shoonya_3sJJZXWWMLVN9C, 5742141]
[paragraph, [33.0, 1303.0, 404.0, 18.0], shoonya_3sJJZXWWMLVN9C, 5742141]
[footnote, [564.0, 1352.0, 273.0, 18.0], tUrCBcAOCB, 5742141]
