[2200, 1700]
[section-title, [182.0, 150.0, 165.0, 52.5], 2WtKItxPPP, 5659115]
[sub-section-title, [176.0, 201.0, 403.0, 55.5], oqQ4fz0Adu, 5659115]
[ordered-list, [184.0, 276.0, 1343.0, 36.0], MTxmpMgwRr, 5659115]
[ordered-list, [184.0, 312.0, 1343.0, 36.0], MTxmpMgwRr, 5659115]
[ordered-list, [184.0, 348.0, 1343.0, 36.0], MTxmpMgwRr, 5659115]
[ordered-list, [184.0, 384.0, 1343.0, 36.0], MTxmpMgwRr, 5659115]
[ordered-list, [184.0, 420.0, 1343.0, 36.0], MTxmpMgwRr, 5659115]
[ordered-list, [184.0, 456.0, 1343.0, 36.0], MTxmpMgwRr, 5659115]
[ordered-list, [184.0, 492.0, 1343.0, 36.0], MTxmpMgwRr, 5659115]
[ordered-list, [184.0, 528.0, 1343.0, 36.0], MTxmpMgwRr, 5659115]
[ordered-list, [184.0, 564.0, 1343.0, 36.0], MTxmpMgwRr, 5659115]
[ordered-list, [184.0, 600.0, 1343.0, 36.0], MTxmpMgwRr, 5659115]
[ordered-list, [184.0, 636.0, 1343.0, 36.0], MTxmpMgwRr, 5659115]
[ordered-list, [184.0, 672.0, 1343.0, 36.0], MTxmpMgwRr, 5659115]
[ordered-list, [184.0, 708.0, 1343.0, 36.0], MTxmpMgwRr, 5659115]
[ordered-list, [184.0, 744.0, 1343.0, 36.0], MTxmpMgwRr, 5659115]
[section-title, [182.0, 819.0, 150.0, 52.5], QaFGB8PWmU, 5659115]
[sub-section-title, [180.0, 870.0, 511.0, 55.5], FDhiffcg8H, 5659115]
[ordered-list, [173.0, 934.0, 1390.0, 36.0], shoonya_0sX4WPOLJERKSG, 5659115]
[ordered-list, [173.0, 970.0, 1390.0, 36.0], shoonya_0sX4WPOLJERKSG, 5659115]
[ordered-list, [173.0, 1006.0, 1390.0, 36.0], shoonya_0sX4WPOLJERKSG, 5659115]
[ordered-list, [173.0, 1042.0, 1390.0, 36.0], shoonya_0sX4WPOLJERKSG, 5659115]
[ordered-list, [173.0, 1078.0, 1390.0, 36.0], shoonya_0sX4WPOLJERKSG, 5659115]
[ordered-list, [173.0, 1114.0, 1390.0, 36.0], shoonya_0sX4WPOLJERKSG, 5659115]
[ordered-list, [173.0, 1150.0, 1390.0, 36.0], shoonya_0sX4WPOLJERKSG, 5659115]
[ordered-list, [173.0, 1186.0, 1390.0, 36.0], shoonya_0sX4WPOLJERKSG, 5659115]
[ordered-list, [173.0, 1222.0, 1390.0, 36.0], shoonya_0sX4WPOLJERKSG, 5659115]
[ordered-list, [173.0, 1258.0, 1390.0, 36.0], shoonya_0sX4WPOLJERKSG, 5659115]
[ordered-list, [173.0, 1294.0, 1390.0, 36.0], shoonya_0sX4WPOLJERKSG, 5659115]
[ordered-list, [173.0, 1330.0, 1390.0, 36.0], shoonya_0sX4WPOLJERKSG, 5659115]
[ordered-list, [173.0, 1366.0, 1390.0, 36.0], shoonya_0sX4WPOLJERKSG, 5659115]
[sub-section-title, [174.0, 1482.0, 246.0, 55.5], 3gsgKWwHW8, 5659115]
[ordered-list, [174.0, 1548.0, 1354.0, 36.0], hYYfa_PzfC, 5659115]
[ordered-list, [174.0, 1584.0, 1354.0, 36.0], hYYfa_PzfC, 5659115]
[ordered-list, [174.0, 1620.0, 1354.0, 36.0], hYYfa_PzfC, 5659115]
[ordered-list, [174.0, 1656.0, 1354.0, 36.0], hYYfa_PzfC, 5659115]
[ordered-list, [174.0, 1692.0, 1354.0, 36.0], hYYfa_PzfC, 5659115]
[ordered-list, [174.0, 1728.0, 1354.0, 36.0], hYYfa_PzfC, 5659115]
[ordered-list, [174.0, 1764.0, 1354.0, 36.0], hYYfa_PzfC, 5659115]
[ordered-list, [174.0, 1800.0, 1354.0, 36.0], hYYfa_PzfC, 5659115]
[ordered-list, [174.0, 1836.0, 1354.0, 36.0], hYYfa_PzfC, 5659115]
[ordered-list, [174.0, 1872.0, 1354.0, 36.0], hYYfa_PzfC, 5659115]
[ordered-list, [174.0, 1908.0, 1354.0, 36.0], hYYfa_PzfC, 5659115]
[ordered-list, [174.0, 1944.0, 1354.0, 36.0], hYYfa_PzfC, 5659115]
[ordered-list, [174.0, 1980.0, 1354.0, 36.0], hYYfa_PzfC, 5659115]
[ordered-list, [174.0, 2016.0, 1354.0, 36.0], hYYfa_PzfC, 5659115]
