[1983, 1400]
[website-link, [357.0, 8.0, 691.0, 18.0], o2nrH3Xvqh, 5699224]
[website-link, [357.0, 26.0, 691.0, 18.0], o2nrH3Xvqh, 5699224]
[sidebar, [1134.0, 143.0, 136.0, 36.0], shoonya_0sY3R7DXSAPY4K, 5699224]
[second-level-question, [208.0, 227.0, 1095.0, 36.0], o6TX_qYVOF, 5699224]
[second-level-question, [208.0, 263.0, 1095.0, 36.0], o6TX_qYVOF, 5699224]
[second-level-question, [208.0, 299.0, 1095.0, 36.0], o6TX_qYVOF, 5699224]
[second-level-question, [208.0, 335.0, 1095.0, 36.0], o6TX_qYVOF, 5699224]
[second-level-question, [208.0, 371.0, 1095.0, 36.0], o6TX_qYVOF, 5699224]
[second-level-question, [208.0, 407.0, 1095.0, 36.0], o6TX_qYVOF, 5699224]
[second-level-question, [208.0, 443.0, 1095.0, 36.0], o6TX_qYVOF, 5699224]
[second-level-question, [208.0, 479.0, 1095.0, 36.0], o6TX_qYVOF, 5699224]
[second-level-question, [208.0, 515.0, 1095.0, 36.0], o6TX_qYVOF, 5699224]
[second-level-question, [208.0, 551.0, 1095.0, 36.0], o6TX_qYVOF, 5699224]
[second-level-question, [208.0, 587.0, 1095.0, 36.0], o6TX_qYVOF, 5699224]
[second-level-question, [208.0, 623.0, 1095.0, 36.0], o6TX_qYVOF, 5699224]
[second-level-question, [208.0, 659.0, 1095.0, 36.0], o6TX_qYVOF, 5699224]
[second-level-question, [208.0, 695.0, 1095.0, 36.0], o6TX_qYVOF, 5699224]
[options, [292.0, 402.0, 231.0, 36.0], rnAm0TUti3, 5699224]
[options, [292.0, 438.0, 231.0, 36.0], rnAm0TUti3, 5699224]
[options, [292.0, 474.0, 231.0, 36.0], rnAm0TUti3, 5699224]
[options, [292.0, 510.0, 231.0, 36.0], rnAm0TUti3, 5699224]
[options, [292.0, 546.0, 231.0, 36.0], rnAm0TUti3, 5699224]
[options, [292.0, 582.0, 231.0, 36.0], rnAm0TUti3, 5699224]
[options, [292.0, 618.0, 231.0, 36.0], rnAm0TUti3, 5699224]
[options, [292.0, 654.0, 231.0, 36.0], rnAm0TUti3, 5699224]
[options, [292.0, 690.0, 231.0, 36.0], rnAm0TUti3, 5699224]
[second-level-question, [206.0, 770.0, 932.0, 36.0], -OBw1_jgz1, 5699224]
[second-level-question, [206.0, 806.0, 932.0, 36.0], -OBw1_jgz1, 5699224]
[second-level-question, [206.0, 842.0, 932.0, 36.0], -OBw1_jgz1, 5699224]
[second-level-question, [206.0, 878.0, 932.0, 36.0], -OBw1_jgz1, 5699224]
[second-level-question, [206.0, 914.0, 932.0, 36.0], -OBw1_jgz1, 5699224]
[second-level-question, [206.0, 950.0, 932.0, 36.0], -OBw1_jgz1, 5699224]
[second-level-question, [206.0, 986.0, 932.0, 36.0], -OBw1_jgz1, 5699224]
[second-level-question, [206.0, 1022.0, 932.0, 36.0], -OBw1_jgz1, 5699224]
[second-level-question, [206.0, 1058.0, 932.0, 36.0], -OBw1_jgz1, 5699224]
[second-level-question, [206.0, 1094.0, 932.0, 36.0], -OBw1_jgz1, 5699224]
[second-level-question, [206.0, 1130.0, 932.0, 36.0], -OBw1_jgz1, 5699224]
[second-level-question, [206.0, 1166.0, 932.0, 36.0], -OBw1_jgz1, 5699224]
[options, [294.0, 871.0, 232.0, 36.0], RejdTmYBuR, 5699224]
[options, [294.0, 907.0, 232.0, 36.0], RejdTmYBuR, 5699224]
[options, [294.0, 943.0, 232.0, 36.0], RejdTmYBuR, 5699224]
[options, [294.0, 979.0, 232.0, 36.0], RejdTmYBuR, 5699224]
[options, [294.0, 1015.0, 232.0, 36.0], RejdTmYBuR, 5699224]
[options, [294.0, 1051.0, 232.0, 36.0], RejdTmYBuR, 5699224]
[options, [294.0, 1087.0, 232.0, 36.0], RejdTmYBuR, 5699224]
[options, [294.0, 1123.0, 232.0, 36.0], RejdTmYBuR, 5699224]
[second-level-question, [183.0, 1223.0, 1083.0, 36.0], 0-gyPcvJgp, 5699224]
[second-level-question, [183.0, 1259.0, 1083.0, 36.0], 0-gyPcvJgp, 5699224]
[second-level-question, [183.0, 1295.0, 1083.0, 36.0], 0-gyPcvJgp, 5699224]
