[1182, 857]
[section-title, [85.0, 67.0, 704.0, 30.0], shoonya_5sGLKKC1T40FW5, 6478107]
[paragraph, [82.0, 105.0, 715.0, 18.0], shoonya_0sCVTNHHCZCJT0, 6478107]
[paragraph, [82.0, 123.0, 715.0, 18.0], shoonya_0sCVTNHHCZCJT0, 6478107]
[paragraph, [82.0, 141.0, 715.0, 18.0], shoonya_0sCVTNHHCZCJT0, 6478107]
[paragraph, [82.0, 159.0, 715.0, 18.0], shoonya_0sCVTNHHCZCJT0, 6478107]
[paragraph, [82.0, 177.0, 715.0, 18.0], shoonya_0sCVTNHHCZCJT0, 6478107]
[paragraph, [82.0, 195.0, 715.0, 18.0], shoonya_0sCVTNHHCZCJT0, 6478107]
[paragraph, [82.0, 213.0, 715.0, 18.0], shoonya_0sCVTNHHCZCJT0, 6478107]
[paragraph, [82.0, 231.0, 715.0, 18.0], shoonya_0sCVTNHHCZCJT0, 6478107]
[paragraph, [82.0, 249.0, 715.0, 18.0], shoonya_0sCVTNHHCZCJT0, 6478107]
[paragraph, [82.0, 267.0, 715.0, 18.0], shoonya_0sCVTNHHCZCJT0, 6478107]
[paragraph, [82.0, 285.0, 715.0, 18.0], shoonya_0sCVTNHHCZCJT0, 6478107]
[paragraph, [82.0, 303.0, 715.0, 18.0], shoonya_0sCVTNHHCZCJT0, 6478107]
[paragraph, [82.0, 321.0, 715.0, 18.0], shoonya_0sCVTNHHCZCJT0, 6478107]
[unordered-list, [109.0, 386.0, 700.0, 18.0], shoonya_3sIGSI9S98ON6N, 6478107]
[unordered-list, [109.0, 404.0, 700.0, 18.0], shoonya_3sIGSI9S98ON6N, 6478107]
[unordered-list, [109.0, 422.0, 700.0, 18.0], shoonya_3sIGSI9S98ON6N, 6478107]
[unordered-list, [109.0, 440.0, 700.0, 18.0], shoonya_3sIGSI9S98ON6N, 6478107]
[unordered-list, [109.0, 458.0, 700.0, 18.0], shoonya_3sIGSI9S98ON6N, 6478107]
[unordered-list, [109.0, 476.0, 700.0, 18.0], shoonya_3sIGSI9S98ON6N, 6478107]
[unordered-list, [109.0, 494.0, 700.0, 18.0], shoonya_3sIGSI9S98ON6N, 6478107]
[unordered-list, [109.0, 512.0, 700.0, 18.0], shoonya_3sIGSI9S98ON6N, 6478107]
[unordered-list, [109.0, 530.0, 700.0, 18.0], shoonya_3sIGSI9S98ON6N, 6478107]
[unordered-list, [109.0, 548.0, 700.0, 18.0], shoonya_3sIGSI9S98ON6N, 6478107]
[unordered-list, [109.0, 566.0, 700.0, 18.0], shoonya_3sIGSI9S98ON6N, 6478107]
[unordered-list, [109.0, 584.0, 700.0, 18.0], shoonya_3sIGSI9S98ON6N, 6478107]
[unordered-list, [109.0, 602.0, 700.0, 18.0], shoonya_3sIGSI9S98ON6N, 6478107]
[unordered-list, [109.0, 620.0, 700.0, 18.0], shoonya_3sIGSI9S98ON6N, 6478107]
[unordered-list, [109.0, 638.0, 700.0, 18.0], shoonya_3sIGSI9S98ON6N, 6478107]
[unordered-list, [109.0, 656.0, 700.0, 18.0], shoonya_3sIGSI9S98ON6N, 6478107]
[unordered-list, [109.0, 674.0, 700.0, 18.0], shoonya_3sIGSI9S98ON6N, 6478107]
[unordered-list, [109.0, 692.0, 700.0, 18.0], shoonya_3sIGSI9S98ON6N, 6478107]
[unordered-list, [109.0, 710.0, 700.0, 18.0], shoonya_3sIGSI9S98ON6N, 6478107]
[section-title, [79.0, 751.0, 425.0, 30.0], 5VpnYPhO9Y, 6478107]
[unordered-list, [111.0, 785.0, 690.0, 18.0], shoonya_2sDAEU00JKYOZX, 6478107]
[unordered-list, [111.0, 803.0, 690.0, 18.0], shoonya_2sDAEU00JKYOZX, 6478107]
[unordered-list, [111.0, 821.0, 690.0, 18.0], shoonya_2sDAEU00JKYOZX, 6478107]
[unordered-list, [111.0, 839.0, 690.0, 18.0], shoonya_2sDAEU00JKYOZX, 6478107]
[unordered-list, [111.0, 857.0, 690.0, 18.0], shoonya_2sDAEU00JKYOZX, 6478107]
[unordered-list, [111.0, 875.0, 690.0, 18.0], shoonya_2sDAEU00JKYOZX, 6478107]
[unordered-list, [111.0, 893.0, 690.0, 18.0], shoonya_2sDAEU00JKYOZX, 6478107]
[unordered-list, [111.0, 911.0, 690.0, 18.0], shoonya_2sDAEU00JKYOZX, 6478107]
[unordered-list, [111.0, 929.0, 690.0, 18.0], shoonya_2sDAEU00JKYOZX, 6478107]
[unordered-list, [111.0, 947.0, 690.0, 18.0], shoonya_2sDAEU00JKYOZX, 6478107]
[unordered-list, [111.0, 965.0, 690.0, 18.0], shoonya_2sDAEU00JKYOZX, 6478107]
[unordered-list, [111.0, 983.0, 690.0, 18.0], shoonya_2sDAEU00JKYOZX, 6478107]
[unordered-list, [111.0, 1001.0, 690.0, 18.0], shoonya_2sDAEU00JKYOZX, 6478107]
[unordered-list, [111.0, 1019.0, 690.0, 18.0], shoonya_2sDAEU00JKYOZX, 6478107]
[unordered-list, [111.0, 1037.0, 690.0, 18.0], shoonya_2sDAEU00JKYOZX, 6478107]
[unordered-list, [111.0, 1055.0, 690.0, 18.0], shoonya_2sDAEU00JKYOZX, 6478107]
[unordered-list, [111.0, 1073.0, 690.0, 18.0], shoonya_2sDAEU00JKYOZX, 6478107]
[unordered-list, [111.0, 1091.0, 690.0, 18.0], shoonya_2sDAEU00JKYOZX, 6478107]
