[1091, 691]
[chapter-title, [408.0, 113.0, 195.0, 30.0], shoonya_4s4MJWM2B8XNDN, 5759649]
[chapter-title, [408.0, 143.0, 195.0, 30.0], shoonya_4s4MJWM2B8XNDN, 5759649]
[paragraph, [69.0, 220.0, 553.0, 18.0], shoonya_0sYY540ZI1CG2J, 5759649]
[paragraph, [69.0, 238.0, 553.0, 18.0], shoonya_0sYY540ZI1CG2J, 5759649]
[paragraph, [69.0, 256.0, 553.0, 18.0], shoonya_0sYY540ZI1CG2J, 5759649]
[paragraph, [69.0, 274.0, 553.0, 18.0], shoonya_0sYY540ZI1CG2J, 5759649]
[paragraph, [69.0, 292.0, 553.0, 18.0], shoonya_0sYY540ZI1CG2J, 5759649]
[paragraph, [69.0, 310.0, 553.0, 18.0], shoonya_0sYY540ZI1CG2J, 5759649]
[paragraph, [69.0, 328.0, 553.0, 18.0], shoonya_0sYY540ZI1CG2J, 5759649]
[paragraph, [69.0, 346.0, 553.0, 18.0], shoonya_0sYY540ZI1CG2J, 5759649]
[paragraph, [69.0, 364.0, 553.0, 18.0], shoonya_0sYY540ZI1CG2J, 5759649]
[paragraph, [69.0, 382.0, 553.0, 18.0], shoonya_0sYY540ZI1CG2J, 5759649]
[paragraph, [69.0, 400.0, 553.0, 18.0], shoonya_0sYY540ZI1CG2J, 5759649]
[paragraph, [69.0, 418.0, 553.0, 18.0], shoonya_0sYY540ZI1CG2J, 5759649]
[paragraph, [69.0, 436.0, 553.0, 18.0], shoonya_0sYY540ZI1CG2J, 5759649]
[paragraph, [69.0, 454.0, 553.0, 18.0], shoonya_0sYY540ZI1CG2J, 5759649]
[paragraph, [69.0, 472.0, 553.0, 18.0], shoonya_0sYY540ZI1CG2J, 5759649]
[paragraph, [69.0, 490.0, 553.0, 18.0], shoonya_0sYY540ZI1CG2J, 5759649]
[paragraph, [69.0, 508.0, 553.0, 18.0], shoonya_0sYY540ZI1CG2J, 5759649]
[paragraph, [69.0, 526.0, 553.0, 18.0], shoonya_0sYY540ZI1CG2J, 5759649]
[paragraph, [69.0, 544.0, 553.0, 18.0], shoonya_0sYY540ZI1CG2J, 5759649]
[paragraph, [69.0, 562.0, 553.0, 18.0], shoonya_0sYY540ZI1CG2J, 5759649]
[paragraph, [69.0, 580.0, 553.0, 18.0], shoonya_0sYY540ZI1CG2J, 5759649]
[paragraph, [69.0, 598.0, 553.0, 18.0], shoonya_0sYY540ZI1CG2J, 5759649]
[paragraph, [69.0, 616.0, 553.0, 18.0], shoonya_0sYY540ZI1CG2J, 5759649]
[paragraph, [68.0, 640.0, 557.0, 18.0], shoonya_1sKD9460ZNQPO4, 5759649]
[paragraph, [68.0, 658.0, 557.0, 18.0], shoonya_1sKD9460ZNQPO4, 5759649]
[paragraph, [68.0, 676.0, 557.0, 18.0], shoonya_1sKD9460ZNQPO4, 5759649]
[paragraph, [68.0, 694.0, 557.0, 18.0], shoonya_1sKD9460ZNQPO4, 5759649]
[paragraph, [68.0, 712.0, 557.0, 18.0], shoonya_1sKD9460ZNQPO4, 5759649]
[paragraph, [68.0, 730.0, 557.0, 18.0], shoonya_1sKD9460ZNQPO4, 5759649]
[paragraph, [68.0, 748.0, 557.0, 18.0], shoonya_1sKD9460ZNQPO4, 5759649]
[paragraph, [68.0, 766.0, 557.0, 18.0], shoonya_1sKD9460ZNQPO4, 5759649]
[paragraph, [68.0, 784.0, 557.0, 18.0], shoonya_1sKD9460ZNQPO4, 5759649]
[paragraph, [68.0, 802.0, 557.0, 18.0], shoonya_1sKD9460ZNQPO4, 5759649]
[paragraph, [69.0, 826.0, 557.0, 18.0], shoonya_3sTVNBITSZ565I, 5759649]
[paragraph, [69.0, 844.0, 557.0, 18.0], shoonya_3sTVNBITSZ565I, 5759649]
[paragraph, [69.0, 862.0, 557.0, 18.0], shoonya_3sTVNBITSZ565I, 5759649]
[paragraph, [69.0, 880.0, 557.0, 18.0], shoonya_3sTVNBITSZ565I, 5759649]
[paragraph, [69.0, 898.0, 557.0, 18.0], shoonya_3sTVNBITSZ565I, 5759649]
[paragraph, [69.0, 916.0, 557.0, 18.0], shoonya_3sTVNBITSZ565I, 5759649]
