[2200, 1700]
[section-title, [337.0, 29.0, 279.0, 52.5], shoonya_0sEYS0P897MUE9, 6457690]
[section-title, [971.0, 40.0, 594.0, 52.5], hC26FygJEz, 6457690]
[section-title, [971.0, 92.5, 594.0, 52.5], hC26FygJEz, 6457690]
[section-title, [971.0, 145.0, 594.0, 52.5], hC26FygJEz, 6457690]
[paragraph, [256.0, 122.0, 517.0, 36.0], h2NZzSDQQl, 6457690]
[paragraph, [256.0, 158.0, 517.0, 36.0], h2NZzSDQQl, 6457690]
[paragraph, [256.0, 194.0, 517.0, 36.0], h2NZzSDQQl, 6457690]
[paragraph, [903.0, 204.0, 760.0, 36.0], 1ULJ7-WlO_, 6457690]
[paragraph, [903.0, 240.0, 760.0, 36.0], 1ULJ7-WlO_, 6457690]
[paragraph, [903.0, 276.0, 760.0, 36.0], 1ULJ7-WlO_, 6457690]
[paragraph, [903.0, 312.0, 760.0, 36.0], 1ULJ7-WlO_, 6457690]
[paragraph, [903.0, 348.0, 760.0, 36.0], 1ULJ7-WlO_, 6457690]
[paragraph, [903.0, 384.0, 760.0, 36.0], 1ULJ7-WlO_, 6457690]
[paragraph, [903.0, 420.0, 760.0, 36.0], 1ULJ7-WlO_, 6457690]
[paragraph, [903.0, 456.0, 760.0, 36.0], 1ULJ7-WlO_, 6457690]
[paragraph, [903.0, 492.0, 760.0, 36.0], 1ULJ7-WlO_, 6457690]
[paragraph, [102.0, 267.0, 789.0, 36.0], hUKMgeNm-L, 6457690]
[paragraph, [102.0, 303.0, 789.0, 36.0], hUKMgeNm-L, 6457690]
[paragraph, [102.0, 339.0, 789.0, 36.0], hUKMgeNm-L, 6457690]
[paragraph, [102.0, 375.0, 789.0, 36.0], hUKMgeNm-L, 6457690]
[paragraph, [102.0, 411.0, 789.0, 36.0], hUKMgeNm-L, 6457690]
[paragraph, [102.0, 447.0, 789.0, 36.0], hUKMgeNm-L, 6457690]
[paragraph, [102.0, 483.0, 789.0, 36.0], hUKMgeNm-L, 6457690]
[paragraph, [102.0, 519.0, 789.0, 36.0], hUKMgeNm-L, 6457690]
[paragraph, [102.0, 555.0, 789.0, 36.0], hUKMgeNm-L, 6457690]
[paragraph, [102.0, 591.0, 789.0, 36.0], hUKMgeNm-L, 6457690]
[paragraph, [102.0, 627.0, 789.0, 36.0], hUKMgeNm-L, 6457690]
[paragraph, [102.0, 663.0, 789.0, 36.0], hUKMgeNm-L, 6457690]
[paragraph, [102.0, 699.0, 789.0, 36.0], hUKMgeNm-L, 6457690]
[section-title, [571.0, 1134.0, 626.0, 52.5], HaiMUjwpeG, 6457690]
[sub-section-title, [553.0, 1222.0, 676.0, 55.5], tiKmOvBG_8, 6457690]
[paragraph, [97.0, 1308.0, 1552.0, 36.0], Yo9m7l4Jz3, 6457690]
[paragraph, [97.0, 1344.0, 1552.0, 36.0], Yo9m7l4Jz3, 6457690]
[paragraph, [97.0, 1380.0, 1552.0, 36.0], Yo9m7l4Jz3, 6457690]
[paragraph, [97.0, 1416.0, 1552.0, 36.0], Yo9m7l4Jz3, 6457690]
[paragraph, [97.0, 1452.0, 1552.0, 36.0], Yo9m7l4Jz3, 6457690]
[paragraph, [97.0, 1488.0, 1552.0, 36.0], Yo9m7l4Jz3, 6457690]
[paragraph, [97.0, 1524.0, 1552.0, 36.0], Yo9m7l4Jz3, 6457690]
[paragraph, [97.0, 1560.0, 1552.0, 36.0], Yo9m7l4Jz3, 6457690]
[paragraph, [97.0, 1596.0, 1552.0, 36.0], Yo9m7l4Jz3, 6457690]
[paragraph, [97.0, 1632.0, 1552.0, 36.0], Yo9m7l4Jz3, 6457690]
[paragraph, [97.0, 1668.0, 1552.0, 36.0], Yo9m7l4Jz3, 6457690]
