[2339, 1653]
[paragraph, [248.0, 246.0, 1160.0, 36.0], shoonya_2sLF1SSW8603C6, 5686488]
[paragraph, [248.0, 282.0, 1160.0, 36.0], shoonya_2sLF1SSW8603C6, 5686488]
[paragraph, [248.0, 318.0, 1160.0, 36.0], shoonya_2sLF1SSW8603C6, 5686488]
[paragraph, [248.0, 354.0, 1160.0, 36.0], shoonya_2sLF1SSW8603C6, 5686488]
[paragraph, [248.0, 390.0, 1160.0, 36.0], shoonya_2sLF1SSW8603C6, 5686488]
[paragraph, [248.0, 426.0, 1160.0, 36.0], shoonya_2sLF1SSW8603C6, 5686488]
[paragraph, [248.0, 462.0, 1160.0, 36.0], shoonya_2sLF1SSW8603C6, 5686488]
[paragraph, [248.0, 498.0, 1160.0, 36.0], shoonya_2sLF1SSW8603C6, 5686488]
[paragraph, [250.0, 710.0, 1152.0, 36.0], shoonya_0sOC5JCOWD0MLL, 5686488]
[paragraph, [250.0, 746.0, 1152.0, 36.0], shoonya_0sOC5JCOWD0MLL, 5686488]
[paragraph, [250.0, 782.0, 1152.0, 36.0], shoonya_0sOC5JCOWD0MLL, 5686488]
[paragraph, [250.0, 818.0, 1152.0, 36.0], shoonya_0sOC5JCOWD0MLL, 5686488]
[paragraph, [250.0, 854.0, 1152.0, 36.0], shoonya_0sOC5JCOWD0MLL, 5686488]
[paragraph, [250.0, 890.0, 1152.0, 36.0], shoonya_0sOC5JCOWD0MLL, 5686488]
[paragraph, [250.0, 926.0, 1152.0, 36.0], shoonya_0sOC5JCOWD0MLL, 5686488]
[paragraph, [250.0, 962.0, 1152.0, 36.0], shoonya_0sOC5JCOWD0MLL, 5686488]
[paragraph, [250.0, 998.0, 1152.0, 36.0], shoonya_0sOC5JCOWD0MLL, 5686488]
[paragraph, [250.0, 1034.0, 1152.0, 36.0], shoonya_0sOC5JCOWD0MLL, 5686488]
[paragraph, [250.0, 1070.0, 1152.0, 36.0], shoonya_0sOC5JCOWD0MLL, 5686488]
[paragraph, [250.0, 1106.0, 1152.0, 36.0], shoonya_0sOC5JCOWD0MLL, 5686488]
[paragraph, [250.0, 1174.0, 1153.0, 36.0], shoonya_1s6V9KTY7YFI5X, 5686488]
[paragraph, [250.0, 1210.0, 1153.0, 36.0], shoonya_1s6V9KTY7YFI5X, 5686488]
[paragraph, [250.0, 1246.0, 1153.0, 36.0], shoonya_1s6V9KTY7YFI5X, 5686488]
[paragraph, [250.0, 1282.0, 1153.0, 36.0], shoonya_1s6V9KTY7YFI5X, 5686488]
[paragraph, [250.0, 1318.0, 1153.0, 36.0], shoonya_1s6V9KTY7YFI5X, 5686488]
[paragraph, [250.0, 1354.0, 1153.0, 36.0], shoonya_1s6V9KTY7YFI5X, 5686488]
[paragraph, [250.0, 1390.0, 1153.0, 36.0], shoonya_1s6V9KTY7YFI5X, 5686488]
[paragraph, [250.0, 1426.0, 1153.0, 36.0], shoonya_1s6V9KTY7YFI5X, 5686488]
[paragraph, [250.0, 1462.0, 1153.0, 36.0], shoonya_1s6V9KTY7YFI5X, 5686488]
[paragraph, [250.0, 1498.0, 1153.0, 36.0], shoonya_1s6V9KTY7YFI5X, 5686488]
[paragraph, [250.0, 1534.0, 1153.0, 36.0], shoonya_1s6V9KTY7YFI5X, 5686488]
[paragraph, [250.0, 1570.0, 1153.0, 36.0], shoonya_1s6V9KTY7YFI5X, 5686488]
[paragraph, [250.0, 1606.0, 1153.0, 36.0], shoonya_1s6V9KTY7YFI5X, 5686488]
[paragraph, [250.0, 1642.0, 1153.0, 36.0], shoonya_1s6V9KTY7YFI5X, 5686488]
[paragraph, [250.0, 1678.0, 1153.0, 36.0], shoonya_1s6V9KTY7YFI5X, 5686488]
[paragraph, [250.0, 1714.0, 1153.0, 36.0], shoonya_1s6V9KTY7YFI5X, 5686488]
[paragraph, [250.0, 1750.0, 1153.0, 36.0], shoonya_1s6V9KTY7YFI5X, 5686488]
[paragraph, [250.0, 1786.0, 1153.0, 36.0], shoonya_1s6V9KTY7YFI5X, 5686488]
[paragraph, [250.0, 1822.0, 1153.0, 36.0], shoonya_1s6V9KTY7YFI5X, 5686488]
[paragraph, [250.0, 1858.0, 1153.0, 36.0], shoonya_1s6V9KTY7YFI5X, 5686488]
[paragraph, [250.0, 1894.0, 1153.0, 36.0], shoonya_1s6V9KTY7YFI5X, 5686488]
[paragraph, [250.0, 1930.0, 1153.0, 36.0], shoonya_1s6V9KTY7YFI5X, 5686488]
[paragraph, [250.0, 1966.0, 1153.0, 36.0], shoonya_1s6V9KTY7YFI5X, 5686488]
[paragraph, [250.0, 2002.0, 1153.0, 36.0], shoonya_1s6V9KTY7YFI5X, 5686488]
[paragraph, [250.0, 2038.0, 1153.0, 36.0], shoonya_1s6V9KTY7YFI5X, 5686488]
