[1300, 827]
[paragraph, [59.0, 76.0, 703.0, 18.0], shoonya_0sAETJJRV3F7NH, 6471537]
[paragraph, [59.0, 94.0, 703.0, 18.0], shoonya_0sAETJJRV3F7NH, 6471537]
[paragraph, [59.0, 112.0, 703.0, 18.0], shoonya_0sAETJJRV3F7NH, 6471537]
[paragraph, [59.0, 130.0, 703.0, 18.0], shoonya_0sAETJJRV3F7NH, 6471537]
[paragraph, [59.0, 148.0, 703.0, 18.0], shoonya_0sAETJJRV3F7NH, 6471537]
[paragraph, [59.0, 166.0, 703.0, 18.0], shoonya_0sAETJJRV3F7NH, 6471537]
[paragraph, [59.0, 184.0, 703.0, 18.0], shoonya_0sAETJJRV3F7NH, 6471537]
[paragraph, [59.0, 202.0, 703.0, 18.0], shoonya_0sAETJJRV3F7NH, 6471537]
[paragraph, [59.0, 220.0, 703.0, 18.0], shoonya_0sAETJJRV3F7NH, 6471537]
[paragraph, [59.0, 238.0, 703.0, 18.0], shoonya_0sAETJJRV3F7NH, 6471537]
[paragraph, [59.0, 256.0, 703.0, 18.0], shoonya_0sAETJJRV3F7NH, 6471537]
[paragraph, [59.0, 274.0, 703.0, 18.0], shoonya_0sAETJJRV3F7NH, 6471537]
[paragraph, [59.0, 292.0, 703.0, 18.0], shoonya_0sAETJJRV3F7NH, 6471537]
[paragraph, [59.0, 310.0, 703.0, 18.0], shoonya_0sAETJJRV3F7NH, 6471537]
[paragraph, [59.0, 328.0, 703.0, 18.0], shoonya_0sAETJJRV3F7NH, 6471537]
[paragraph, [61.0, 358.0, 702.0, 18.0], shoonya_1sBUJQ1KF5BFES, 6471537]
[paragraph, [61.0, 376.0, 702.0, 18.0], shoonya_1sBUJQ1KF5BFES, 6471537]
[paragraph, [61.0, 394.0, 702.0, 18.0], shoonya_1sBUJQ1KF5BFES, 6471537]
[paragraph, [61.0, 412.0, 702.0, 18.0], shoonya_1sBUJQ1KF5BFES, 6471537]
[paragraph, [61.0, 430.0, 702.0, 18.0], shoonya_1sBUJQ1KF5BFES, 6471537]
[contact-info, [542.0, 447.0, 220.0, 18.0], shoonya_7s96CXE7NTCET5, 6471537]
[section-title, [60.0, 527.0, 81.0, 30.0], G2gA_ihlYc, 6471537]
[headline, [179.0, 570.0, 463.0, 25.5], shoonya_3sLBPJU2XM43ZB, 6471537]
[headline, [179.0, 595.5, 463.0, 25.5], shoonya_3sLBPJU2XM43ZB, 6471537]
[author, [570.0, 630.0, 192.0, 18.0], shoonya_8sAID0TJR3L0R2, 6471537]
[author, [570.0, 648.0, 192.0, 18.0], shoonya_8sAID0TJR3L0R2, 6471537]
[author, [570.0, 666.0, 192.0, 18.0], shoonya_8sAID0TJR3L0R2, 6471537]
[paragraph, [59.0, 736.0, 265.0, 18.0], shoonya_4sS6WX4CPTD2G9, 6471537]
[paragraph, [59.0, 754.0, 265.0, 18.0], shoonya_4sS6WX4CPTD2G9, 6471537]
[paragraph, [59.0, 772.0, 265.0, 18.0], shoonya_4sS6WX4CPTD2G9, 6471537]
[paragraph, [59.0, 790.0, 265.0, 18.0], shoonya_4sS6WX4CPTD2G9, 6471537]
[paragraph, [61.0, 826.0, 272.0, 18.0], shoonya_6sLRN7HVYN735D, 6471537]
[paragraph, [61.0, 844.0, 272.0, 18.0], shoonya_6sLRN7HVYN735D, 6471537]
[paragraph, [61.0, 862.0, 272.0, 18.0], shoonya_6sLRN7HVYN735D, 6471537]
[paragraph, [64.0, 916.0, 251.0, 18.0], shoonya_5sG2DSJI45U0N4, 6471537]
[paragraph, [64.0, 934.0, 251.0, 18.0], shoonya_5sG2DSJI45U0N4, 6471537]
[paragraph, [64.0, 952.0, 251.0, 18.0], shoonya_5sG2DSJI45U0N4, 6471537]
[paragraph, [57.0, 1011.0, 257.0, 18.0], 5TfSn_WwkM, 6471537]
[paragraph, [57.0, 1029.0, 257.0, 18.0], 5TfSn_WwkM, 6471537]
[paragraph, [57.0, 1047.0, 257.0, 18.0], 5TfSn_WwkM, 6471537]
[paragraph, [63.0, 1102.0, 262.0, 18.0], Ke29OX-IYl, 6471537]
[paragraph, [63.0, 1120.0, 262.0, 18.0], Ke29OX-IYl, 6471537]
[paragraph, [63.0, 1138.0, 262.0, 18.0], Ke29OX-IYl, 6471537]
[contact-info, [535.0, 1153.0, 231.0, 18.0], b7O4XrABrA, 6471537]
[folio, [540.0, 1220.0, 67.0, 18.0], gYNwaTVq_m, 6471537]
