[872, 605]
[folio, [36.0, 30.0, 85.0, 18.0], shoonya_1sC0SFET1TMKVJ, 6457086]
[paragraph, [41.0, 73.0, 259.0, 18.0], shoonya_4sCNT3U4SCFT7E, 6457086]
[paragraph, [41.0, 91.0, 259.0, 18.0], shoonya_4sCNT3U4SCFT7E, 6457086]
[paragraph, [41.0, 109.0, 259.0, 18.0], shoonya_4sCNT3U4SCFT7E, 6457086]
[paragraph, [41.0, 127.0, 259.0, 18.0], shoonya_4sCNT3U4SCFT7E, 6457086]
[paragraph, [41.0, 145.0, 259.0, 18.0], shoonya_4sCNT3U4SCFT7E, 6457086]
[paragraph, [41.0, 163.0, 259.0, 18.0], shoonya_4sCNT3U4SCFT7E, 6457086]
[paragraph, [41.0, 181.0, 259.0, 18.0], shoonya_4sCNT3U4SCFT7E, 6457086]
[paragraph, [41.0, 199.0, 259.0, 18.0], shoonya_4sCNT3U4SCFT7E, 6457086]
[paragraph, [41.0, 217.0, 259.0, 18.0], shoonya_4sCNT3U4SCFT7E, 6457086]
[paragraph, [41.0, 235.0, 259.0, 18.0], shoonya_4sCNT3U4SCFT7E, 6457086]
[paragraph, [41.0, 253.0, 259.0, 18.0], shoonya_4sCNT3U4SCFT7E, 6457086]
[paragraph, [41.0, 271.0, 259.0, 18.0], shoonya_4sCNT3U4SCFT7E, 6457086]
[paragraph, [41.0, 289.0, 259.0, 18.0], shoonya_4sCNT3U4SCFT7E, 6457086]
[paragraph, [41.0, 307.0, 259.0, 18.0], shoonya_4sCNT3U4SCFT7E, 6457086]
[paragraph, [41.0, 325.0, 259.0, 18.0], shoonya_4sCNT3U4SCFT7E, 6457086]
[paragraph, [303.0, 73.0, 256.0, 18.0], UNezNqa6qC, 6457086]
[paragraph, [303.0, 91.0, 256.0, 18.0], UNezNqa6qC, 6457086]
[paragraph, [303.0, 109.0, 256.0, 18.0], UNezNqa6qC, 6457086]
[paragraph, [305.0, 130.0, 252.0, 18.0], YZNRwtZA5y, 6457086]
[paragraph, [305.0, 148.0, 252.0, 18.0], YZNRwtZA5y, 6457086]
[paragraph, [300.0, 187.0, 148.0, 18.0], wec6mTkU4m, 6457086]
[paragraph, [313.0, 208.0, 156.0, 18.0], 8-JAo9FPsx, 6457086]
[paragraph, [306.0, 229.0, 252.0, 18.0], t8ioLphj5s, 6457086]
[paragraph, [306.0, 247.0, 252.0, 18.0], t8ioLphj5s, 6457086]
[paragraph, [306.0, 265.0, 252.0, 18.0], t8ioLphj5s, 6457086]
[paragraph, [306.0, 283.0, 252.0, 18.0], t8ioLphj5s, 6457086]
[paragraph, [306.0, 301.0, 252.0, 18.0], t8ioLphj5s, 6457086]
[paragraph, [426.0, 319.0, 136.0, 18.0], TJ3Fkno2C5, 6457086]
[paragraph, [302.0, 341.0, 266.0, 18.0], meQAW3cp0e, 6457086]
[paragraph, [302.0, 359.0, 266.0, 18.0], meQAW3cp0e, 6457086]
[paragraph, [302.0, 377.0, 266.0, 18.0], meQAW3cp0e, 6457086]
[paragraph, [41.0, 356.0, 259.0, 18.0], shoonya_0sF9J47GRZTMXK, 6457086]
[paragraph, [41.0, 374.0, 259.0, 18.0], shoonya_0sF9J47GRZTMXK, 6457086]
[paragraph, [41.0, 392.0, 259.0, 18.0], shoonya_0sF9J47GRZTMXK, 6457086]
[paragraph, [41.0, 410.0, 259.0, 18.0], shoonya_0sF9J47GRZTMXK, 6457086]
[paragraph, [41.0, 428.0, 259.0, 18.0], shoonya_0sF9J47GRZTMXK, 6457086]
[paragraph, [41.0, 446.0, 259.0, 18.0], shoonya_0sF9J47GRZTMXK, 6457086]
[paragraph, [41.0, 464.0, 259.0, 18.0], shoonya_0sF9J47GRZTMXK, 6457086]
[paragraph, [41.0, 482.0, 259.0, 18.0], shoonya_0sF9J47GRZTMXK, 6457086]
[paragraph, [306.0, 412.0, 263.0, 18.0], Y0nyc1BFxP, 6457086]
[paragraph, [306.0, 430.0, 263.0, 18.0], Y0nyc1BFxP, 6457086]
[paragraph, [305.0, 449.0, 252.0, 18.0], XyrW4reFUh, 6457086]
[paragraph, [305.0, 467.0, 252.0, 18.0], XyrW4reFUh, 6457086]
[paragraph, [303.0, 483.0, 248.0, 18.0], 8hXQ8t65Kv, 6457086]
[paragraph, [303.0, 501.0, 248.0, 18.0], 8hXQ8t65Kv, 6457086]
[paragraph, [40.0, 513.0, 247.0, 18.0], EuDP8BhAbf, 6457086]
[paragraph, [40.0, 531.0, 247.0, 18.0], EuDP8BhAbf, 6457086]
[paragraph, [306.0, 520.0, 249.0, 18.0], hZaBFIW5Ap, 6457086]
[paragraph, [306.0, 538.0, 249.0, 18.0], hZaBFIW5Ap, 6457086]
[paragraph, [42.0, 556.0, 261.0, 18.0], shoonya_3sC44W0K1VFPY2, 6457086]
[paragraph, [42.0, 574.0, 261.0, 18.0], shoonya_3sC44W0K1VFPY2, 6457086]
[paragraph, [305.0, 556.0, 262.0, 18.0], _FEyJG2Mtp, 6457086]
[paragraph, [305.0, 574.0, 262.0, 18.0], _FEyJG2Mtp, 6457086]
[paragraph, [307.0, 593.0, 226.0, 18.0], 1Em0yFDkK5, 6457086]
[paragraph, [40.0, 596.0, 265.0, 18.0], dAtW7uzTUN, 6457086]
[paragraph, [40.0, 614.0, 265.0, 18.0], dAtW7uzTUN, 6457086]
[paragraph, [40.0, 632.0, 265.0, 18.0], dAtW7uzTUN, 6457086]
[paragraph, [313.0, 615.0, 246.0, 18.0], _16-KVFQls, 6457086]
[reference, [303.0, 644.0, 259.0, 18.0], Gtz0EW6bYh, 6457086]
[reference, [303.0, 662.0, 259.0, 18.0], Gtz0EW6bYh, 6457086]
[reference, [303.0, 680.0, 259.0, 18.0], Gtz0EW6bYh, 6457086]
[reference, [303.0, 698.0, 259.0, 18.0], Gtz0EW6bYh, 6457086]
[reference, [303.0, 716.0, 259.0, 18.0], Gtz0EW6bYh, 6457086]
[reference, [303.0, 734.0, 259.0, 18.0], Gtz0EW6bYh, 6457086]
[reference, [303.0, 752.0, 259.0, 18.0], Gtz0EW6bYh, 6457086]
[reference, [303.0, 770.0, 259.0, 18.0], Gtz0EW6bYh, 6457086]
[reference, [303.0, 788.0, 259.0, 18.0], Gtz0EW6bYh, 6457086]
[reference, [303.0, 806.0, 259.0, 18.0], Gtz0EW6bYh, 6457086]
[reference, [39.0, 657.0, 263.0, 18.0], jSqyzOq84o, 6457086]
[reference, [39.0, 675.0, 263.0, 18.0], jSqyzOq84o, 6457086]
[reference, [39.0, 693.0, 263.0, 18.0], jSqyzOq84o, 6457086]
[reference, [39.0, 711.0, 263.0, 18.0], jSqyzOq84o, 6457086]
[reference, [39.0, 729.0, 263.0, 18.0], jSqyzOq84o, 6457086]
[reference, [39.0, 747.0, 263.0, 18.0], jSqyzOq84o, 6457086]
[reference, [39.0, 765.0, 263.0, 18.0], jSqyzOq84o, 6457086]
[reference, [39.0, 783.0, 263.0, 18.0], jSqyzOq84o, 6457086]
[reference, [39.0, 801.0, 263.0, 18.0], jSqyzOq84o, 6457086]
[reference, [39.0, 819.0, 263.0, 18.0], jSqyzOq84o, 6457086]
