[1650, 1275]
[chapter-title, [103.0, 23.0, 262.0, 58.5], shoonya_0sEV40SURCKU96, 5774867]
[section-title, [103.0, 130.0, 272.0, 49.5], DORxuJ4iE8, 5774867]
[unordered-list, [114.0, 216.0, 1005.0, 36.0], WmFj4CE8Gv, 5774867]
[unordered-list, [114.0, 252.0, 1005.0, 36.0], WmFj4CE8Gv, 5774867]
[unordered-list, [114.0, 288.0, 1005.0, 36.0], WmFj4CE8Gv, 5774867]
[unordered-list, [114.0, 324.0, 1005.0, 36.0], WmFj4CE8Gv, 5774867]
[unordered-list, [114.0, 360.0, 1005.0, 36.0], WmFj4CE8Gv, 5774867]
[unordered-list, [114.0, 396.0, 1005.0, 36.0], WmFj4CE8Gv, 5774867]
[unordered-list, [114.0, 432.0, 1005.0, 36.0], WmFj4CE8Gv, 5774867]
[unordered-list, [114.0, 468.0, 1005.0, 36.0], WmFj4CE8Gv, 5774867]
[unordered-list, [114.0, 504.0, 1005.0, 36.0], WmFj4CE8Gv, 5774867]
[unordered-list, [114.0, 540.0, 1005.0, 36.0], WmFj4CE8Gv, 5774867]
[unordered-list, [114.0, 576.0, 1005.0, 36.0], WmFj4CE8Gv, 5774867]
[unordered-list, [114.0, 612.0, 1005.0, 36.0], WmFj4CE8Gv, 5774867]
[unordered-list, [114.0, 648.0, 1005.0, 36.0], WmFj4CE8Gv, 5774867]
[unordered-list, [114.0, 684.0, 1005.0, 36.0], WmFj4CE8Gv, 5774867]
[unordered-list, [114.0, 720.0, 1005.0, 36.0], WmFj4CE8Gv, 5774867]
[unordered-list, [114.0, 756.0, 1005.0, 36.0], WmFj4CE8Gv, 5774867]
[unordered-list, [114.0, 792.0, 1005.0, 36.0], WmFj4CE8Gv, 5774867]
[unordered-list, [114.0, 828.0, 1005.0, 36.0], WmFj4CE8Gv, 5774867]
[unordered-list, [114.0, 864.0, 1005.0, 36.0], WmFj4CE8Gv, 5774867]
[unordered-list, [114.0, 900.0, 1005.0, 36.0], WmFj4CE8Gv, 5774867]
[unordered-list, [114.0, 936.0, 1005.0, 36.0], WmFj4CE8Gv, 5774867]
[unordered-list, [114.0, 972.0, 1005.0, 36.0], WmFj4CE8Gv, 5774867]
[unordered-list, [114.0, 1008.0, 1005.0, 36.0], WmFj4CE8Gv, 5774867]
[unordered-list, [114.0, 1044.0, 1005.0, 36.0], WmFj4CE8Gv, 5774867]
[unordered-list, [114.0, 1080.0, 1005.0, 36.0], WmFj4CE8Gv, 5774867]
[unordered-list, [114.0, 1116.0, 1005.0, 36.0], WmFj4CE8Gv, 5774867]
[unordered-list, [114.0, 1152.0, 1005.0, 36.0], WmFj4CE8Gv, 5774867]
[unordered-list, [114.0, 1188.0, 1005.0, 36.0], WmFj4CE8Gv, 5774867]
[unordered-list, [114.0, 1224.0, 1005.0, 36.0], WmFj4CE8Gv, 5774867]
[unordered-list, [114.0, 1260.0, 1005.0, 36.0], WmFj4CE8Gv, 5774867]
[unordered-list, [114.0, 1296.0, 1005.0, 36.0], WmFj4CE8Gv, 5774867]
[section-title, [95.0, 1351.0, 270.0, 49.5], Sf53KJlFcU, 5774867]
[sub-section-title, [135.0, 1405.0, 613.0, 36.0], KAJUAYebbz, 5774867]
[unordered-list, [141.0, 1452.0, 976.0, 36.0], jkKPqnxt3o, 5774867]
