[2339, 1656]
[paragraph, [275.0, 182.0, 698.0, 36.0], Xkhl0DyWqn, 5752401]
[paragraph, [275.0, 218.0, 698.0, 36.0], Xkhl0DyWqn, 5752401]
[paragraph, [275.0, 254.0, 698.0, 36.0], Xkhl0DyWqn, 5752401]
[paragraph, [275.0, 290.0, 698.0, 36.0], Xkhl0DyWqn, 5752401]
[paragraph, [275.0, 326.0, 698.0, 36.0], Xkhl0DyWqn, 5752401]
[paragraph, [275.0, 362.0, 698.0, 36.0], Xkhl0DyWqn, 5752401]
[paragraph, [275.0, 398.0, 698.0, 36.0], Xkhl0DyWqn, 5752401]
[paragraph, [275.0, 434.0, 698.0, 36.0], Xkhl0DyWqn, 5752401]
[paragraph, [275.0, 470.0, 698.0, 36.0], Xkhl0DyWqn, 5752401]
[paragraph, [275.0, 506.0, 698.0, 36.0], Xkhl0DyWqn, 5752401]
[paragraph, [275.0, 542.0, 698.0, 36.0], Xkhl0DyWqn, 5752401]
[paragraph, [275.0, 578.0, 698.0, 36.0], Xkhl0DyWqn, 5752401]
[paragraph, [275.0, 614.0, 698.0, 36.0], Xkhl0DyWqn, 5752401]
[paragraph, [275.0, 650.0, 698.0, 36.0], Xkhl0DyWqn, 5752401]
[paragraph, [275.0, 686.0, 698.0, 36.0], Xkhl0DyWqn, 5752401]
[paragraph, [275.0, 722.0, 698.0, 36.0], Xkhl0DyWqn, 5752401]
[paragraph, [275.0, 758.0, 698.0, 36.0], Xkhl0DyWqn, 5752401]
[paragraph, [275.0, 794.0, 698.0, 36.0], Xkhl0DyWqn, 5752401]
[paragraph, [275.0, 830.0, 698.0, 36.0], Xkhl0DyWqn, 5752401]
[paragraph, [275.0, 866.0, 698.0, 36.0], Xkhl0DyWqn, 5752401]
[paragraph, [275.0, 902.0, 698.0, 36.0], Xkhl0DyWqn, 5752401]
[paragraph, [275.0, 938.0, 698.0, 36.0], Xkhl0DyWqn, 5752401]
[paragraph, [275.0, 974.0, 698.0, 36.0], Xkhl0DyWqn, 5752401]
[paragraph, [290.0, 1134.0, 725.0, 36.0], shoonya_0sNOXOMKP9RAJX, 5752401]
[paragraph, [290.0, 1170.0, 725.0, 36.0], shoonya_0sNOXOMKP9RAJX, 5752401]
[paragraph, [290.0, 1206.0, 725.0, 36.0], shoonya_0sNOXOMKP9RAJX, 5752401]
[paragraph, [290.0, 1242.0, 725.0, 36.0], shoonya_0sNOXOMKP9RAJX, 5752401]
[paragraph, [290.0, 1278.0, 725.0, 36.0], shoonya_0sNOXOMKP9RAJX, 5752401]
[paragraph, [290.0, 1314.0, 725.0, 36.0], shoonya_0sNOXOMKP9RAJX, 5752401]
[paragraph, [290.0, 1350.0, 725.0, 36.0], shoonya_0sNOXOMKP9RAJX, 5752401]
[paragraph, [290.0, 1386.0, 725.0, 36.0], shoonya_0sNOXOMKP9RAJX, 5752401]
[paragraph, [290.0, 1422.0, 725.0, 36.0], shoonya_0sNOXOMKP9RAJX, 5752401]
[paragraph, [290.0, 1458.0, 725.0, 36.0], shoonya_0sNOXOMKP9RAJX, 5752401]
[paragraph, [290.0, 1494.0, 725.0, 36.0], shoonya_0sNOXOMKP9RAJX, 5752401]
[paragraph, [290.0, 1530.0, 725.0, 36.0], shoonya_0sNOXOMKP9RAJX, 5752401]
[paragraph, [290.0, 1566.0, 725.0, 36.0], shoonya_0sNOXOMKP9RAJX, 5752401]
[paragraph, [290.0, 1602.0, 725.0, 36.0], shoonya_0sNOXOMKP9RAJX, 5752401]
[paragraph, [290.0, 1638.0, 725.0, 36.0], shoonya_0sNOXOMKP9RAJX, 5752401]
[paragraph, [290.0, 1674.0, 725.0, 36.0], shoonya_0sNOXOMKP9RAJX, 5752401]
[paragraph, [290.0, 1710.0, 725.0, 36.0], shoonya_0sNOXOMKP9RAJX, 5752401]
[paragraph, [290.0, 1746.0, 725.0, 36.0], shoonya_0sNOXOMKP9RAJX, 5752401]
[paragraph, [290.0, 1782.0, 725.0, 36.0], shoonya_0sNOXOMKP9RAJX, 5752401]
[paragraph, [290.0, 1818.0, 725.0, 36.0], shoonya_0sNOXOMKP9RAJX, 5752401]
[paragraph, [290.0, 1854.0, 725.0, 36.0], shoonya_0sNOXOMKP9RAJX, 5752401]
[paragraph, [290.0, 1890.0, 725.0, 36.0], shoonya_0sNOXOMKP9RAJX, 5752401]
[paragraph, [290.0, 1926.0, 725.0, 36.0], shoonya_0sNOXOMKP9RAJX, 5752401]
[paragraph, [290.0, 1962.0, 725.0, 36.0], shoonya_0sNOXOMKP9RAJX, 5752401]
[paragraph, [290.0, 1998.0, 725.0, 36.0], shoonya_0sNOXOMKP9RAJX, 5752401]
[folio, [1121.0, 2175.0, 511.0, 36.0], cUew8gxdWy, 5752401]
