[1625, 1211]
[headline, [74.0, 98.0, 672.0, 37.5], qcKbU32hXR, 5742744]
[paragraph, [793.0, 106.0, 343.0, 36.0], Tl2Jab3knf, 5742744]
[paragraph, [793.0, 142.0, 343.0, 36.0], Tl2Jab3knf, 5742744]
[paragraph, [793.0, 178.0, 343.0, 36.0], Tl2Jab3knf, 5742744]
[paragraph, [793.0, 214.0, 343.0, 36.0], Tl2Jab3knf, 5742744]
[paragraph, [793.0, 250.0, 343.0, 36.0], Tl2Jab3knf, 5742744]
[paragraph, [793.0, 286.0, 343.0, 36.0], Tl2Jab3knf, 5742744]
[paragraph, [793.0, 322.0, 343.0, 36.0], Tl2Jab3knf, 5742744]
[author, [157.0, 169.0, 510.0, 36.0], U2Uf-1XH0n, 5742744]
[paragraph, [80.0, 249.0, 349.0, 36.0], shoonya_4sUV5CF2OONMFE, 5742744]
[paragraph, [80.0, 285.0, 349.0, 36.0], shoonya_4sUV5CF2OONMFE, 5742744]
[paragraph, [80.0, 321.0, 349.0, 36.0], shoonya_4sUV5CF2OONMFE, 5742744]
[paragraph, [80.0, 357.0, 349.0, 36.0], shoonya_4sUV5CF2OONMFE, 5742744]
[paragraph, [80.0, 393.0, 349.0, 36.0], shoonya_4sUV5CF2OONMFE, 5742744]
[paragraph, [80.0, 429.0, 349.0, 36.0], shoonya_4sUV5CF2OONMFE, 5742744]
[paragraph, [80.0, 465.0, 349.0, 36.0], shoonya_4sUV5CF2OONMFE, 5742744]
[paragraph, [80.0, 501.0, 349.0, 36.0], shoonya_4sUV5CF2OONMFE, 5742744]
[paragraph, [80.0, 537.0, 349.0, 36.0], shoonya_4sUV5CF2OONMFE, 5742744]
[paragraph, [80.0, 573.0, 349.0, 36.0], shoonya_4sUV5CF2OONMFE, 5742744]
[paragraph, [80.0, 609.0, 349.0, 36.0], shoonya_4sUV5CF2OONMFE, 5742744]
[paragraph, [80.0, 645.0, 349.0, 36.0], shoonya_4sUV5CF2OONMFE, 5742744]
[paragraph, [80.0, 681.0, 349.0, 36.0], shoonya_4sUV5CF2OONMFE, 5742744]
[paragraph, [80.0, 717.0, 349.0, 36.0], shoonya_4sUV5CF2OONMFE, 5742744]
[paragraph, [80.0, 753.0, 349.0, 36.0], shoonya_4sUV5CF2OONMFE, 5742744]
[paragraph, [80.0, 789.0, 349.0, 36.0], shoonya_4sUV5CF2OONMFE, 5742744]
[paragraph, [80.0, 825.0, 349.0, 36.0], shoonya_4sUV5CF2OONMFE, 5742744]
[paragraph, [80.0, 861.0, 349.0, 36.0], shoonya_4sUV5CF2OONMFE, 5742744]
[paragraph, [80.0, 897.0, 349.0, 36.0], shoonya_4sUV5CF2OONMFE, 5742744]
[paragraph, [80.0, 933.0, 349.0, 36.0], shoonya_4sUV5CF2OONMFE, 5742744]
[paragraph, [80.0, 969.0, 349.0, 36.0], shoonya_4sUV5CF2OONMFE, 5742744]
[paragraph, [80.0, 1005.0, 349.0, 36.0], shoonya_4sUV5CF2OONMFE, 5742744]
[paragraph, [80.0, 1041.0, 349.0, 36.0], shoonya_4sUV5CF2OONMFE, 5742744]
[paragraph, [80.0, 1077.0, 349.0, 36.0], shoonya_4sUV5CF2OONMFE, 5742744]
[paragraph, [438.0, 271.0, 346.0, 36.0], 60cWmSM7JT, 5742744]
[paragraph, [438.0, 307.0, 346.0, 36.0], 60cWmSM7JT, 5742744]
[paragraph, [438.0, 343.0, 346.0, 36.0], 60cWmSM7JT, 5742744]
[paragraph, [438.0, 379.0, 346.0, 36.0], 60cWmSM7JT, 5742744]
[paragraph, [438.0, 415.0, 346.0, 36.0], 60cWmSM7JT, 5742744]
[paragraph, [438.0, 451.0, 346.0, 36.0], 60cWmSM7JT, 5742744]
[paragraph, [438.0, 487.0, 346.0, 36.0], 60cWmSM7JT, 5742744]
[paragraph, [438.0, 523.0, 346.0, 36.0], 60cWmSM7JT, 5742744]
[paragraph, [438.0, 559.0, 346.0, 36.0], 60cWmSM7JT, 5742744]
[paragraph, [438.0, 595.0, 346.0, 36.0], 60cWmSM7JT, 5742744]
[paragraph, [794.0, 392.0, 336.0, 36.0], shoonya_0s2LTCUOPHH867, 5742744]
[paragraph, [794.0, 428.0, 336.0, 36.0], shoonya_0s2LTCUOPHH867, 5742744]
[paragraph, [794.0, 464.0, 336.0, 36.0], shoonya_0s2LTCUOPHH867, 5742744]
[paragraph, [794.0, 500.0, 336.0, 36.0], shoonya_0s2LTCUOPHH867, 5742744]
[paragraph, [794.0, 536.0, 336.0, 36.0], shoonya_0s2LTCUOPHH867, 5742744]
[paragraph, [794.0, 572.0, 336.0, 36.0], shoonya_0s2LTCUOPHH867, 5742744]
[paragraph, [794.0, 608.0, 336.0, 36.0], shoonya_0s2LTCUOPHH867, 5742744]
[paragraph, [794.0, 644.0, 336.0, 36.0], shoonya_0s2LTCUOPHH867, 5742744]
[paragraph, [794.0, 680.0, 336.0, 36.0], shoonya_0s2LTCUOPHH867, 5742744]
[paragraph, [794.0, 716.0, 336.0, 36.0], shoonya_0s2LTCUOPHH867, 5742744]
[paragraph, [794.0, 752.0, 336.0, 36.0], shoonya_0s2LTCUOPHH867, 5742744]
[paragraph, [794.0, 788.0, 336.0, 36.0], shoonya_0s2LTCUOPHH867, 5742744]
[paragraph, [794.0, 824.0, 336.0, 36.0], shoonya_0s2LTCUOPHH867, 5742744]
[paragraph, [794.0, 860.0, 336.0, 36.0], shoonya_0s2LTCUOPHH867, 5742744]
[paragraph, [440.0, 667.0, 343.0, 36.0], PW4LnqkLc0, 5742744]
[paragraph, [440.0, 703.0, 343.0, 36.0], PW4LnqkLc0, 5742744]
[paragraph, [440.0, 739.0, 343.0, 36.0], PW4LnqkLc0, 5742744]
[paragraph, [440.0, 775.0, 343.0, 36.0], PW4LnqkLc0, 5742744]
[paragraph, [444.0, 866.0, 339.0, 36.0], shoonya_3sOEZ9BBQ0GOSR, 5742744]
[paragraph, [444.0, 902.0, 339.0, 36.0], shoonya_3sOEZ9BBQ0GOSR, 5742744]
[paragraph, [444.0, 938.0, 339.0, 36.0], shoonya_3sOEZ9BBQ0GOSR, 5742744]
[paragraph, [444.0, 974.0, 339.0, 36.0], shoonya_3sOEZ9BBQ0GOSR, 5742744]
[paragraph, [444.0, 1010.0, 339.0, 36.0], shoonya_3sOEZ9BBQ0GOSR, 5742744]
[paragraph, [444.0, 1046.0, 339.0, 36.0], shoonya_3sOEZ9BBQ0GOSR, 5742744]
[paragraph, [444.0, 1082.0, 339.0, 36.0], shoonya_3sOEZ9BBQ0GOSR, 5742744]
[paragraph, [444.0, 1118.0, 339.0, 36.0], shoonya_3sOEZ9BBQ0GOSR, 5742744]
[paragraph, [444.0, 1154.0, 339.0, 36.0], shoonya_3sOEZ9BBQ0GOSR, 5742744]
[paragraph, [444.0, 1190.0, 339.0, 36.0], shoonya_3sOEZ9BBQ0GOSR, 5742744]
[paragraph, [444.0, 1226.0, 339.0, 36.0], shoonya_3sOEZ9BBQ0GOSR, 5742744]
[paragraph, [444.0, 1262.0, 339.0, 36.0], shoonya_3sOEZ9BBQ0GOSR, 5742744]
[paragraph, [444.0, 1298.0, 339.0, 36.0], shoonya_3sOEZ9BBQ0GOSR, 5742744]
[paragraph, [444.0, 1334.0, 339.0, 36.0], shoonya_3sOEZ9BBQ0GOSR, 5742744]
[paragraph, [444.0, 1370.0, 339.0, 36.0], shoonya_3sOEZ9BBQ0GOSR, 5742744]
[paragraph, [444.0, 1406.0, 339.0, 36.0], shoonya_3sOEZ9BBQ0GOSR, 5742744]
[paragraph, [444.0, 1442.0, 339.0, 36.0], shoonya_3sOEZ9BBQ0GOSR, 5742744]
[paragraph, [793.0, 921.0, 345.0, 36.0], shoonya_1sH20UFSKEXGOH, 5742744]
[paragraph, [793.0, 957.0, 345.0, 36.0], shoonya_1sH20UFSKEXGOH, 5742744]
[paragraph, [793.0, 993.0, 345.0, 36.0], shoonya_1sH20UFSKEXGOH, 5742744]
[paragraph, [793.0, 1029.0, 345.0, 36.0], shoonya_1sH20UFSKEXGOH, 5742744]
[paragraph, [793.0, 1065.0, 345.0, 36.0], shoonya_1sH20UFSKEXGOH, 5742744]
[paragraph, [793.0, 1101.0, 345.0, 36.0], shoonya_1sH20UFSKEXGOH, 5742744]
[paragraph, [793.0, 1137.0, 345.0, 36.0], shoonya_1sH20UFSKEXGOH, 5742744]
[paragraph, [793.0, 1173.0, 345.0, 36.0], shoonya_1sH20UFSKEXGOH, 5742744]
[paragraph, [793.0, 1209.0, 345.0, 36.0], shoonya_1sH20UFSKEXGOH, 5742744]
[paragraph, [793.0, 1245.0, 345.0, 36.0], shoonya_1sH20UFSKEXGOH, 5742744]
[paragraph, [793.0, 1281.0, 345.0, 36.0], shoonya_1sH20UFSKEXGOH, 5742744]
[paragraph, [793.0, 1317.0, 345.0, 36.0], shoonya_1sH20UFSKEXGOH, 5742744]
[paragraph, [86.0, 1138.0, 349.0, 36.0], H99oW5hOGS, 5742744]
[paragraph, [86.0, 1174.0, 349.0, 36.0], H99oW5hOGS, 5742744]
[paragraph, [86.0, 1210.0, 349.0, 36.0], H99oW5hOGS, 5742744]
[paragraph, [86.0, 1246.0, 349.0, 36.0], H99oW5hOGS, 5742744]
[paragraph, [86.0, 1282.0, 349.0, 36.0], H99oW5hOGS, 5742744]
[paragraph, [86.0, 1318.0, 349.0, 36.0], H99oW5hOGS, 5742744]
[paragraph, [86.0, 1354.0, 349.0, 36.0], H99oW5hOGS, 5742744]
[paragraph, [797.0, 1368.0, 343.0, 36.0], shoonya_2sK2Y69EVCRGYM, 5742744]
[paragraph, [797.0, 1404.0, 343.0, 36.0], shoonya_2sK2Y69EVCRGYM, 5742744]
[paragraph, [797.0, 1440.0, 343.0, 36.0], shoonya_2sK2Y69EVCRGYM, 5742744]
[paragraph, [89.0, 1434.0, 340.0, 36.0], PANrOHftwG, 5742744]
[footnote, [107.0, 1509.0, 96.0, 36.0], oBNyauewuw, 5742744]
