[1241, 1241]
[headline, [109.0, 670.0, 433.0, 25.5], shoonya_4sX1LN7FIKS7WS, 5725643]
[headline, [109.0, 695.5, 433.0, 25.5], shoonya_4sX1LN7FIKS7WS, 5725643]
[paragraph, [109.0, 742.0, 494.0, 18.0], shoonya_0s4MQEK87AR7FW, 5725643]
[paragraph, [109.0, 760.0, 494.0, 18.0], shoonya_0s4MQEK87AR7FW, 5725643]
[paragraph, [109.0, 778.0, 494.0, 18.0], shoonya_0s4MQEK87AR7FW, 5725643]
[paragraph, [109.0, 796.0, 494.0, 18.0], shoonya_0s4MQEK87AR7FW, 5725643]
[paragraph, [109.0, 814.0, 494.0, 18.0], shoonya_0s4MQEK87AR7FW, 5725643]
[paragraph, [109.0, 832.0, 494.0, 18.0], shoonya_0s4MQEK87AR7FW, 5725643]
[paragraph, [109.0, 850.0, 494.0, 18.0], shoonya_0s4MQEK87AR7FW, 5725643]
[paragraph, [109.0, 868.0, 494.0, 18.0], shoonya_0s4MQEK87AR7FW, 5725643]
[paragraph, [109.0, 886.0, 494.0, 18.0], shoonya_0s4MQEK87AR7FW, 5725643]
[paragraph, [109.0, 904.0, 494.0, 18.0], shoonya_0s4MQEK87AR7FW, 5725643]
[paragraph, [109.0, 922.0, 494.0, 18.0], shoonya_0s4MQEK87AR7FW, 5725643]
[paragraph, [109.0, 940.0, 494.0, 18.0], shoonya_0s4MQEK87AR7FW, 5725643]
[paragraph, [109.0, 958.0, 494.0, 18.0], shoonya_0s4MQEK87AR7FW, 5725643]
[paragraph, [109.0, 976.0, 494.0, 18.0], shoonya_0s4MQEK87AR7FW, 5725643]
[paragraph, [109.0, 994.0, 494.0, 18.0], shoonya_0s4MQEK87AR7FW, 5725643]
[paragraph, [628.0, 743.0, 510.0, 18.0], shoonya_1sSZWIQW6PEHVZ, 5725643]
[paragraph, [628.0, 761.0, 510.0, 18.0], shoonya_1sSZWIQW6PEHVZ, 5725643]
[paragraph, [628.0, 789.0, 516.0, 18.0], d4e95KC1dZ, 5725643]
[paragraph, [628.0, 807.0, 516.0, 18.0], d4e95KC1dZ, 5725643]
[paragraph, [628.0, 825.0, 516.0, 18.0], d4e95KC1dZ, 5725643]
[paragraph, [628.0, 843.0, 516.0, 18.0], d4e95KC1dZ, 5725643]
[paragraph, [628.0, 861.0, 516.0, 18.0], d4e95KC1dZ, 5725643]
[paragraph, [628.0, 879.0, 516.0, 18.0], d4e95KC1dZ, 5725643]
[paragraph, [628.0, 897.0, 516.0, 18.0], d4e95KC1dZ, 5725643]
[paragraph, [628.0, 915.0, 516.0, 18.0], d4e95KC1dZ, 5725643]
[paragraph, [628.0, 933.0, 516.0, 18.0], d4e95KC1dZ, 5725643]
[paragraph, [628.0, 951.0, 516.0, 18.0], d4e95KC1dZ, 5725643]
[paragraph, [628.0, 969.0, 516.0, 18.0], d4e95KC1dZ, 5725643]
[paragraph, [628.0, 987.0, 516.0, 18.0], d4e95KC1dZ, 5725643]
[paragraph, [628.0, 1005.0, 516.0, 18.0], d4e95KC1dZ, 5725643]
[folio, [169.0, 1151.0, 165.0, 18.0], KIeBi_Q4QA, 5725643]
