[1238, 765]
[folio, [329.0, 77.0, 116.0, 18.0], bx9el-jewk, 5770256]
[paragraph, [385.0, 132.0, 297.0, 18.0], kLDCXEk2ZY, 5770256]
[paragraph, [385.0, 150.0, 297.0, 18.0], kLDCXEk2ZY, 5770256]
[paragraph, [385.0, 168.0, 297.0, 18.0], kLDCXEk2ZY, 5770256]
[paragraph, [385.0, 186.0, 297.0, 18.0], kLDCXEk2ZY, 5770256]
[paragraph, [385.0, 204.0, 297.0, 18.0], kLDCXEk2ZY, 5770256]
[paragraph, [106.0, 138.0, 226.0, 18.0], pFq3O0sXaS, 5770256]
[paragraph, [106.0, 156.0, 226.0, 18.0], pFq3O0sXaS, 5770256]
[paragraph, [81.0, 184.0, 294.0, 18.0], YtvL1CnLlA, 5770256]
[paragraph, [81.0, 202.0, 294.0, 18.0], YtvL1CnLlA, 5770256]
[paragraph, [409.0, 235.0, 245.0, 18.0], fR2qj7PJt0, 5770256]
[paragraph, [409.0, 253.0, 245.0, 18.0], fR2qj7PJt0, 5770256]
[paragraph, [409.0, 271.0, 245.0, 18.0], fR2qj7PJt0, 5770256]
[paragraph, [409.0, 289.0, 245.0, 18.0], fR2qj7PJt0, 5770256]
[paragraph, [409.0, 307.0, 245.0, 18.0], fR2qj7PJt0, 5770256]
[paragraph, [107.0, 237.0, 249.0, 18.0], UsB95dZrFi, 5770256]
[paragraph, [105.0, 281.0, 271.0, 18.0], T33LWj7ORx, 5770256]
[paragraph, [105.0, 299.0, 271.0, 18.0], T33LWj7ORx, 5770256]
[paragraph, [105.0, 317.0, 271.0, 18.0], T33LWj7ORx, 5770256]
[paragraph, [105.0, 335.0, 271.0, 18.0], T33LWj7ORx, 5770256]
[paragraph, [105.0, 353.0, 271.0, 18.0], T33LWj7ORx, 5770256]
[paragraph, [105.0, 371.0, 271.0, 18.0], T33LWj7ORx, 5770256]
[paragraph, [386.0, 326.0, 299.0, 18.0], _Fsc-ldtBv, 5770256]
[paragraph, [386.0, 344.0, 299.0, 18.0], _Fsc-ldtBv, 5770256]
[paragraph, [386.0, 362.0, 299.0, 18.0], _Fsc-ldtBv, 5770256]
[paragraph, [390.0, 375.0, 296.0, 18.0], 2tZRXutc73, 5770256]
[paragraph, [390.0, 393.0, 296.0, 18.0], 2tZRXutc73, 5770256]
[paragraph, [390.0, 411.0, 296.0, 18.0], 2tZRXutc73, 5770256]
[paragraph, [390.0, 429.0, 296.0, 18.0], 2tZRXutc73, 5770256]
[paragraph, [390.0, 447.0, 296.0, 18.0], 2tZRXutc73, 5770256]
[paragraph, [390.0, 465.0, 296.0, 18.0], 2tZRXutc73, 5770256]
[paragraph, [390.0, 483.0, 296.0, 18.0], 2tZRXutc73, 5770256]
[paragraph, [390.0, 501.0, 296.0, 18.0], 2tZRXutc73, 5770256]
[paragraph, [390.0, 519.0, 296.0, 18.0], 2tZRXutc73, 5770256]
[paragraph, [390.0, 537.0, 296.0, 18.0], 2tZRXutc73, 5770256]
[paragraph, [390.0, 555.0, 296.0, 18.0], 2tZRXutc73, 5770256]
[paragraph, [390.0, 573.0, 296.0, 18.0], 2tZRXutc73, 5770256]
[paragraph, [390.0, 591.0, 296.0, 18.0], 2tZRXutc73, 5770256]
[paragraph, [390.0, 609.0, 296.0, 18.0], 2tZRXutc73, 5770256]
[paragraph, [390.0, 627.0, 296.0, 18.0], 2tZRXutc73, 5770256]
[paragraph, [390.0, 645.0, 296.0, 18.0], 2tZRXutc73, 5770256]
[paragraph, [390.0, 663.0, 296.0, 18.0], 2tZRXutc73, 5770256]
[paragraph, [81.0, 403.0, 297.0, 18.0], UII0rLUUnV, 5770256]
[paragraph, [81.0, 421.0, 297.0, 18.0], UII0rLUUnV, 5770256]
[paragraph, [81.0, 439.0, 297.0, 18.0], UII0rLUUnV, 5770256]
[paragraph, [81.0, 457.0, 297.0, 18.0], UII0rLUUnV, 5770256]
[paragraph, [81.0, 475.0, 297.0, 18.0], UII0rLUUnV, 5770256]
[paragraph, [108.0, 498.0, 204.0, 18.0], v8z8R6hqnD, 5770256]
[paragraph, [108.0, 516.0, 204.0, 18.0], v8z8R6hqnD, 5770256]
[paragraph, [85.0, 544.0, 295.0, 18.0], E2vl6x6G4O, 5770256]
[paragraph, [85.0, 562.0, 295.0, 18.0], E2vl6x6G4O, 5770256]
[paragraph, [81.0, 593.0, 296.0, 18.0], jNtjguxkQ6, 5770256]
[paragraph, [81.0, 611.0, 296.0, 18.0], jNtjguxkQ6, 5770256]
[paragraph, [81.0, 629.0, 296.0, 18.0], jNtjguxkQ6, 5770256]
[paragraph, [81.0, 647.0, 296.0, 18.0], jNtjguxkQ6, 5770256]
[paragraph, [81.0, 665.0, 296.0, 18.0], jNtjguxkQ6, 5770256]
[paragraph, [81.0, 683.0, 296.0, 18.0], jNtjguxkQ6, 5770256]
[paragraph, [392.0, 689.0, 295.0, 18.0], gohItCXCmu, 5770256]
[paragraph, [392.0, 707.0, 295.0, 18.0], gohItCXCmu, 5770256]
[paragraph, [392.0, 725.0, 295.0, 18.0], gohItCXCmu, 5770256]
[paragraph, [392.0, 743.0, 295.0, 18.0], gohItCXCmu, 5770256]
[paragraph, [392.0, 761.0, 295.0, 18.0], gohItCXCmu, 5770256]
[paragraph, [392.0, 779.0, 295.0, 18.0], gohItCXCmu, 5770256]
[paragraph, [79.0, 710.0, 300.0, 18.0], 7ysReUOnFU, 5770256]
[paragraph, [79.0, 728.0, 300.0, 18.0], 7ysReUOnFU, 5770256]
[paragraph, [79.0, 746.0, 300.0, 18.0], 7ysReUOnFU, 5770256]
[paragraph, [79.0, 764.0, 300.0, 18.0], 7ysReUOnFU, 5770256]
[paragraph, [79.0, 782.0, 300.0, 18.0], 7ysReUOnFU, 5770256]
[section-title, [83.0, 803.0, 129.0, 30.0], ttPAtPBAlQ, 5770256]
[paragraph, [390.0, 806.0, 301.0, 18.0], bMw4CSYTcW, 5770256]
[paragraph, [390.0, 824.0, 301.0, 18.0], bMw4CSYTcW, 5770256]
[paragraph, [390.0, 842.0, 301.0, 18.0], bMw4CSYTcW, 5770256]
[paragraph, [390.0, 860.0, 301.0, 18.0], bMw4CSYTcW, 5770256]
[paragraph, [390.0, 878.0, 301.0, 18.0], bMw4CSYTcW, 5770256]
[paragraph, [390.0, 896.0, 301.0, 18.0], bMw4CSYTcW, 5770256]
[paragraph, [390.0, 914.0, 301.0, 18.0], bMw4CSYTcW, 5770256]
[paragraph, [390.0, 932.0, 301.0, 18.0], bMw4CSYTcW, 5770256]
[paragraph, [390.0, 950.0, 301.0, 18.0], bMw4CSYTcW, 5770256]
[paragraph, [390.0, 968.0, 301.0, 18.0], bMw4CSYTcW, 5770256]
[paragraph, [390.0, 986.0, 301.0, 18.0], bMw4CSYTcW, 5770256]
[paragraph, [390.0, 1004.0, 301.0, 18.0], bMw4CSYTcW, 5770256]
[paragraph, [390.0, 1022.0, 301.0, 18.0], bMw4CSYTcW, 5770256]
[paragraph, [390.0, 1040.0, 301.0, 18.0], bMw4CSYTcW, 5770256]
[paragraph, [390.0, 1058.0, 301.0, 18.0], bMw4CSYTcW, 5770256]
[paragraph, [390.0, 1076.0, 301.0, 18.0], bMw4CSYTcW, 5770256]
[paragraph, [390.0, 1094.0, 301.0, 18.0], bMw4CSYTcW, 5770256]
[paragraph, [390.0, 1112.0, 301.0, 18.0], bMw4CSYTcW, 5770256]
[paragraph, [390.0, 1130.0, 301.0, 18.0], bMw4CSYTcW, 5770256]
[paragraph, [109.0, 830.0, 272.0, 18.0], eVcGmQxgej, 5770256]
[paragraph, [109.0, 848.0, 272.0, 18.0], eVcGmQxgej, 5770256]
[paragraph, [109.0, 866.0, 272.0, 18.0], eVcGmQxgej, 5770256]
[paragraph, [109.0, 884.0, 272.0, 18.0], eVcGmQxgej, 5770256]
[paragraph, [109.0, 902.0, 272.0, 18.0], eVcGmQxgej, 5770256]
[paragraph, [109.0, 920.0, 272.0, 18.0], eVcGmQxgej, 5770256]
[paragraph, [83.0, 946.0, 298.0, 18.0], pJJniks9ZA, 5770256]
[paragraph, [83.0, 964.0, 298.0, 18.0], pJJniks9ZA, 5770256]
[paragraph, [83.0, 982.0, 298.0, 18.0], pJJniks9ZA, 5770256]
[paragraph, [83.0, 1000.0, 298.0, 18.0], pJJniks9ZA, 5770256]
[paragraph, [83.0, 1018.0, 298.0, 18.0], pJJniks9ZA, 5770256]
[paragraph, [83.0, 1036.0, 298.0, 18.0], pJJniks9ZA, 5770256]
[paragraph, [83.0, 1054.0, 298.0, 18.0], pJJniks9ZA, 5770256]
[paragraph, [83.0, 1072.0, 298.0, 18.0], pJJniks9ZA, 5770256]
[paragraph, [83.0, 1090.0, 298.0, 18.0], pJJniks9ZA, 5770256]
[paragraph, [83.0, 1108.0, 298.0, 18.0], pJJniks9ZA, 5770256]
[paragraph, [83.0, 1126.0, 298.0, 18.0], pJJniks9ZA, 5770256]
[paragraph, [83.0, 1144.0, 298.0, 18.0], pJJniks9ZA, 5770256]
