[1241, 1241]
[section-title, [632.0, 172.0, 268.0, 30.0], shoonya_3sIGIWKLZQCXEQ, 5725988]
[paragraph, [100.0, 179.0, 491.0, 18.0], shoonya_2sK5AQU52S5H8R, 5725988]
[paragraph, [100.0, 197.0, 491.0, 18.0], shoonya_2sK5AQU52S5H8R, 5725988]
[paragraph, [100.0, 215.0, 491.0, 18.0], shoonya_2sK5AQU52S5H8R, 5725988]
[paragraph, [100.0, 233.0, 491.0, 18.0], shoonya_2sK5AQU52S5H8R, 5725988]
[paragraph, [100.0, 251.0, 491.0, 18.0], shoonya_2sK5AQU52S5H8R, 5725988]
[paragraph, [100.0, 269.0, 491.0, 18.0], shoonya_2sK5AQU52S5H8R, 5725988]
[paragraph, [100.0, 287.0, 491.0, 18.0], shoonya_2sK5AQU52S5H8R, 5725988]
[paragraph, [100.0, 305.0, 491.0, 18.0], shoonya_2sK5AQU52S5H8R, 5725988]
[paragraph, [100.0, 323.0, 491.0, 18.0], shoonya_2sK5AQU52S5H8R, 5725988]
[paragraph, [100.0, 341.0, 491.0, 18.0], shoonya_2sK5AQU52S5H8R, 5725988]
[paragraph, [100.0, 359.0, 491.0, 18.0], shoonya_2sK5AQU52S5H8R, 5725988]
[paragraph, [100.0, 377.0, 491.0, 18.0], shoonya_2sK5AQU52S5H8R, 5725988]
[paragraph, [619.0, 204.0, 510.0, 18.0], shoonya_0sWRW3WM8Z8JTX, 5725988]
[paragraph, [619.0, 222.0, 510.0, 18.0], shoonya_0sWRW3WM8Z8JTX, 5725988]
[paragraph, [619.0, 240.0, 510.0, 18.0], shoonya_0sWRW3WM8Z8JTX, 5725988]
[paragraph, [619.0, 258.0, 510.0, 18.0], shoonya_0sWRW3WM8Z8JTX, 5725988]
[paragraph, [619.0, 276.0, 510.0, 18.0], shoonya_0sWRW3WM8Z8JTX, 5725988]
[paragraph, [619.0, 294.0, 510.0, 18.0], shoonya_0sWRW3WM8Z8JTX, 5725988]
[paragraph, [619.0, 312.0, 510.0, 18.0], shoonya_0sWRW3WM8Z8JTX, 5725988]
[paragraph, [619.0, 330.0, 510.0, 18.0], shoonya_0sWRW3WM8Z8JTX, 5725988]
[paragraph, [619.0, 348.0, 510.0, 18.0], shoonya_0sWRW3WM8Z8JTX, 5725988]
[paragraph, [619.0, 366.0, 510.0, 18.0], shoonya_0sWRW3WM8Z8JTX, 5725988]
[paragraph, [619.0, 384.0, 510.0, 18.0], shoonya_0sWRW3WM8Z8JTX, 5725988]
[paragraph, [619.0, 402.0, 510.0, 18.0], shoonya_0sWRW3WM8Z8JTX, 5725988]
[paragraph, [619.0, 420.0, 510.0, 18.0], shoonya_0sWRW3WM8Z8JTX, 5725988]
[paragraph, [619.0, 438.0, 510.0, 18.0], shoonya_0sWRW3WM8Z8JTX, 5725988]
[paragraph, [619.0, 456.0, 510.0, 18.0], shoonya_0sWRW3WM8Z8JTX, 5725988]
[paragraph, [619.0, 474.0, 510.0, 18.0], shoonya_0sWRW3WM8Z8JTX, 5725988]
