[1650, 934]
[folio, [378.0, 99.0, 103.0, 36.0], 43OBtgOYAL, 5765575]
[paragraph, [34.0, 154.0, 804.0, 36.0], shoonya_0s4G5DT3AW2VXN, 5765575]
[paragraph, [34.0, 190.0, 804.0, 36.0], shoonya_0s4G5DT3AW2VXN, 5765575]
[paragraph, [34.0, 226.0, 804.0, 36.0], shoonya_0s4G5DT3AW2VXN, 5765575]
[paragraph, [34.0, 262.0, 804.0, 36.0], shoonya_0s4G5DT3AW2VXN, 5765575]
[paragraph, [34.0, 298.0, 804.0, 36.0], shoonya_0s4G5DT3AW2VXN, 5765575]
[paragraph, [34.0, 334.0, 804.0, 36.0], shoonya_0s4G5DT3AW2VXN, 5765575]
[paragraph, [34.0, 370.0, 804.0, 36.0], shoonya_0s4G5DT3AW2VXN, 5765575]
[paragraph, [34.0, 406.0, 804.0, 36.0], shoonya_0s4G5DT3AW2VXN, 5765575]
[paragraph, [34.0, 442.0, 804.0, 36.0], shoonya_0s4G5DT3AW2VXN, 5765575]
[paragraph, [34.0, 478.0, 804.0, 36.0], shoonya_0s4G5DT3AW2VXN, 5765575]
[paragraph, [34.0, 514.0, 804.0, 36.0], shoonya_0s4G5DT3AW2VXN, 5765575]
[paragraph, [34.0, 550.0, 804.0, 36.0], shoonya_0s4G5DT3AW2VXN, 5765575]
[paragraph, [34.0, 586.0, 804.0, 36.0], shoonya_0s4G5DT3AW2VXN, 5765575]
[paragraph, [34.0, 622.0, 804.0, 36.0], shoonya_0s4G5DT3AW2VXN, 5765575]
[paragraph, [34.0, 658.0, 804.0, 36.0], shoonya_0s4G5DT3AW2VXN, 5765575]
[paragraph, [34.0, 694.0, 804.0, 36.0], shoonya_0s4G5DT3AW2VXN, 5765575]
[paragraph, [34.0, 730.0, 804.0, 36.0], shoonya_0s4G5DT3AW2VXN, 5765575]
[paragraph, [34.0, 766.0, 804.0, 36.0], shoonya_0s4G5DT3AW2VXN, 5765575]
[paragraph, [34.0, 802.0, 804.0, 36.0], shoonya_0s4G5DT3AW2VXN, 5765575]
[paragraph, [34.0, 838.0, 804.0, 36.0], shoonya_0s4G5DT3AW2VXN, 5765575]
[paragraph, [34.0, 874.0, 804.0, 36.0], shoonya_0s4G5DT3AW2VXN, 5765575]
[paragraph, [34.0, 910.0, 804.0, 36.0], shoonya_0s4G5DT3AW2VXN, 5765575]
[paragraph, [34.0, 946.0, 804.0, 36.0], shoonya_0s4G5DT3AW2VXN, 5765575]
[paragraph, [34.0, 982.0, 804.0, 36.0], shoonya_0s4G5DT3AW2VXN, 5765575]
[paragraph, [34.0, 1018.0, 804.0, 36.0], shoonya_0s4G5DT3AW2VXN, 5765575]
[paragraph, [34.0, 1054.0, 804.0, 36.0], shoonya_0s4G5DT3AW2VXN, 5765575]
[paragraph, [34.0, 1090.0, 804.0, 36.0], shoonya_0s4G5DT3AW2VXN, 5765575]
[paragraph, [28.0, 1161.0, 817.0, 36.0], tICKNQe-5T, 5765575]
[paragraph, [28.0, 1197.0, 817.0, 36.0], tICKNQe-5T, 5765575]
[paragraph, [28.0, 1233.0, 817.0, 36.0], tICKNQe-5T, 5765575]
[paragraph, [28.0, 1269.0, 817.0, 36.0], tICKNQe-5T, 5765575]
[paragraph, [28.0, 1305.0, 817.0, 36.0], tICKNQe-5T, 5765575]
[paragraph, [28.0, 1341.0, 817.0, 36.0], tICKNQe-5T, 5765575]
[paragraph, [28.0, 1377.0, 817.0, 36.0], tICKNQe-5T, 5765575]
[paragraph, [28.0, 1413.0, 817.0, 36.0], tICKNQe-5T, 5765575]
