[1298, 853]
[paragraph, [49.0, 116.0, 747.0, 18.0], shoonya_0s0RNYEEAQX9BP, 5710393]
[paragraph, [49.0, 134.0, 747.0, 18.0], shoonya_0s0RNYEEAQX9BP, 5710393]
[paragraph, [49.0, 152.0, 747.0, 18.0], shoonya_0s0RNYEEAQX9BP, 5710393]
[paragraph, [49.0, 170.0, 747.0, 18.0], shoonya_0s0RNYEEAQX9BP, 5710393]
[paragraph, [49.0, 188.0, 747.0, 18.0], shoonya_0s0RNYEEAQX9BP, 5710393]
[paragraph, [49.0, 206.0, 747.0, 18.0], shoonya_0s0RNYEEAQX9BP, 5710393]
[paragraph, [49.0, 224.0, 747.0, 18.0], shoonya_0s0RNYEEAQX9BP, 5710393]
[paragraph, [49.0, 242.0, 747.0, 18.0], shoonya_0s0RNYEEAQX9BP, 5710393]
[paragraph, [49.0, 260.0, 747.0, 18.0], shoonya_0s0RNYEEAQX9BP, 5710393]
[paragraph, [49.0, 278.0, 747.0, 18.0], shoonya_0s0RNYEEAQX9BP, 5710393]
[paragraph, [49.0, 296.0, 747.0, 18.0], shoonya_0s0RNYEEAQX9BP, 5710393]
[paragraph, [49.0, 314.0, 747.0, 18.0], shoonya_0s0RNYEEAQX9BP, 5710393]
[paragraph, [49.0, 332.0, 747.0, 18.0], shoonya_0s0RNYEEAQX9BP, 5710393]
[paragraph, [49.0, 350.0, 747.0, 18.0], shoonya_0s0RNYEEAQX9BP, 5710393]
[paragraph, [49.0, 368.0, 747.0, 18.0], shoonya_0s0RNYEEAQX9BP, 5710393]
[paragraph, [49.0, 386.0, 747.0, 18.0], shoonya_0s0RNYEEAQX9BP, 5710393]
[paragraph, [49.0, 404.0, 747.0, 18.0], shoonya_0s0RNYEEAQX9BP, 5710393]
[paragraph, [49.0, 422.0, 747.0, 18.0], shoonya_0s0RNYEEAQX9BP, 5710393]
[paragraph, [49.0, 440.0, 747.0, 18.0], shoonya_0s0RNYEEAQX9BP, 5710393]
[paragraph, [49.0, 458.0, 747.0, 18.0], shoonya_0s0RNYEEAQX9BP, 5710393]
[paragraph, [49.0, 476.0, 747.0, 18.0], shoonya_0s0RNYEEAQX9BP, 5710393]
[paragraph, [49.0, 494.0, 747.0, 18.0], shoonya_0s0RNYEEAQX9BP, 5710393]
[paragraph, [49.0, 512.0, 747.0, 18.0], shoonya_0s0RNYEEAQX9BP, 5710393]
[paragraph, [49.0, 530.0, 747.0, 18.0], shoonya_0s0RNYEEAQX9BP, 5710393]
[paragraph, [49.0, 548.0, 747.0, 18.0], shoonya_0s0RNYEEAQX9BP, 5710393]
[paragraph, [49.0, 566.0, 747.0, 18.0], shoonya_0s0RNYEEAQX9BP, 5710393]
[paragraph, [49.0, 584.0, 747.0, 18.0], shoonya_0s0RNYEEAQX9BP, 5710393]
[paragraph, [49.0, 602.0, 747.0, 18.0], shoonya_0s0RNYEEAQX9BP, 5710393]
[paragraph, [49.0, 620.0, 747.0, 18.0], shoonya_0s0RNYEEAQX9BP, 5710393]
[paragraph, [49.0, 638.0, 747.0, 18.0], shoonya_0s0RNYEEAQX9BP, 5710393]
[paragraph, [49.0, 656.0, 747.0, 18.0], shoonya_0s0RNYEEAQX9BP, 5710393]
[paragraph, [49.0, 674.0, 747.0, 18.0], shoonya_0s0RNYEEAQX9BP, 5710393]
[paragraph, [49.0, 692.0, 747.0, 18.0], shoonya_0s0RNYEEAQX9BP, 5710393]
[paragraph, [49.0, 710.0, 747.0, 18.0], shoonya_0s0RNYEEAQX9BP, 5710393]
[paragraph, [49.0, 728.0, 747.0, 18.0], shoonya_0s0RNYEEAQX9BP, 5710393]
[paragraph, [49.0, 746.0, 747.0, 18.0], shoonya_0s0RNYEEAQX9BP, 5710393]
[paragraph, [49.0, 764.0, 747.0, 18.0], shoonya_0s0RNYEEAQX9BP, 5710393]
[paragraph, [49.0, 782.0, 747.0, 18.0], shoonya_0s0RNYEEAQX9BP, 5710393]
[paragraph, [49.0, 800.0, 747.0, 18.0], shoonya_0s0RNYEEAQX9BP, 5710393]
[paragraph, [49.0, 818.0, 747.0, 18.0], shoonya_0s0RNYEEAQX9BP, 5710393]
[paragraph, [49.0, 836.0, 747.0, 18.0], shoonya_0s0RNYEEAQX9BP, 5710393]
[paragraph, [49.0, 854.0, 747.0, 18.0], shoonya_0s0RNYEEAQX9BP, 5710393]
[paragraph, [49.0, 872.0, 747.0, 18.0], shoonya_0s0RNYEEAQX9BP, 5710393]
[paragraph, [49.0, 890.0, 747.0, 18.0], shoonya_0s0RNYEEAQX9BP, 5710393]
[paragraph, [49.0, 908.0, 747.0, 18.0], shoonya_0s0RNYEEAQX9BP, 5710393]
[paragraph, [49.0, 926.0, 747.0, 18.0], shoonya_0s0RNYEEAQX9BP, 5710393]
[paragraph, [49.0, 944.0, 747.0, 18.0], shoonya_0s0RNYEEAQX9BP, 5710393]
[paragraph, [49.0, 962.0, 747.0, 18.0], shoonya_0s0RNYEEAQX9BP, 5710393]
[paragraph, [49.0, 980.0, 747.0, 18.0], shoonya_0s0RNYEEAQX9BP, 5710393]
[paragraph, [49.0, 998.0, 747.0, 18.0], shoonya_0s0RNYEEAQX9BP, 5710393]
[paragraph, [49.0, 1016.0, 747.0, 18.0], shoonya_0s0RNYEEAQX9BP, 5710393]
[paragraph, [49.0, 1034.0, 747.0, 18.0], shoonya_0s0RNYEEAQX9BP, 5710393]
