[1447, 1063]
[folio, [431.0, 55.0, 194.0, 18.0], lZs4NYJK_w, 5762332]
[headline, [169.0, 93.0, 716.0, 25.5], uVHHCTpufz, 5762332]
[headline, [169.0, 118.5, 716.0, 25.5], uVHHCTpufz, 5762332]
[headline, [169.0, 144.0, 716.0, 25.5], uVHHCTpufz, 5762332]
[paragraph, [88.0, 194.0, 439.0, 18.0], shoonya_0s64YVOFY4SY9E, 5762332]
[paragraph, [88.0, 212.0, 439.0, 18.0], shoonya_0s64YVOFY4SY9E, 5762332]
[paragraph, [88.0, 230.0, 439.0, 18.0], shoonya_0s64YVOFY4SY9E, 5762332]
[paragraph, [88.0, 248.0, 439.0, 18.0], shoonya_0s64YVOFY4SY9E, 5762332]
[paragraph, [88.0, 266.0, 439.0, 18.0], shoonya_0s64YVOFY4SY9E, 5762332]
[paragraph, [88.0, 284.0, 439.0, 18.0], shoonya_0s64YVOFY4SY9E, 5762332]
[paragraph, [88.0, 302.0, 439.0, 18.0], shoonya_0s64YVOFY4SY9E, 5762332]
[paragraph, [88.0, 320.0, 439.0, 18.0], shoonya_0s64YVOFY4SY9E, 5762332]
[paragraph, [88.0, 338.0, 439.0, 18.0], shoonya_0s64YVOFY4SY9E, 5762332]
[paragraph, [88.0, 356.0, 439.0, 18.0], shoonya_0s64YVOFY4SY9E, 5762332]
[paragraph, [88.0, 374.0, 439.0, 18.0], shoonya_0s64YVOFY4SY9E, 5762332]
[paragraph, [88.0, 392.0, 439.0, 18.0], shoonya_0s64YVOFY4SY9E, 5762332]
[paragraph, [88.0, 410.0, 439.0, 18.0], shoonya_0s64YVOFY4SY9E, 5762332]
[paragraph, [88.0, 428.0, 439.0, 18.0], shoonya_0s64YVOFY4SY9E, 5762332]
[paragraph, [88.0, 446.0, 439.0, 18.0], shoonya_0s64YVOFY4SY9E, 5762332]
[paragraph, [88.0, 464.0, 439.0, 18.0], shoonya_0s64YVOFY4SY9E, 5762332]
[paragraph, [88.0, 482.0, 439.0, 18.0], shoonya_0s64YVOFY4SY9E, 5762332]
[paragraph, [537.0, 199.0, 429.0, 18.0], BwwCJxyQyh, 5762332]
[paragraph, [537.0, 217.0, 429.0, 18.0], BwwCJxyQyh, 5762332]
[paragraph, [537.0, 235.0, 429.0, 18.0], BwwCJxyQyh, 5762332]
[paragraph, [537.0, 253.0, 429.0, 18.0], BwwCJxyQyh, 5762332]
[paragraph, [537.0, 271.0, 429.0, 18.0], BwwCJxyQyh, 5762332]
[paragraph, [537.0, 341.0, 431.0, 18.0], viZj9sJBnn, 5762332]
[paragraph, [537.0, 359.0, 431.0, 18.0], viZj9sJBnn, 5762332]
[paragraph, [537.0, 377.0, 431.0, 18.0], viZj9sJBnn, 5762332]
[paragraph, [537.0, 395.0, 431.0, 18.0], viZj9sJBnn, 5762332]
[paragraph, [537.0, 413.0, 431.0, 18.0], viZj9sJBnn, 5762332]
[paragraph, [537.0, 431.0, 431.0, 18.0], viZj9sJBnn, 5762332]
[paragraph, [537.0, 449.0, 431.0, 18.0], viZj9sJBnn, 5762332]
[paragraph, [537.0, 467.0, 431.0, 18.0], viZj9sJBnn, 5762332]
[paragraph, [537.0, 485.0, 431.0, 18.0], viZj9sJBnn, 5762332]
[paragraph, [537.0, 503.0, 431.0, 18.0], viZj9sJBnn, 5762332]
[paragraph, [95.0, 516.0, 359.0, 18.0], GAdCjqjiCO, 5762332]
[paragraph, [95.0, 534.0, 359.0, 18.0], GAdCjqjiCO, 5762332]
[paragraph, [95.0, 552.0, 359.0, 18.0], GAdCjqjiCO, 5762332]
[paragraph, [91.0, 592.0, 367.0, 18.0], 07BGQMTbC7, 5762332]
[paragraph, [91.0, 610.0, 367.0, 18.0], 07BGQMTbC7, 5762332]
[paragraph, [91.0, 628.0, 367.0, 18.0], 07BGQMTbC7, 5762332]
[paragraph, [91.0, 646.0, 367.0, 18.0], 07BGQMTbC7, 5762332]
[paragraph, [91.0, 664.0, 367.0, 18.0], 07BGQMTbC7, 5762332]
[paragraph, [91.0, 682.0, 367.0, 18.0], 07BGQMTbC7, 5762332]
[paragraph, [91.0, 700.0, 367.0, 18.0], 07BGQMTbC7, 5762332]
[paragraph, [91.0, 718.0, 367.0, 18.0], 07BGQMTbC7, 5762332]
[paragraph, [91.0, 736.0, 367.0, 18.0], 07BGQMTbC7, 5762332]
[paragraph, [91.0, 754.0, 367.0, 18.0], 07BGQMTbC7, 5762332]
[paragraph, [91.0, 772.0, 367.0, 18.0], 07BGQMTbC7, 5762332]
[paragraph, [91.0, 790.0, 367.0, 18.0], 07BGQMTbC7, 5762332]
[paragraph, [91.0, 808.0, 367.0, 18.0], 07BGQMTbC7, 5762332]
[paragraph, [91.0, 826.0, 367.0, 18.0], 07BGQMTbC7, 5762332]
[paragraph, [91.0, 844.0, 367.0, 18.0], 07BGQMTbC7, 5762332]
[paragraph, [91.0, 862.0, 367.0, 18.0], 07BGQMTbC7, 5762332]
[paragraph, [91.0, 880.0, 367.0, 18.0], 07BGQMTbC7, 5762332]
[paragraph, [91.0, 898.0, 367.0, 18.0], 07BGQMTbC7, 5762332]
[paragraph, [91.0, 916.0, 367.0, 18.0], 07BGQMTbC7, 5762332]
[paragraph, [94.0, 941.0, 362.0, 18.0], whI3Me3RLD, 5762332]
[paragraph, [94.0, 959.0, 362.0, 18.0], whI3Me3RLD, 5762332]
[paragraph, [94.0, 977.0, 362.0, 18.0], whI3Me3RLD, 5762332]
[paragraph, [94.0, 995.0, 362.0, 18.0], whI3Me3RLD, 5762332]
[paragraph, [94.0, 1013.0, 362.0, 18.0], whI3Me3RLD, 5762332]
[paragraph, [94.0, 1031.0, 362.0, 18.0], whI3Me3RLD, 5762332]
[paragraph, [94.0, 1049.0, 362.0, 18.0], whI3Me3RLD, 5762332]
[paragraph, [94.0, 1067.0, 362.0, 18.0], whI3Me3RLD, 5762332]
[paragraph, [94.0, 1085.0, 362.0, 18.0], whI3Me3RLD, 5762332]
[paragraph, [94.0, 1103.0, 362.0, 18.0], whI3Me3RLD, 5762332]
[paragraph, [94.0, 1121.0, 362.0, 18.0], whI3Me3RLD, 5762332]
[paragraph, [94.0, 1139.0, 362.0, 18.0], whI3Me3RLD, 5762332]
[paragraph, [94.0, 1157.0, 362.0, 18.0], whI3Me3RLD, 5762332]
[paragraph, [94.0, 1175.0, 362.0, 18.0], whI3Me3RLD, 5762332]
[paragraph, [94.0, 1193.0, 362.0, 18.0], whI3Me3RLD, 5762332]
[paragraph, [94.0, 1211.0, 362.0, 18.0], whI3Me3RLD, 5762332]
