[1298, 853]
[section-title, [206.0, 67.0, 439.0, 30.0], shoonya_4sEHESZNNHILZX, 5710126]
[paragraph, [64.0, 114.0, 731.0, 18.0], shoonya_3s1DTP6SA7XH4C, 5710126]
[paragraph, [64.0, 132.0, 731.0, 18.0], shoonya_3s1DTP6SA7XH4C, 5710126]
[paragraph, [64.0, 150.0, 731.0, 18.0], shoonya_3s1DTP6SA7XH4C, 5710126]
[paragraph, [64.0, 168.0, 731.0, 18.0], shoonya_3s1DTP6SA7XH4C, 5710126]
[paragraph, [64.0, 186.0, 731.0, 18.0], shoonya_3s1DTP6SA7XH4C, 5710126]
[paragraph, [64.0, 204.0, 731.0, 18.0], shoonya_3s1DTP6SA7XH4C, 5710126]
[paragraph, [64.0, 222.0, 731.0, 18.0], shoonya_3s1DTP6SA7XH4C, 5710126]
[paragraph, [64.0, 240.0, 731.0, 18.0], shoonya_3s1DTP6SA7XH4C, 5710126]
[paragraph, [64.0, 258.0, 731.0, 18.0], shoonya_3s1DTP6SA7XH4C, 5710126]
[paragraph, [64.0, 276.0, 731.0, 18.0], shoonya_3s1DTP6SA7XH4C, 5710126]
[paragraph, [64.0, 294.0, 731.0, 18.0], shoonya_3s1DTP6SA7XH4C, 5710126]
[paragraph, [64.0, 312.0, 731.0, 18.0], shoonya_3s1DTP6SA7XH4C, 5710126]
[paragraph, [64.0, 330.0, 731.0, 18.0], shoonya_3s1DTP6SA7XH4C, 5710126]
[paragraph, [64.0, 348.0, 731.0, 18.0], shoonya_3s1DTP6SA7XH4C, 5710126]
[paragraph, [64.0, 366.0, 731.0, 18.0], shoonya_3s1DTP6SA7XH4C, 5710126]
[paragraph, [64.0, 384.0, 731.0, 18.0], shoonya_3s1DTP6SA7XH4C, 5710126]
[paragraph, [68.0, 410.0, 720.0, 18.0], shoonya_2sKNZE6MRT9QOP, 5710126]
[paragraph, [68.0, 428.0, 720.0, 18.0], shoonya_2sKNZE6MRT9QOP, 5710126]
[paragraph, [68.0, 446.0, 720.0, 18.0], shoonya_2sKNZE6MRT9QOP, 5710126]
[paragraph, [68.0, 464.0, 720.0, 18.0], shoonya_2sKNZE6MRT9QOP, 5710126]
[paragraph, [68.0, 482.0, 720.0, 18.0], shoonya_2sKNZE6MRT9QOP, 5710126]
[paragraph, [68.0, 500.0, 720.0, 18.0], shoonya_2sKNZE6MRT9QOP, 5710126]
[paragraph, [68.0, 518.0, 720.0, 18.0], shoonya_2sKNZE6MRT9QOP, 5710126]
[paragraph, [68.0, 536.0, 720.0, 18.0], shoonya_2sKNZE6MRT9QOP, 5710126]
[paragraph, [68.0, 554.0, 720.0, 18.0], shoonya_2sKNZE6MRT9QOP, 5710126]
[paragraph, [68.0, 572.0, 720.0, 18.0], shoonya_2sKNZE6MRT9QOP, 5710126]
[paragraph, [68.0, 590.0, 720.0, 18.0], shoonya_2sKNZE6MRT9QOP, 5710126]
[paragraph, [68.0, 608.0, 720.0, 18.0], shoonya_2sKNZE6MRT9QOP, 5710126]
[paragraph, [68.0, 626.0, 720.0, 18.0], shoonya_2sKNZE6MRT9QOP, 5710126]
[paragraph, [68.0, 644.0, 720.0, 18.0], shoonya_2sKNZE6MRT9QOP, 5710126]
[paragraph, [68.0, 662.0, 720.0, 18.0], shoonya_2sKNZE6MRT9QOP, 5710126]
[paragraph, [68.0, 680.0, 720.0, 18.0], shoonya_2sKNZE6MRT9QOP, 5710126]
[paragraph, [68.0, 698.0, 720.0, 18.0], shoonya_2sKNZE6MRT9QOP, 5710126]
[paragraph, [69.0, 732.0, 717.0, 18.0], shoonya_0sPPASBUSOMMZA, 5710126]
[paragraph, [69.0, 750.0, 717.0, 18.0], shoonya_0sPPASBUSOMMZA, 5710126]
[paragraph, [69.0, 768.0, 717.0, 18.0], shoonya_0sPPASBUSOMMZA, 5710126]
[paragraph, [69.0, 786.0, 717.0, 18.0], shoonya_0sPPASBUSOMMZA, 5710126]
[paragraph, [69.0, 804.0, 717.0, 18.0], shoonya_0sPPASBUSOMMZA, 5710126]
[paragraph, [69.0, 822.0, 717.0, 18.0], shoonya_0sPPASBUSOMMZA, 5710126]
[paragraph, [69.0, 840.0, 717.0, 18.0], shoonya_0sPPASBUSOMMZA, 5710126]
[paragraph, [69.0, 858.0, 717.0, 18.0], shoonya_0sPPASBUSOMMZA, 5710126]
[paragraph, [69.0, 876.0, 717.0, 18.0], shoonya_0sPPASBUSOMMZA, 5710126]
[paragraph, [69.0, 894.0, 717.0, 18.0], shoonya_0sPPASBUSOMMZA, 5710126]
[paragraph, [69.0, 912.0, 717.0, 18.0], shoonya_0sPPASBUSOMMZA, 5710126]
[paragraph, [69.0, 930.0, 717.0, 18.0], shoonya_0sPPASBUSOMMZA, 5710126]
[paragraph, [69.0, 948.0, 717.0, 18.0], shoonya_0sPPASBUSOMMZA, 5710126]
[paragraph, [69.0, 966.0, 717.0, 18.0], shoonya_0sPPASBUSOMMZA, 5710126]
[paragraph, [69.0, 984.0, 717.0, 18.0], shoonya_0sPPASBUSOMMZA, 5710126]
[paragraph, [60.0, 1018.0, 745.0, 18.0], shoonya_1s9349W19NS02W, 5710126]
[paragraph, [60.0, 1036.0, 745.0, 18.0], shoonya_1s9349W19NS02W, 5710126]
[paragraph, [60.0, 1054.0, 745.0, 18.0], shoonya_1s9349W19NS02W, 5710126]
[paragraph, [60.0, 1072.0, 745.0, 18.0], shoonya_1s9349W19NS02W, 5710126]
[paragraph, [60.0, 1090.0, 745.0, 18.0], shoonya_1s9349W19NS02W, 5710126]
[paragraph, [60.0, 1108.0, 745.0, 18.0], shoonya_1s9349W19NS02W, 5710126]
[paragraph, [60.0, 1126.0, 745.0, 18.0], shoonya_1s9349W19NS02W, 5710126]
[paragraph, [60.0, 1144.0, 745.0, 18.0], shoonya_1s9349W19NS02W, 5710126]
[paragraph, [60.0, 1162.0, 745.0, 18.0], shoonya_1s9349W19NS02W, 5710126]
[paragraph, [60.0, 1180.0, 745.0, 18.0], shoonya_1s9349W19NS02W, 5710126]
[paragraph, [60.0, 1198.0, 745.0, 18.0], shoonya_1s9349W19NS02W, 5710126]
[paragraph, [60.0, 1216.0, 745.0, 18.0], shoonya_1s9349W19NS02W, 5710126]
