[1350, 900]
[folio, [198.0, 205.0, 231.0, 18.0], b2xqYcIr6-, 5760661]
[paragraph, [173.0, 255.0, 576.0, 18.0], gpUh0DSadv, 5760661]
[paragraph, [173.0, 273.0, 576.0, 18.0], gpUh0DSadv, 5760661]
[paragraph, [173.0, 291.0, 576.0, 18.0], gpUh0DSadv, 5760661]
[paragraph, [173.0, 309.0, 576.0, 18.0], gpUh0DSadv, 5760661]
[paragraph, [173.0, 327.0, 576.0, 18.0], gpUh0DSadv, 5760661]
[paragraph, [173.0, 345.0, 576.0, 18.0], gpUh0DSadv, 5760661]
[paragraph, [173.0, 363.0, 576.0, 18.0], gpUh0DSadv, 5760661]
[paragraph, [173.0, 381.0, 576.0, 18.0], gpUh0DSadv, 5760661]
[paragraph, [173.0, 399.0, 576.0, 18.0], gpUh0DSadv, 5760661]
[paragraph, [173.0, 417.0, 576.0, 18.0], gpUh0DSadv, 5760661]
[paragraph, [173.0, 435.0, 576.0, 18.0], gpUh0DSadv, 5760661]
[paragraph, [173.0, 453.0, 576.0, 18.0], gpUh0DSadv, 5760661]
[paragraph, [173.0, 471.0, 576.0, 18.0], gpUh0DSadv, 5760661]
[section-title, [407.0, 493.0, 84.0, 30.0], 8OP6hUkAw0, 5760661]
[paragraph, [169.0, 531.0, 402.0, 18.0], VqfpEXOwEq, 5760661]
[paragraph, [169.0, 549.0, 402.0, 18.0], VqfpEXOwEq, 5760661]
[paragraph, [169.0, 567.0, 402.0, 18.0], VqfpEXOwEq, 5760661]
[paragraph, [169.0, 585.0, 402.0, 18.0], VqfpEXOwEq, 5760661]
[paragraph, [169.0, 603.0, 402.0, 18.0], VqfpEXOwEq, 5760661]
[paragraph, [169.0, 621.0, 402.0, 18.0], VqfpEXOwEq, 5760661]
[paragraph, [169.0, 639.0, 402.0, 18.0], VqfpEXOwEq, 5760661]
[paragraph, [169.0, 657.0, 402.0, 18.0], VqfpEXOwEq, 5760661]
[paragraph, [169.0, 675.0, 402.0, 18.0], VqfpEXOwEq, 5760661]
[paragraph, [169.0, 693.0, 402.0, 18.0], VqfpEXOwEq, 5760661]
[paragraph, [167.0, 730.0, 559.0, 18.0], 3SjXyj3lTh, 5760661]
[paragraph, [167.0, 748.0, 559.0, 18.0], 3SjXyj3lTh, 5760661]
[paragraph, [167.0, 766.0, 559.0, 18.0], 3SjXyj3lTh, 5760661]
[paragraph, [167.0, 784.0, 559.0, 18.0], 3SjXyj3lTh, 5760661]
[paragraph, [167.0, 802.0, 559.0, 18.0], 3SjXyj3lTh, 5760661]
[paragraph, [167.0, 820.0, 559.0, 18.0], 3SjXyj3lTh, 5760661]
[paragraph, [167.0, 838.0, 559.0, 18.0], 3SjXyj3lTh, 5760661]
[paragraph, [167.0, 856.0, 559.0, 18.0], 3SjXyj3lTh, 5760661]
[paragraph, [167.0, 874.0, 559.0, 18.0], 3SjXyj3lTh, 5760661]
[paragraph, [167.0, 892.0, 559.0, 18.0], 3SjXyj3lTh, 5760661]
[paragraph, [163.0, 929.0, 564.0, 18.0], shoonya_0sUB16GK7R0BFO, 5760661]
[paragraph, [163.0, 947.0, 564.0, 18.0], shoonya_0sUB16GK7R0BFO, 5760661]
[paragraph, [163.0, 965.0, 564.0, 18.0], shoonya_0sUB16GK7R0BFO, 5760661]
[paragraph, [163.0, 983.0, 564.0, 18.0], shoonya_0sUB16GK7R0BFO, 5760661]
[paragraph, [163.0, 1001.0, 564.0, 18.0], shoonya_0sUB16GK7R0BFO, 5760661]
[paragraph, [163.0, 1019.0, 564.0, 18.0], shoonya_0sUB16GK7R0BFO, 5760661]
[paragraph, [163.0, 1037.0, 564.0, 18.0], shoonya_0sUB16GK7R0BFO, 5760661]
[paragraph, [163.0, 1055.0, 564.0, 18.0], shoonya_0sUB16GK7R0BFO, 5760661]
[paragraph, [163.0, 1073.0, 564.0, 18.0], shoonya_0sUB16GK7R0BFO, 5760661]
[paragraph, [163.0, 1091.0, 564.0, 18.0], shoonya_0sUB16GK7R0BFO, 5760661]
[paragraph, [163.0, 1109.0, 564.0, 18.0], shoonya_0sUB16GK7R0BFO, 5760661]
[paragraph, [163.0, 1127.0, 564.0, 18.0], shoonya_0sUB16GK7R0BFO, 5760661]
