[864, 612]
[ordered-list, [60.0, 71.0, 486.0, 18.0], NRqDkcZpST, 5717673]
[ordered-list, [60.0, 89.0, 486.0, 18.0], NRqDkcZpST, 5717673]
[ordered-list, [60.0, 107.0, 486.0, 18.0], NRqDkcZpST, 5717673]
[ordered-list, [60.0, 125.0, 486.0, 18.0], NRqDkcZpST, 5717673]
[ordered-list, [60.0, 143.0, 486.0, 18.0], NRqDkcZpST, 5717673]
[ordered-list, [64.0, 177.0, 486.0, 18.0], DaI6nqPYfF, 5717673]
[ordered-list, [64.0, 195.0, 486.0, 18.0], DaI6nqPYfF, 5717673]
[ordered-list, [64.0, 213.0, 486.0, 18.0], DaI6nqPYfF, 5717673]
[ordered-list, [64.0, 231.0, 486.0, 18.0], DaI6nqPYfF, 5717673]
[ordered-list, [64.0, 249.0, 486.0, 18.0], DaI6nqPYfF, 5717673]
[ordered-list, [64.0, 267.0, 486.0, 18.0], DaI6nqPYfF, 5717673]
[ordered-list, [64.0, 285.0, 486.0, 18.0], DaI6nqPYfF, 5717673]
[ordered-list, [64.0, 303.0, 486.0, 18.0], DaI6nqPYfF, 5717673]
[ordered-list, [64.0, 321.0, 486.0, 18.0], DaI6nqPYfF, 5717673]
[ordered-list, [64.0, 339.0, 486.0, 18.0], DaI6nqPYfF, 5717673]
[ordered-list, [64.0, 357.0, 486.0, 18.0], DaI6nqPYfF, 5717673]
[ordered-list, [64.0, 375.0, 486.0, 18.0], DaI6nqPYfF, 5717673]
[ordered-list, [64.0, 393.0, 486.0, 18.0], DaI6nqPYfF, 5717673]
[ordered-list, [64.0, 411.0, 486.0, 18.0], DaI6nqPYfF, 5717673]
[ordered-list, [64.0, 429.0, 486.0, 18.0], DaI6nqPYfF, 5717673]
[ordered-list, [64.0, 447.0, 486.0, 18.0], DaI6nqPYfF, 5717673]
[ordered-list, [64.0, 465.0, 486.0, 18.0], DaI6nqPYfF, 5717673]
[ordered-list, [64.0, 483.0, 486.0, 18.0], DaI6nqPYfF, 5717673]
[ordered-list, [64.0, 501.0, 486.0, 18.0], DaI6nqPYfF, 5717673]
[ordered-list, [64.0, 519.0, 486.0, 18.0], DaI6nqPYfF, 5717673]
[ordered-list, [64.0, 537.0, 486.0, 18.0], DaI6nqPYfF, 5717673]
[ordered-list, [64.0, 555.0, 486.0, 18.0], DaI6nqPYfF, 5717673]
[ordered-list, [64.0, 573.0, 486.0, 18.0], DaI6nqPYfF, 5717673]
[ordered-list, [64.0, 591.0, 486.0, 18.0], DaI6nqPYfF, 5717673]
[ordered-list, [64.0, 609.0, 486.0, 18.0], DaI6nqPYfF, 5717673]
[ordered-list, [64.0, 627.0, 486.0, 18.0], DaI6nqPYfF, 5717673]
[ordered-list, [64.0, 645.0, 486.0, 18.0], DaI6nqPYfF, 5717673]
[ordered-list, [64.0, 663.0, 486.0, 18.0], DaI6nqPYfF, 5717673]
[ordered-list, [64.0, 681.0, 486.0, 18.0], DaI6nqPYfF, 5717673]
[ordered-list, [64.0, 699.0, 486.0, 18.0], DaI6nqPYfF, 5717673]
[ordered-list, [64.0, 717.0, 486.0, 18.0], DaI6nqPYfF, 5717673]
[ordered-list, [64.0, 735.0, 486.0, 18.0], DaI6nqPYfF, 5717673]
[ordered-list, [64.0, 753.0, 486.0, 18.0], DaI6nqPYfF, 5717673]
[ordered-list, [64.0, 771.0, 486.0, 18.0], DaI6nqPYfF, 5717673]
[sub-ordered-list, [70.0, 333.0, 470.0, 18.0], ErNYJ7yZMS, 5717673]
[sub-ordered-list, [70.0, 351.0, 470.0, 18.0], ErNYJ7yZMS, 5717673]
[sub-ordered-list, [70.0, 369.0, 470.0, 18.0], ErNYJ7yZMS, 5717673]
[sub-ordered-list, [70.0, 387.0, 470.0, 18.0], ErNYJ7yZMS, 5717673]
[sub-ordered-list, [70.0, 405.0, 470.0, 18.0], ErNYJ7yZMS, 5717673]
[sub-ordered-list, [70.0, 423.0, 470.0, 18.0], ErNYJ7yZMS, 5717673]
[sub-ordered-list, [70.0, 441.0, 470.0, 18.0], ErNYJ7yZMS, 5717673]
[sub-ordered-list, [70.0, 459.0, 470.0, 18.0], ErNYJ7yZMS, 5717673]
[sub-ordered-list, [70.0, 477.0, 470.0, 18.0], ErNYJ7yZMS, 5717673]
[sub-ordered-list, [70.0, 495.0, 470.0, 18.0], ErNYJ7yZMS, 5717673]
[sub-ordered-list, [70.0, 513.0, 470.0, 18.0], ErNYJ7yZMS, 5717673]
[sub-ordered-list, [70.0, 531.0, 470.0, 18.0], ErNYJ7yZMS, 5717673]
[sub-ordered-list, [70.0, 549.0, 470.0, 18.0], ErNYJ7yZMS, 5717673]
[sub-ordered-list, [70.0, 567.0, 470.0, 18.0], ErNYJ7yZMS, 5717673]
[sub-ordered-list, [70.0, 585.0, 470.0, 18.0], ErNYJ7yZMS, 5717673]
[sub-ordered-list, [70.0, 603.0, 470.0, 18.0], ErNYJ7yZMS, 5717673]
[sub-ordered-list, [70.0, 621.0, 470.0, 18.0], ErNYJ7yZMS, 5717673]
[sub-ordered-list, [70.0, 639.0, 470.0, 18.0], ErNYJ7yZMS, 5717673]
[sub-ordered-list, [70.0, 657.0, 470.0, 18.0], ErNYJ7yZMS, 5717673]
[sub-ordered-list, [70.0, 675.0, 470.0, 18.0], ErNYJ7yZMS, 5717673]
[sub-ordered-list, [70.0, 693.0, 470.0, 18.0], ErNYJ7yZMS, 5717673]
[sub-ordered-list, [70.0, 711.0, 470.0, 18.0], ErNYJ7yZMS, 5717673]
[sub-ordered-list, [70.0, 729.0, 470.0, 18.0], ErNYJ7yZMS, 5717673]
[sub-ordered-list, [70.0, 747.0, 470.0, 18.0], ErNYJ7yZMS, 5717673]
[sub-ordered-list, [70.0, 765.0, 470.0, 18.0], ErNYJ7yZMS, 5717673]
[subsub-ordered-list, [71.0, 335.0, 470.0, 18.0], AFMKktEwjb, 5717673]
[subsub-ordered-list, [71.0, 353.0, 470.0, 18.0], AFMKktEwjb, 5717673]
[subsub-ordered-list, [71.0, 371.0, 470.0, 18.0], AFMKktEwjb, 5717673]
[subsub-ordered-list, [71.0, 389.0, 470.0, 18.0], AFMKktEwjb, 5717673]
[subsub-ordered-list, [71.0, 407.0, 470.0, 18.0], AFMKktEwjb, 5717673]
[subsub-ordered-list, [71.0, 425.0, 470.0, 18.0], AFMKktEwjb, 5717673]
[subsub-ordered-list, [71.0, 443.0, 470.0, 18.0], AFMKktEwjb, 5717673]
[subsub-ordered-list, [71.0, 461.0, 470.0, 18.0], AFMKktEwjb, 5717673]
[subsub-ordered-list, [71.0, 479.0, 470.0, 18.0], AFMKktEwjb, 5717673]
[subsub-ordered-list, [71.0, 497.0, 470.0, 18.0], AFMKktEwjb, 5717673]
[subsub-ordered-list, [71.0, 515.0, 470.0, 18.0], AFMKktEwjb, 5717673]
[subsub-ordered-list, [71.0, 533.0, 470.0, 18.0], AFMKktEwjb, 5717673]
[subsub-ordered-list, [71.0, 551.0, 470.0, 18.0], AFMKktEwjb, 5717673]
[subsub-ordered-list, [71.0, 569.0, 470.0, 18.0], AFMKktEwjb, 5717673]
[subsub-ordered-list, [71.0, 587.0, 470.0, 18.0], AFMKktEwjb, 5717673]
[subsub-ordered-list, [71.0, 605.0, 470.0, 18.0], AFMKktEwjb, 5717673]
[subsub-ordered-list, [71.0, 623.0, 470.0, 18.0], AFMKktEwjb, 5717673]
[subsub-ordered-list, [71.0, 641.0, 470.0, 18.0], AFMKktEwjb, 5717673]
[subsub-ordered-list, [69.0, 698.0, 470.0, 18.0], 6t6xwtFjVl, 5717673]
[subsub-ordered-list, [69.0, 716.0, 470.0, 18.0], 6t6xwtFjVl, 5717673]
[subsub-ordered-list, [69.0, 734.0, 470.0, 18.0], 6t6xwtFjVl, 5717673]
[subsub-ordered-list, [69.0, 752.0, 470.0, 18.0], 6t6xwtFjVl, 5717673]
[subsub-ordered-list, [69.0, 770.0, 470.0, 18.0], 6t6xwtFjVl, 5717673]
