[585, 406]
[author, [268.0, 137.0, 111.0, 18.0], TwijX6924M, 6496557]
[paragraph, [52.0, 163.0, 326.0, 18.0], k0A-AZyf_P, 6496557]
[paragraph, [52.0, 181.0, 326.0, 18.0], k0A-AZyf_P, 6496557]
[paragraph, [52.0, 199.0, 326.0, 18.0], k0A-AZyf_P, 6496557]
[paragraph, [52.0, 217.0, 326.0, 18.0], k0A-AZyf_P, 6496557]
[paragraph, [52.0, 235.0, 326.0, 18.0], k0A-AZyf_P, 6496557]
[paragraph, [52.0, 253.0, 326.0, 18.0], k0A-AZyf_P, 6496557]
[paragraph, [52.0, 271.0, 326.0, 18.0], k0A-AZyf_P, 6496557]
[paragraph, [67.0, 303.0, 319.0, 18.0], AtMyU11rao, 6496557]
[paragraph, [67.0, 321.0, 319.0, 18.0], AtMyU11rao, 6496557]
[paragraph, [67.0, 339.0, 319.0, 18.0], AtMyU11rao, 6496557]
[paragraph, [75.0, 361.0, 303.0, 18.0], mf3tt4kWwb, 6496557]
[paragraph, [75.0, 379.0, 303.0, 18.0], mf3tt4kWwb, 6496557]
[paragraph, [79.0, 410.0, 304.0, 18.0], 9iiFx1rE3e, 6496557]
[paragraph, [79.0, 428.0, 304.0, 18.0], 9iiFx1rE3e, 6496557]
[paragraph, [79.0, 446.0, 304.0, 18.0], 9iiFx1rE3e, 6496557]
[paragraph, [79.0, 464.0, 304.0, 18.0], 9iiFx1rE3e, 6496557]
[paragraph, [79.0, 482.0, 304.0, 18.0], 9iiFx1rE3e, 6496557]
[paragraph, [79.0, 500.0, 304.0, 18.0], 9iiFx1rE3e, 6496557]
