[1200, 825]
[paragraph, [139.0, 105.0, 546.0, 18.0], shoonya_2s44TCE4IAS7ZV, 5691189]
[paragraph, [139.0, 123.0, 546.0, 18.0], shoonya_2s44TCE4IAS7ZV, 5691189]
[paragraph, [139.0, 141.0, 546.0, 18.0], shoonya_2s44TCE4IAS7ZV, 5691189]
[paragraph, [139.0, 159.0, 546.0, 18.0], shoonya_2s44TCE4IAS7ZV, 5691189]
[paragraph, [139.0, 177.0, 546.0, 18.0], shoonya_2s44TCE4IAS7ZV, 5691189]
[paragraph, [139.0, 195.0, 546.0, 18.0], shoonya_2s44TCE4IAS7ZV, 5691189]
[paragraph, [139.0, 213.0, 546.0, 18.0], shoonya_2s44TCE4IAS7ZV, 5691189]
[paragraph, [139.0, 231.0, 546.0, 18.0], shoonya_2s44TCE4IAS7ZV, 5691189]
[paragraph, [139.0, 249.0, 546.0, 18.0], shoonya_2s44TCE4IAS7ZV, 5691189]
[paragraph, [139.0, 267.0, 546.0, 18.0], shoonya_2s44TCE4IAS7ZV, 5691189]
[paragraph, [134.0, 292.0, 552.0, 18.0], shoonya_1sELQ3GEGQHOMI, 5691189]
[paragraph, [134.0, 310.0, 552.0, 18.0], shoonya_1sELQ3GEGQHOMI, 5691189]
[paragraph, [134.0, 328.0, 552.0, 18.0], shoonya_1sELQ3GEGQHOMI, 5691189]
[paragraph, [134.0, 346.0, 552.0, 18.0], shoonya_1sELQ3GEGQHOMI, 5691189]
[paragraph, [134.0, 364.0, 552.0, 18.0], shoonya_1sELQ3GEGQHOMI, 5691189]
[paragraph, [134.0, 382.0, 552.0, 18.0], shoonya_1sELQ3GEGQHOMI, 5691189]
[paragraph, [134.0, 400.0, 552.0, 18.0], shoonya_1sELQ3GEGQHOMI, 5691189]
[paragraph, [134.0, 418.0, 552.0, 18.0], shoonya_1sELQ3GEGQHOMI, 5691189]
[paragraph, [134.0, 436.0, 552.0, 18.0], shoonya_1sELQ3GEGQHOMI, 5691189]
[paragraph, [134.0, 454.0, 552.0, 18.0], shoonya_1sELQ3GEGQHOMI, 5691189]
[paragraph, [134.0, 472.0, 552.0, 18.0], shoonya_1sELQ3GEGQHOMI, 5691189]
[paragraph, [134.0, 490.0, 552.0, 18.0], shoonya_1sELQ3GEGQHOMI, 5691189]
[paragraph, [134.0, 508.0, 552.0, 18.0], shoonya_1sELQ3GEGQHOMI, 5691189]
[paragraph, [134.0, 526.0, 552.0, 18.0], shoonya_1sELQ3GEGQHOMI, 5691189]
[paragraph, [134.0, 544.0, 552.0, 18.0], shoonya_1sELQ3GEGQHOMI, 5691189]
[paragraph, [134.0, 562.0, 552.0, 18.0], shoonya_1sELQ3GEGQHOMI, 5691189]
[paragraph, [134.0, 580.0, 552.0, 18.0], shoonya_1sELQ3GEGQHOMI, 5691189]
[paragraph, [134.0, 598.0, 552.0, 18.0], shoonya_1sELQ3GEGQHOMI, 5691189]
[paragraph, [134.0, 616.0, 552.0, 18.0], shoonya_1sELQ3GEGQHOMI, 5691189]
[paragraph, [134.0, 634.0, 552.0, 18.0], shoonya_1sELQ3GEGQHOMI, 5691189]
[paragraph, [134.0, 652.0, 552.0, 18.0], shoonya_1sELQ3GEGQHOMI, 5691189]
[paragraph, [134.0, 670.0, 552.0, 18.0], shoonya_1sELQ3GEGQHOMI, 5691189]
[paragraph, [134.0, 688.0, 552.0, 18.0], shoonya_1sELQ3GEGQHOMI, 5691189]
[paragraph, [134.0, 706.0, 552.0, 18.0], shoonya_1sELQ3GEGQHOMI, 5691189]
[paragraph, [134.0, 724.0, 552.0, 18.0], shoonya_1sELQ3GEGQHOMI, 5691189]
[paragraph, [134.0, 742.0, 552.0, 18.0], shoonya_1sELQ3GEGQHOMI, 5691189]
[paragraph, [134.0, 760.0, 552.0, 18.0], shoonya_1sELQ3GEGQHOMI, 5691189]
[paragraph, [134.0, 784.0, 551.0, 18.0], shoonya_0s8DF3IXUT6ZNI, 5691189]
[paragraph, [134.0, 802.0, 551.0, 18.0], shoonya_0s8DF3IXUT6ZNI, 5691189]
[paragraph, [134.0, 820.0, 551.0, 18.0], shoonya_0s8DF3IXUT6ZNI, 5691189]
[paragraph, [134.0, 838.0, 551.0, 18.0], shoonya_0s8DF3IXUT6ZNI, 5691189]
[paragraph, [134.0, 856.0, 551.0, 18.0], shoonya_0s8DF3IXUT6ZNI, 5691189]
[paragraph, [134.0, 874.0, 551.0, 18.0], shoonya_0s8DF3IXUT6ZNI, 5691189]
[paragraph, [134.0, 892.0, 551.0, 18.0], shoonya_0s8DF3IXUT6ZNI, 5691189]
[paragraph, [134.0, 910.0, 551.0, 18.0], shoonya_0s8DF3IXUT6ZNI, 5691189]
[paragraph, [134.0, 928.0, 551.0, 18.0], shoonya_0s8DF3IXUT6ZNI, 5691189]
[paragraph, [134.0, 946.0, 551.0, 18.0], shoonya_0s8DF3IXUT6ZNI, 5691189]
[paragraph, [134.0, 964.0, 551.0, 18.0], shoonya_0s8DF3IXUT6ZNI, 5691189]
[paragraph, [134.0, 982.0, 551.0, 18.0], shoonya_0s8DF3IXUT6ZNI, 5691189]
[paragraph, [134.0, 1000.0, 551.0, 18.0], shoonya_0s8DF3IXUT6ZNI, 5691189]
[paragraph, [134.0, 1018.0, 551.0, 18.0], shoonya_0s8DF3IXUT6ZNI, 5691189]
[paragraph, [134.0, 1036.0, 551.0, 18.0], shoonya_0s8DF3IXUT6ZNI, 5691189]
