[2717, 1772]
[folio, [715.0, 234.0, 352.0, 46.5], GsdEKs7oND, 5720935]
[paragraph, [211.0, 347.0, 1331.0, 46.5], shoonya_1s9HTSFTHGVYD1, 5720935]
[paragraph, [211.0, 393.5, 1331.0, 46.5], shoonya_1s9HTSFTHGVYD1, 5720935]
[paragraph, [211.0, 440.0, 1331.0, 46.5], shoonya_1s9HTSFTHGVYD1, 5720935]
[paragraph, [211.0, 486.5, 1331.0, 46.5], shoonya_1s9HTSFTHGVYD1, 5720935]
[paragraph, [211.0, 533.0, 1331.0, 46.5], shoonya_1s9HTSFTHGVYD1, 5720935]
[paragraph, [211.0, 579.5, 1331.0, 46.5], shoonya_1s9HTSFTHGVYD1, 5720935]
[paragraph, [228.0, 670.0, 1326.0, 46.5], 0cNwwtDkIR, 5720935]
[paragraph, [228.0, 716.5, 1326.0, 46.5], 0cNwwtDkIR, 5720935]
[paragraph, [228.0, 763.0, 1326.0, 46.5], 0cNwwtDkIR, 5720935]
[paragraph, [228.0, 809.5, 1326.0, 46.5], 0cNwwtDkIR, 5720935]
[paragraph, [228.0, 856.0, 1326.0, 46.5], 0cNwwtDkIR, 5720935]
[paragraph, [228.0, 902.5, 1326.0, 46.5], 0cNwwtDkIR, 5720935]
[paragraph, [228.0, 949.0, 1326.0, 46.5], 0cNwwtDkIR, 5720935]
[paragraph, [228.0, 995.5, 1326.0, 46.5], 0cNwwtDkIR, 5720935]
[paragraph, [228.0, 1042.0, 1326.0, 46.5], 0cNwwtDkIR, 5720935]
[paragraph, [228.0, 1088.5, 1326.0, 46.5], 0cNwwtDkIR, 5720935]
[paragraph, [228.0, 1135.0, 1326.0, 46.5], 0cNwwtDkIR, 5720935]
[paragraph, [228.0, 1181.5, 1326.0, 46.5], 0cNwwtDkIR, 5720935]
[paragraph, [228.0, 1228.0, 1326.0, 46.5], 0cNwwtDkIR, 5720935]
[paragraph, [228.0, 1274.5, 1326.0, 46.5], 0cNwwtDkIR, 5720935]
[paragraph, [228.0, 1321.0, 1326.0, 46.5], 0cNwwtDkIR, 5720935]
[paragraph, [228.0, 1367.5, 1326.0, 46.5], 0cNwwtDkIR, 5720935]
[paragraph, [228.0, 1414.0, 1326.0, 46.5], 0cNwwtDkIR, 5720935]
[paragraph, [228.0, 1460.5, 1326.0, 46.5], 0cNwwtDkIR, 5720935]
[paragraph, [217.0, 1530.0, 1337.0, 46.5], YUaq3_GiGp, 5720935]
[paragraph, [217.0, 1576.5, 1337.0, 46.5], YUaq3_GiGp, 5720935]
[paragraph, [217.0, 1623.0, 1337.0, 46.5], YUaq3_GiGp, 5720935]
[paragraph, [217.0, 1669.5, 1337.0, 46.5], YUaq3_GiGp, 5720935]
[paragraph, [341.0, 1733.0, 914.0, 46.5], 7psD5_c9q_, 5720935]
[paragraph, [221.0, 1802.0, 1333.0, 46.5], bp2fnonQRd, 5720935]
[paragraph, [221.0, 1848.5, 1333.0, 46.5], bp2fnonQRd, 5720935]
[paragraph, [210.0, 1935.0, 1344.0, 46.5], 9TXIEx2pcD, 5720935]
[paragraph, [210.0, 1981.5, 1344.0, 46.5], 9TXIEx2pcD, 5720935]
[paragraph, [210.0, 2028.0, 1344.0, 46.5], 9TXIEx2pcD, 5720935]
[paragraph, [210.0, 2074.5, 1344.0, 46.5], 9TXIEx2pcD, 5720935]
[paragraph, [210.0, 2121.0, 1344.0, 46.5], 9TXIEx2pcD, 5720935]
[paragraph, [210.0, 2167.5, 1344.0, 46.5], 9TXIEx2pcD, 5720935]
[paragraph, [210.0, 2214.0, 1344.0, 46.5], 9TXIEx2pcD, 5720935]
[paragraph, [210.0, 2260.5, 1344.0, 46.5], 9TXIEx2pcD, 5720935]
[paragraph, [210.0, 2307.0, 1344.0, 46.5], 9TXIEx2pcD, 5720935]
[paragraph, [210.0, 2353.5, 1344.0, 46.5], 9TXIEx2pcD, 5720935]
[paragraph, [210.0, 2400.0, 1344.0, 46.5], 9TXIEx2pcD, 5720935]
