[6000, 4167]
[paragraph, [563.0, 855.0, 3008.0, 52.5], shoonya_1s2SCV3TQ1AJX2, 5721749]
[paragraph, [563.0, 907.5, 3008.0, 52.5], shoonya_1s2SCV3TQ1AJX2, 5721749]
[paragraph, [563.0, 960.0, 3008.0, 52.5], shoonya_1s2SCV3TQ1AJX2, 5721749]
[paragraph, [563.0, 1012.5, 3008.0, 52.5], shoonya_1s2SCV3TQ1AJX2, 5721749]
[paragraph, [563.0, 1065.0, 3008.0, 52.5], shoonya_1s2SCV3TQ1AJX2, 5721749]
[paragraph, [563.0, 1117.5, 3008.0, 52.5], shoonya_1s2SCV3TQ1AJX2, 5721749]
[paragraph, [563.0, 1170.0, 3008.0, 52.5], shoonya_1s2SCV3TQ1AJX2, 5721749]
[paragraph, [563.0, 1222.5, 3008.0, 52.5], shoonya_1s2SCV3TQ1AJX2, 5721749]
[paragraph, [563.0, 1275.0, 3008.0, 52.5], shoonya_1s2SCV3TQ1AJX2, 5721749]
[paragraph, [563.0, 1327.5, 3008.0, 52.5], shoonya_1s2SCV3TQ1AJX2, 5721749]
[paragraph, [563.0, 1380.0, 3008.0, 52.5], shoonya_1s2SCV3TQ1AJX2, 5721749]
[paragraph, [563.0, 1432.5, 3008.0, 52.5], shoonya_1s2SCV3TQ1AJX2, 5721749]
[paragraph, [563.0, 1485.0, 3008.0, 52.5], shoonya_1s2SCV3TQ1AJX2, 5721749]
[paragraph, [563.0, 1537.5, 3008.0, 52.5], shoonya_1s2SCV3TQ1AJX2, 5721749]
[paragraph, [563.0, 1590.0, 3008.0, 52.5], shoonya_1s2SCV3TQ1AJX2, 5721749]
[paragraph, [563.0, 1642.5, 3008.0, 52.5], shoonya_1s2SCV3TQ1AJX2, 5721749]
[paragraph, [563.0, 1695.0, 3008.0, 52.5], shoonya_1s2SCV3TQ1AJX2, 5721749]
[paragraph, [563.0, 1747.5, 3008.0, 52.5], shoonya_1s2SCV3TQ1AJX2, 5721749]
[paragraph, [563.0, 1800.0, 3008.0, 52.5], shoonya_1s2SCV3TQ1AJX2, 5721749]
[paragraph, [563.0, 1852.5, 3008.0, 52.5], shoonya_1s2SCV3TQ1AJX2, 5721749]
[paragraph, [563.0, 1905.0, 3008.0, 52.5], shoonya_1s2SCV3TQ1AJX2, 5721749]
[paragraph, [563.0, 1957.5, 3008.0, 52.5], shoonya_1s2SCV3TQ1AJX2, 5721749]
[paragraph, [563.0, 2010.0, 3008.0, 52.5], shoonya_1s2SCV3TQ1AJX2, 5721749]
[paragraph, [563.0, 2062.5, 3008.0, 52.5], shoonya_1s2SCV3TQ1AJX2, 5721749]
[paragraph, [563.0, 2115.0, 3008.0, 52.5], shoonya_1s2SCV3TQ1AJX2, 5721749]
[paragraph, [563.0, 2167.5, 3008.0, 52.5], shoonya_1s2SCV3TQ1AJX2, 5721749]
[paragraph, [563.0, 2220.0, 3008.0, 52.5], shoonya_1s2SCV3TQ1AJX2, 5721749]
[paragraph, [563.0, 2272.5, 3008.0, 52.5], shoonya_1s2SCV3TQ1AJX2, 5721749]
[paragraph, [563.0, 2325.0, 3008.0, 52.5], shoonya_1s2SCV3TQ1AJX2, 5721749]
[paragraph, [583.0, 2370.0, 3000.0, 52.5], Ao8NL3jJZq, 5721749]
[paragraph, [583.0, 2422.5, 3000.0, 52.5], Ao8NL3jJZq, 5721749]
[paragraph, [583.0, 2475.0, 3000.0, 52.5], Ao8NL3jJZq, 5721749]
[paragraph, [583.0, 2527.5, 3000.0, 52.5], Ao8NL3jJZq, 5721749]
[paragraph, [583.0, 2580.0, 3000.0, 52.5], Ao8NL3jJZq, 5721749]
[paragraph, [583.0, 2632.5, 3000.0, 52.5], Ao8NL3jJZq, 5721749]
[paragraph, [583.0, 2685.0, 3000.0, 52.5], Ao8NL3jJZq, 5721749]
[paragraph, [583.0, 2737.5, 3000.0, 52.5], Ao8NL3jJZq, 5721749]
[paragraph, [583.0, 2790.0, 3000.0, 52.5], Ao8NL3jJZq, 5721749]
[paragraph, [583.0, 2842.5, 3000.0, 52.5], Ao8NL3jJZq, 5721749]
[paragraph, [583.0, 2895.0, 3000.0, 52.5], Ao8NL3jJZq, 5721749]
[paragraph, [583.0, 2947.5, 3000.0, 52.5], Ao8NL3jJZq, 5721749]
[paragraph, [583.0, 3000.0, 3000.0, 52.5], Ao8NL3jJZq, 5721749]
[paragraph, [583.0, 3052.5, 3000.0, 52.5], Ao8NL3jJZq, 5721749]
[paragraph, [583.0, 3105.0, 3000.0, 52.5], Ao8NL3jJZq, 5721749]
[paragraph, [583.0, 3157.5, 3000.0, 52.5], Ao8NL3jJZq, 5721749]
[paragraph, [583.0, 3210.0, 3000.0, 52.5], Ao8NL3jJZq, 5721749]
[paragraph, [583.0, 3262.5, 3000.0, 52.5], Ao8NL3jJZq, 5721749]
[paragraph, [583.0, 3315.0, 3000.0, 52.5], Ao8NL3jJZq, 5721749]
[paragraph, [583.0, 3367.5, 3000.0, 52.5], Ao8NL3jJZq, 5721749]
[paragraph, [583.0, 3420.0, 3000.0, 52.5], Ao8NL3jJZq, 5721749]
[paragraph, [583.0, 3472.5, 3000.0, 52.5], Ao8NL3jJZq, 5721749]
[paragraph, [583.0, 3525.0, 3000.0, 52.5], Ao8NL3jJZq, 5721749]
[paragraph, [583.0, 3577.5, 3000.0, 52.5], Ao8NL3jJZq, 5721749]
[paragraph, [583.0, 3630.0, 3000.0, 52.5], Ao8NL3jJZq, 5721749]
[paragraph, [583.0, 3682.5, 3000.0, 52.5], Ao8NL3jJZq, 5721749]
[paragraph, [583.0, 3735.0, 3000.0, 52.5], Ao8NL3jJZq, 5721749]
[paragraph, [583.0, 3787.5, 3000.0, 52.5], Ao8NL3jJZq, 5721749]
[paragraph, [583.0, 3840.0, 3000.0, 52.5], Ao8NL3jJZq, 5721749]
[paragraph, [583.0, 3892.5, 3000.0, 52.5], Ao8NL3jJZq, 5721749]
[paragraph, [583.0, 3945.0, 3000.0, 52.5], Ao8NL3jJZq, 5721749]
[paragraph, [583.0, 3997.5, 3000.0, 52.5], Ao8NL3jJZq, 5721749]
[paragraph, [583.0, 4050.0, 3000.0, 52.5], Ao8NL3jJZq, 5721749]
[paragraph, [583.0, 4102.5, 3000.0, 52.5], Ao8NL3jJZq, 5721749]
[paragraph, [583.0, 4155.0, 3000.0, 52.5], Ao8NL3jJZq, 5721749]
[paragraph, [583.0, 4207.5, 3000.0, 52.5], Ao8NL3jJZq, 5721749]
[paragraph, [583.0, 4260.0, 3000.0, 52.5], Ao8NL3jJZq, 5721749]
