[2806, 1983]
[folio, [208.0, 238.0, 557.0, 46.5], HQKw2fPW2m, 5683120]
[folio, [208.0, 284.5, 557.0, 46.5], HQKw2fPW2m, 5683120]
[paragraph, [217.0, 453.0, 1550.0, 46.5], shoonya_0sCJDFA2ARJU3T, 5683120]
[paragraph, [217.0, 499.5, 1550.0, 46.5], shoonya_0sCJDFA2ARJU3T, 5683120]
[paragraph, [217.0, 546.0, 1550.0, 46.5], shoonya_0sCJDFA2ARJU3T, 5683120]
[paragraph, [217.0, 592.5, 1550.0, 46.5], shoonya_0sCJDFA2ARJU3T, 5683120]
[paragraph, [217.0, 639.0, 1550.0, 46.5], shoonya_0sCJDFA2ARJU3T, 5683120]
[paragraph, [217.0, 685.5, 1550.0, 46.5], shoonya_0sCJDFA2ARJU3T, 5683120]
[paragraph, [217.0, 732.0, 1550.0, 46.5], shoonya_0sCJDFA2ARJU3T, 5683120]
[paragraph, [217.0, 778.5, 1550.0, 46.5], shoonya_0sCJDFA2ARJU3T, 5683120]
[paragraph, [217.0, 825.0, 1550.0, 46.5], shoonya_0sCJDFA2ARJU3T, 5683120]
[paragraph, [217.0, 871.5, 1550.0, 46.5], shoonya_0sCJDFA2ARJU3T, 5683120]
[paragraph, [217.0, 918.0, 1550.0, 46.5], shoonya_0sCJDFA2ARJU3T, 5683120]
[paragraph, [217.0, 964.5, 1550.0, 46.5], shoonya_0sCJDFA2ARJU3T, 5683120]
[paragraph, [215.0, 1163.0, 1539.0, 46.5], xZ5kc1qr6U, 5683120]
[paragraph, [215.0, 1209.5, 1539.0, 46.5], xZ5kc1qr6U, 5683120]
[paragraph, [215.0, 1256.0, 1539.0, 46.5], xZ5kc1qr6U, 5683120]
[paragraph, [215.0, 1302.5, 1539.0, 46.5], xZ5kc1qr6U, 5683120]
[paragraph, [215.0, 1349.0, 1539.0, 46.5], xZ5kc1qr6U, 5683120]
[paragraph, [215.0, 1395.5, 1539.0, 46.5], xZ5kc1qr6U, 5683120]
[paragraph, [215.0, 1442.0, 1539.0, 46.5], xZ5kc1qr6U, 5683120]
[paragraph, [215.0, 1488.5, 1539.0, 46.5], xZ5kc1qr6U, 5683120]
[paragraph, [215.0, 1535.0, 1539.0, 46.5], xZ5kc1qr6U, 5683120]
[paragraph, [215.0, 1581.5, 1539.0, 46.5], xZ5kc1qr6U, 5683120]
[paragraph, [215.0, 1628.0, 1539.0, 46.5], xZ5kc1qr6U, 5683120]
[paragraph, [215.0, 1674.5, 1539.0, 46.5], xZ5kc1qr6U, 5683120]
[paragraph, [215.0, 1721.0, 1539.0, 46.5], xZ5kc1qr6U, 5683120]
[paragraph, [215.0, 1767.5, 1539.0, 46.5], xZ5kc1qr6U, 5683120]
[paragraph, [215.0, 1814.0, 1539.0, 46.5], xZ5kc1qr6U, 5683120]
[paragraph, [215.0, 1860.5, 1539.0, 46.5], xZ5kc1qr6U, 5683120]
[paragraph, [215.0, 1907.0, 1539.0, 46.5], xZ5kc1qr6U, 5683120]
[paragraph, [215.0, 1953.5, 1539.0, 46.5], xZ5kc1qr6U, 5683120]
[paragraph, [215.0, 2000.0, 1539.0, 46.5], xZ5kc1qr6U, 5683120]
[paragraph, [215.0, 2046.5, 1539.0, 46.5], xZ5kc1qr6U, 5683120]
[paragraph, [215.0, 2093.0, 1539.0, 46.5], xZ5kc1qr6U, 5683120]
[paragraph, [215.0, 2139.5, 1539.0, 46.5], xZ5kc1qr6U, 5683120]
[paragraph, [215.0, 2186.0, 1539.0, 46.5], xZ5kc1qr6U, 5683120]
[paragraph, [215.0, 2232.5, 1539.0, 46.5], xZ5kc1qr6U, 5683120]
[paragraph, [215.0, 2279.0, 1539.0, 46.5], xZ5kc1qr6U, 5683120]
[paragraph, [215.0, 2325.5, 1539.0, 46.5], xZ5kc1qr6U, 5683120]
[paragraph, [215.0, 2372.0, 1539.0, 46.5], xZ5kc1qr6U, 5683120]
[paragraph, [215.0, 2418.5, 1539.0, 46.5], xZ5kc1qr6U, 5683120]
[paragraph, [215.0, 2465.0, 1539.0, 46.5], xZ5kc1qr6U, 5683120]
