[2338, 1654]
[paragraph, [289.0, 183.0, 1184.0, 36.0], shoonya_1sOJBUEZNHNF4S, 5753916]
[paragraph, [289.0, 219.0, 1184.0, 36.0], shoonya_1sOJBUEZNHNF4S, 5753916]
[paragraph, [289.0, 255.0, 1184.0, 36.0], shoonya_1sOJBUEZNHNF4S, 5753916]
[paragraph, [289.0, 291.0, 1184.0, 36.0], shoonya_1sOJBUEZNHNF4S, 5753916]
[paragraph, [289.0, 327.0, 1184.0, 36.0], shoonya_1sOJBUEZNHNF4S, 5753916]
[paragraph, [289.0, 363.0, 1184.0, 36.0], shoonya_1sOJBUEZNHNF4S, 5753916]
[paragraph, [283.0, 428.0, 1201.0, 36.0], shoonya_0s5MF789A40JYT, 5753916]
[paragraph, [283.0, 464.0, 1201.0, 36.0], shoonya_0s5MF789A40JYT, 5753916]
[paragraph, [283.0, 500.0, 1201.0, 36.0], shoonya_0s5MF789A40JYT, 5753916]
[paragraph, [283.0, 536.0, 1201.0, 36.0], shoonya_0s5MF789A40JYT, 5753916]
[paragraph, [283.0, 572.0, 1201.0, 36.0], shoonya_0s5MF789A40JYT, 5753916]
[paragraph, [283.0, 608.0, 1201.0, 36.0], shoonya_0s5MF789A40JYT, 5753916]
[paragraph, [283.0, 644.0, 1201.0, 36.0], shoonya_0s5MF789A40JYT, 5753916]
[paragraph, [283.0, 680.0, 1201.0, 36.0], shoonya_0s5MF789A40JYT, 5753916]
[paragraph, [283.0, 716.0, 1201.0, 36.0], shoonya_0s5MF789A40JYT, 5753916]
[paragraph, [283.0, 752.0, 1201.0, 36.0], shoonya_0s5MF789A40JYT, 5753916]
[paragraph, [283.0, 788.0, 1201.0, 36.0], shoonya_0s5MF789A40JYT, 5753916]
[paragraph, [283.0, 824.0, 1201.0, 36.0], shoonya_0s5MF789A40JYT, 5753916]
[paragraph, [283.0, 860.0, 1201.0, 36.0], shoonya_0s5MF789A40JYT, 5753916]
[paragraph, [283.0, 896.0, 1201.0, 36.0], shoonya_0s5MF789A40JYT, 5753916]
[paragraph, [283.0, 932.0, 1201.0, 36.0], shoonya_0s5MF789A40JYT, 5753916]
[paragraph, [283.0, 968.0, 1201.0, 36.0], shoonya_0s5MF789A40JYT, 5753916]
[paragraph, [283.0, 1004.0, 1201.0, 36.0], shoonya_0s5MF789A40JYT, 5753916]
[paragraph, [283.0, 1040.0, 1201.0, 36.0], shoonya_0s5MF789A40JYT, 5753916]
[paragraph, [283.0, 1076.0, 1201.0, 36.0], shoonya_0s5MF789A40JYT, 5753916]
[paragraph, [283.0, 1112.0, 1201.0, 36.0], shoonya_0s5MF789A40JYT, 5753916]
[paragraph, [283.0, 1148.0, 1201.0, 36.0], shoonya_0s5MF789A40JYT, 5753916]
[paragraph, [283.0, 1184.0, 1201.0, 36.0], shoonya_0s5MF789A40JYT, 5753916]
[paragraph, [283.0, 1220.0, 1201.0, 36.0], shoonya_0s5MF789A40JYT, 5753916]
[paragraph, [283.0, 1256.0, 1201.0, 36.0], shoonya_0s5MF789A40JYT, 5753916]
[paragraph, [283.0, 1292.0, 1201.0, 36.0], shoonya_0s5MF789A40JYT, 5753916]
[paragraph, [283.0, 1328.0, 1201.0, 36.0], shoonya_0s5MF789A40JYT, 5753916]
[paragraph, [283.0, 1364.0, 1201.0, 36.0], shoonya_0s5MF789A40JYT, 5753916]
[paragraph, [283.0, 1400.0, 1201.0, 36.0], shoonya_0s5MF789A40JYT, 5753916]
[paragraph, [283.0, 1436.0, 1201.0, 36.0], shoonya_0s5MF789A40JYT, 5753916]
[paragraph, [283.0, 1472.0, 1201.0, 36.0], shoonya_0s5MF789A40JYT, 5753916]
[paragraph, [283.0, 1508.0, 1201.0, 36.0], shoonya_0s5MF789A40JYT, 5753916]
[paragraph, [283.0, 1544.0, 1201.0, 36.0], shoonya_0s5MF789A40JYT, 5753916]
[paragraph, [283.0, 1580.0, 1201.0, 36.0], shoonya_0s5MF789A40JYT, 5753916]
[paragraph, [283.0, 1616.0, 1201.0, 36.0], shoonya_0s5MF789A40JYT, 5753916]
[paragraph, [283.0, 1652.0, 1201.0, 36.0], shoonya_0s5MF789A40JYT, 5753916]
[paragraph, [283.0, 1688.0, 1201.0, 36.0], shoonya_0s5MF789A40JYT, 5753916]
[paragraph, [283.0, 1724.0, 1201.0, 36.0], shoonya_0s5MF789A40JYT, 5753916]
[paragraph, [283.0, 1760.0, 1201.0, 36.0], shoonya_0s5MF789A40JYT, 5753916]
[paragraph, [283.0, 1796.0, 1201.0, 36.0], shoonya_0s5MF789A40JYT, 5753916]
[paragraph, [283.0, 1832.0, 1201.0, 36.0], shoonya_0s5MF789A40JYT, 5753916]
[paragraph, [283.0, 1868.0, 1201.0, 36.0], shoonya_0s5MF789A40JYT, 5753916]
[paragraph, [283.0, 1904.0, 1201.0, 36.0], shoonya_0s5MF789A40JYT, 5753916]
[paragraph, [283.0, 1940.0, 1201.0, 36.0], shoonya_0s5MF789A40JYT, 5753916]
[paragraph, [283.0, 1976.0, 1201.0, 36.0], shoonya_0s5MF789A40JYT, 5753916]
[paragraph, [283.0, 2012.0, 1201.0, 36.0], shoonya_0s5MF789A40JYT, 5753916]
[paragraph, [283.0, 2048.0, 1201.0, 36.0], shoonya_0s5MF789A40JYT, 5753916]
[paragraph, [283.0, 2084.0, 1201.0, 36.0], shoonya_0s5MF789A40JYT, 5753916]
