[1650, 1275]
[chapter-title, [849.0, 559.0, 257.0, 58.5], CKvKymgiVv, 5714339]
[paragraph, [249.0, 680.0, 894.0, 36.0], shoonya_0sG1PU89S466OV, 5714339]
[paragraph, [249.0, 716.0, 894.0, 36.0], shoonya_0sG1PU89S466OV, 5714339]
[paragraph, [249.0, 752.0, 894.0, 36.0], shoonya_0sG1PU89S466OV, 5714339]
[paragraph, [249.0, 788.0, 894.0, 36.0], shoonya_0sG1PU89S466OV, 5714339]
[paragraph, [249.0, 824.0, 894.0, 36.0], shoonya_0sG1PU89S466OV, 5714339]
[paragraph, [249.0, 860.0, 894.0, 36.0], shoonya_0sG1PU89S466OV, 5714339]
[paragraph, [249.0, 896.0, 894.0, 36.0], shoonya_0sG1PU89S466OV, 5714339]
[paragraph, [249.0, 932.0, 894.0, 36.0], shoonya_0sG1PU89S466OV, 5714339]
[paragraph, [249.0, 968.0, 894.0, 36.0], shoonya_0sG1PU89S466OV, 5714339]
[paragraph, [249.0, 1004.0, 894.0, 36.0], shoonya_0sG1PU89S466OV, 5714339]
[paragraph, [249.0, 1040.0, 894.0, 36.0], shoonya_0sG1PU89S466OV, 5714339]
[paragraph, [249.0, 1076.0, 894.0, 36.0], shoonya_0sG1PU89S466OV, 5714339]
[paragraph, [249.0, 1112.0, 894.0, 36.0], shoonya_0sG1PU89S466OV, 5714339]
[paragraph, [249.0, 1148.0, 894.0, 36.0], shoonya_0sG1PU89S466OV, 5714339]
[paragraph, [249.0, 1208.0, 897.0, 36.0], shoonya_1sDUXGIRJ03V20, 5714339]
[paragraph, [249.0, 1244.0, 897.0, 36.0], shoonya_1sDUXGIRJ03V20, 5714339]
[paragraph, [249.0, 1280.0, 897.0, 36.0], shoonya_1sDUXGIRJ03V20, 5714339]
[paragraph, [249.0, 1316.0, 897.0, 36.0], shoonya_1sDUXGIRJ03V20, 5714339]
[paragraph, [249.0, 1352.0, 897.0, 36.0], shoonya_1sDUXGIRJ03V20, 5714339]
[paragraph, [249.0, 1388.0, 897.0, 36.0], shoonya_1sDUXGIRJ03V20, 5714339]
[paragraph, [249.0, 1424.0, 897.0, 36.0], shoonya_1sDUXGIRJ03V20, 5714339]
