[2717, 1772]
[folio, [785.0, 232.0, 211.0, 46.5], shoonya_3sUW12MBFGA6F3, 5721217]
[paragraph, [221.0, 347.0, 1337.0, 46.5], shoonya_0sZ4LY6NQZUQHH, 5721217]
[paragraph, [221.0, 393.5, 1337.0, 46.5], shoonya_0sZ4LY6NQZUQHH, 5721217]
[paragraph, [221.0, 440.0, 1337.0, 46.5], shoonya_0sZ4LY6NQZUQHH, 5721217]
[paragraph, [221.0, 486.5, 1337.0, 46.5], shoonya_0sZ4LY6NQZUQHH, 5721217]
[paragraph, [221.0, 533.0, 1337.0, 46.5], shoonya_0sZ4LY6NQZUQHH, 5721217]
[paragraph, [221.0, 606.0, 1341.0, 46.5], shoonya_4s04U5V7YM2W65, 5721217]
[paragraph, [221.0, 652.5, 1341.0, 46.5], shoonya_4s04U5V7YM2W65, 5721217]
[paragraph, [221.0, 699.0, 1341.0, 46.5], shoonya_4s04U5V7YM2W65, 5721217]
[paragraph, [221.0, 745.5, 1341.0, 46.5], shoonya_4s04U5V7YM2W65, 5721217]
[paragraph, [221.0, 792.0, 1341.0, 46.5], shoonya_4s04U5V7YM2W65, 5721217]
[paragraph, [221.0, 838.5, 1341.0, 46.5], shoonya_4s04U5V7YM2W65, 5721217]
[paragraph, [221.0, 885.0, 1341.0, 46.5], shoonya_4s04U5V7YM2W65, 5721217]
[paragraph, [221.0, 931.5, 1341.0, 46.5], shoonya_4s04U5V7YM2W65, 5721217]
[paragraph, [221.0, 978.0, 1341.0, 46.5], shoonya_4s04U5V7YM2W65, 5721217]
[paragraph, [221.0, 1024.5, 1341.0, 46.5], shoonya_4s04U5V7YM2W65, 5721217]
[paragraph, [221.0, 1071.0, 1341.0, 46.5], shoonya_4s04U5V7YM2W65, 5721217]
[paragraph, [221.0, 1117.5, 1341.0, 46.5], shoonya_4s04U5V7YM2W65, 5721217]
[paragraph, [221.0, 1164.0, 1341.0, 46.5], shoonya_4s04U5V7YM2W65, 5721217]
[paragraph, [223.0, 1259.0, 1335.0, 46.5], wjYJrPfKr_, 5721217]
[paragraph, [223.0, 1305.5, 1335.0, 46.5], wjYJrPfKr_, 5721217]
[paragraph, [223.0, 1352.0, 1335.0, 46.5], wjYJrPfKr_, 5721217]
[paragraph, [223.0, 1398.5, 1335.0, 46.5], wjYJrPfKr_, 5721217]
[paragraph, [222.0, 1493.0, 1338.0, 46.5], shoonya_1s0YJMRX5EX3S7, 5721217]
[paragraph, [222.0, 1539.5, 1338.0, 46.5], shoonya_1s0YJMRX5EX3S7, 5721217]
[paragraph, [222.0, 1586.0, 1338.0, 46.5], shoonya_1s0YJMRX5EX3S7, 5721217]
[paragraph, [222.0, 1632.5, 1338.0, 46.5], shoonya_1s0YJMRX5EX3S7, 5721217]
[paragraph, [222.0, 1679.0, 1338.0, 46.5], shoonya_1s0YJMRX5EX3S7, 5721217]
[paragraph, [222.0, 1725.5, 1338.0, 46.5], shoonya_1s0YJMRX5EX3S7, 5721217]
[paragraph, [222.0, 1772.0, 1338.0, 46.5], shoonya_1s0YJMRX5EX3S7, 5721217]
[paragraph, [222.0, 1818.5, 1338.0, 46.5], shoonya_1s0YJMRX5EX3S7, 5721217]
[paragraph, [222.0, 1865.0, 1338.0, 46.5], shoonya_1s0YJMRX5EX3S7, 5721217]
[paragraph, [222.0, 1911.5, 1338.0, 46.5], shoonya_1s0YJMRX5EX3S7, 5721217]
[paragraph, [222.0, 1958.0, 1338.0, 46.5], shoonya_1s0YJMRX5EX3S7, 5721217]
[paragraph, [222.0, 2004.5, 1338.0, 46.5], shoonya_1s0YJMRX5EX3S7, 5721217]
[paragraph, [222.0, 2051.0, 1338.0, 46.5], shoonya_1s0YJMRX5EX3S7, 5721217]
[paragraph, [222.0, 2097.5, 1338.0, 46.5], shoonya_1s0YJMRX5EX3S7, 5721217]
[paragraph, [225.0, 2185.0, 1337.0, 46.5], stOHkVQthi, 5721217]
[paragraph, [225.0, 2231.5, 1337.0, 46.5], stOHkVQthi, 5721217]
[paragraph, [225.0, 2278.0, 1337.0, 46.5], stOHkVQthi, 5721217]
[paragraph, [225.0, 2324.5, 1337.0, 46.5], stOHkVQthi, 5721217]
[paragraph, [225.0, 2371.0, 1337.0, 46.5], stOHkVQthi, 5721217]
[paragraph, [225.0, 2417.5, 1337.0, 46.5], stOHkVQthi, 5721217]
[paragraph, [225.0, 2464.0, 1337.0, 46.5], stOHkVQthi, 5721217]
