[1578, 1028]
[paragraph, [70.0, 48.0, 873.0, 36.0], shoonya_0sOWPUUTBZ77CV, 5750298]
[paragraph, [70.0, 84.0, 873.0, 36.0], shoonya_0sOWPUUTBZ77CV, 5750298]
[paragraph, [70.0, 120.0, 873.0, 36.0], shoonya_0sOWPUUTBZ77CV, 5750298]
[paragraph, [70.0, 156.0, 873.0, 36.0], shoonya_0sOWPUUTBZ77CV, 5750298]
[paragraph, [70.0, 192.0, 873.0, 36.0], shoonya_0sOWPUUTBZ77CV, 5750298]
[paragraph, [70.0, 228.0, 873.0, 36.0], shoonya_0sOWPUUTBZ77CV, 5750298]
[paragraph, [70.0, 264.0, 873.0, 36.0], shoonya_0sOWPUUTBZ77CV, 5750298]
[paragraph, [70.0, 300.0, 873.0, 36.0], shoonya_0sOWPUUTBZ77CV, 5750298]
[paragraph, [70.0, 336.0, 873.0, 36.0], shoonya_0sOWPUUTBZ77CV, 5750298]
[paragraph, [70.0, 372.0, 873.0, 36.0], shoonya_0sOWPUUTBZ77CV, 5750298]
[chapter-title, [303.0, 415.0, 407.0, 58.5], shoonya_4s9LSR2WPV1CRY, 5750298]
[ordered-list, [65.0, 525.0, 871.0, 36.0], shoonya_2sRBKY1ZTBFH2L, 5750298]
[ordered-list, [65.0, 561.0, 871.0, 36.0], shoonya_2sRBKY1ZTBFH2L, 5750298]
[ordered-list, [65.0, 597.0, 871.0, 36.0], shoonya_2sRBKY1ZTBFH2L, 5750298]
[ordered-list, [65.0, 633.0, 871.0, 36.0], shoonya_2sRBKY1ZTBFH2L, 5750298]
[ordered-list, [65.0, 669.0, 871.0, 36.0], shoonya_2sRBKY1ZTBFH2L, 5750298]
[ordered-list, [65.0, 705.0, 871.0, 36.0], shoonya_2sRBKY1ZTBFH2L, 5750298]
[ordered-list, [65.0, 741.0, 871.0, 36.0], shoonya_2sRBKY1ZTBFH2L, 5750298]
[ordered-list, [65.0, 777.0, 871.0, 36.0], shoonya_2sRBKY1ZTBFH2L, 5750298]
[ordered-list, [65.0, 813.0, 871.0, 36.0], shoonya_2sRBKY1ZTBFH2L, 5750298]
[ordered-list, [65.0, 849.0, 871.0, 36.0], shoonya_2sRBKY1ZTBFH2L, 5750298]
[ordered-list, [65.0, 885.0, 871.0, 36.0], shoonya_2sRBKY1ZTBFH2L, 5750298]
[ordered-list, [65.0, 921.0, 871.0, 36.0], shoonya_2sRBKY1ZTBFH2L, 5750298]
[ordered-list, [65.0, 957.0, 871.0, 36.0], shoonya_2sRBKY1ZTBFH2L, 5750298]
[ordered-list, [65.0, 993.0, 871.0, 36.0], shoonya_2sRBKY1ZTBFH2L, 5750298]
[ordered-list, [65.0, 1029.0, 871.0, 36.0], shoonya_2sRBKY1ZTBFH2L, 5750298]
[ordered-list, [65.0, 1065.0, 871.0, 36.0], shoonya_2sRBKY1ZTBFH2L, 5750298]
[ordered-list, [65.0, 1101.0, 871.0, 36.0], shoonya_2sRBKY1ZTBFH2L, 5750298]
[ordered-list, [65.0, 1137.0, 871.0, 36.0], shoonya_2sRBKY1ZTBFH2L, 5750298]
[ordered-list, [65.0, 1173.0, 871.0, 36.0], shoonya_2sRBKY1ZTBFH2L, 5750298]
[ordered-list, [65.0, 1209.0, 871.0, 36.0], shoonya_2sRBKY1ZTBFH2L, 5750298]
[ordered-list, [65.0, 1245.0, 871.0, 36.0], shoonya_2sRBKY1ZTBFH2L, 5750298]
[ordered-list, [65.0, 1281.0, 871.0, 36.0], shoonya_2sRBKY1ZTBFH2L, 5750298]
[ordered-list, [65.0, 1317.0, 871.0, 36.0], shoonya_2sRBKY1ZTBFH2L, 5750298]
[ordered-list, [65.0, 1353.0, 871.0, 36.0], shoonya_2sRBKY1ZTBFH2L, 5750298]
[ordered-list, [65.0, 1389.0, 871.0, 36.0], shoonya_2sRBKY1ZTBFH2L, 5750298]
