[1983, 2806]
[section-title, [263.0, 105.0, 913.0, 49.5], shoonya_10s9EKOIVN3IBD, 5700155]
[section-title, [1583.0, 125.0, 822.0, 49.5], shoonya_7sE3HD2VWHGZSX, 5700155]
[section-title, [1583.0, 174.5, 822.0, 49.5], shoonya_7sE3HD2VWHGZSX, 5700155]
[paragraph, [262.0, 223.0, 922.0, 36.0], shoonya_8sY81SO6UJ5R24, 5700155]
[paragraph, [262.0, 259.0, 922.0, 36.0], shoonya_8sY81SO6UJ5R24, 5700155]
[paragraph, [262.0, 295.0, 922.0, 36.0], shoonya_8sY81SO6UJ5R24, 5700155]
[paragraph, [262.0, 331.0, 922.0, 36.0], shoonya_8sY81SO6UJ5R24, 5700155]
[paragraph, [1581.0, 280.0, 947.0, 36.0], Svo8ytr2oK, 5700155]
[paragraph, [1581.0, 316.0, 947.0, 36.0], Svo8ytr2oK, 5700155]
[paragraph, [1581.0, 352.0, 947.0, 36.0], Svo8ytr2oK, 5700155]
[paragraph, [263.0, 434.0, 929.0, 36.0], shoonya_9s9M1TELPVAPBM, 5700155]
[paragraph, [263.0, 470.0, 929.0, 36.0], shoonya_9s9M1TELPVAPBM, 5700155]
[paragraph, [263.0, 506.0, 929.0, 36.0], shoonya_9s9M1TELPVAPBM, 5700155]
[paragraph, [263.0, 542.0, 929.0, 36.0], shoonya_9s9M1TELPVAPBM, 5700155]
[paragraph, [263.0, 578.0, 929.0, 36.0], shoonya_9s9M1TELPVAPBM, 5700155]
[paragraph, [263.0, 614.0, 929.0, 36.0], shoonya_9s9M1TELPVAPBM, 5700155]
[paragraph, [1574.0, 455.0, 936.0, 36.0], 7GnBdCPgms, 5700155]
[paragraph, [1574.0, 491.0, 936.0, 36.0], 7GnBdCPgms, 5700155]
[paragraph, [1574.0, 527.0, 936.0, 36.0], 7GnBdCPgms, 5700155]
[paragraph, [1574.0, 563.0, 936.0, 36.0], 7GnBdCPgms, 5700155]
[paragraph, [1580.0, 663.0, 595.0, 36.0], shoonya_6sRWF2LH3K8GPK, 5700155]
[paragraph, [1580.0, 699.0, 595.0, 36.0], shoonya_6sRWF2LH3K8GPK, 5700155]
[paragraph, [1580.0, 735.0, 595.0, 36.0], shoonya_6sRWF2LH3K8GPK, 5700155]
[paragraph, [1580.0, 771.0, 595.0, 36.0], shoonya_6sRWF2LH3K8GPK, 5700155]
[paragraph, [1580.0, 807.0, 595.0, 36.0], shoonya_6sRWF2LH3K8GPK, 5700155]
[paragraph, [1580.0, 843.0, 595.0, 36.0], shoonya_6sRWF2LH3K8GPK, 5700155]
[paragraph, [1580.0, 879.0, 595.0, 36.0], shoonya_6sRWF2LH3K8GPK, 5700155]
[paragraph, [266.0, 690.0, 947.0, 36.0], VYn-FCkzZV, 5700155]
[paragraph, [266.0, 726.0, 947.0, 36.0], VYn-FCkzZV, 5700155]
[paragraph, [266.0, 762.0, 947.0, 36.0], VYn-FCkzZV, 5700155]
