[2650, 2048]
[section-title, [337.0, 226.0, 509.0, 79.5], shoonya_0s0E3R5PIXJCFE, 6474006]
[unordered-list, [413.0, 364.0, 1030.0, 46.5], shoonya_1sAUFNVJULDJA9, 6474006]
[unordered-list, [413.0, 410.5, 1030.0, 46.5], shoonya_1sAUFNVJULDJA9, 6474006]
[unordered-list, [413.0, 457.0, 1030.0, 46.5], shoonya_1sAUFNVJULDJA9, 6474006]
[unordered-list, [413.0, 503.5, 1030.0, 46.5], shoonya_1sAUFNVJULDJA9, 6474006]
[unordered-list, [413.0, 550.0, 1030.0, 46.5], shoonya_1sAUFNVJULDJA9, 6474006]
[section-title, [350.0, 673.0, 1144.0, 79.5], o7h61k0Jrq, 6474006]
[paragraph, [348.0, 796.0, 1674.0, 46.5], HSa4PMGKq3, 6474006]
[paragraph, [348.0, 842.5, 1674.0, 46.5], HSa4PMGKq3, 6474006]
[paragraph, [348.0, 889.0, 1674.0, 46.5], HSa4PMGKq3, 6474006]
[paragraph, [348.0, 935.5, 1674.0, 46.5], HSa4PMGKq3, 6474006]
[paragraph, [345.0, 1044.0, 1669.0, 46.5], H4IDqw8HCF, 6474006]
[paragraph, [345.0, 1090.5, 1669.0, 46.5], H4IDqw8HCF, 6474006]
[paragraph, [345.0, 1137.0, 1669.0, 46.5], H4IDqw8HCF, 6474006]
[paragraph, [345.0, 1246.0, 1674.0, 46.5], YJLgM91GCU, 6474006]
[paragraph, [345.0, 1292.5, 1674.0, 46.5], YJLgM91GCU, 6474006]
[paragraph, [345.0, 1339.0, 1674.0, 46.5], YJLgM91GCU, 6474006]
[paragraph, [345.0, 1385.5, 1674.0, 46.5], YJLgM91GCU, 6474006]
[paragraph, [345.0, 1432.0, 1674.0, 46.5], YJLgM91GCU, 6474006]
[paragraph, [345.0, 1478.5, 1674.0, 46.5], YJLgM91GCU, 6474006]
[paragraph, [345.0, 1525.0, 1674.0, 46.5], YJLgM91GCU, 6474006]
[paragraph, [345.0, 1571.5, 1674.0, 46.5], YJLgM91GCU, 6474006]
[paragraph, [345.0, 1618.0, 1674.0, 46.5], YJLgM91GCU, 6474006]
[paragraph, [348.0, 1720.0, 1669.0, 46.5], bEw50GI94X, 6474006]
[paragraph, [348.0, 1766.5, 1669.0, 46.5], bEw50GI94X, 6474006]
[paragraph, [348.0, 1813.0, 1669.0, 46.5], bEw50GI94X, 6474006]
[paragraph, [348.0, 1859.5, 1669.0, 46.5], bEw50GI94X, 6474006]
[paragraph, [348.0, 1906.0, 1669.0, 46.5], bEw50GI94X, 6474006]
[paragraph, [348.0, 1952.5, 1669.0, 46.5], bEw50GI94X, 6474006]
[paragraph, [348.0, 1999.0, 1669.0, 46.5], bEw50GI94X, 6474006]
[paragraph, [348.0, 2045.5, 1669.0, 46.5], bEw50GI94X, 6474006]
[paragraph, [348.0, 2140.0, 1676.0, 46.5], Mnq2zTshLv, 6474006]
[paragraph, [348.0, 2186.5, 1676.0, 46.5], Mnq2zTshLv, 6474006]
[paragraph, [348.0, 2233.0, 1676.0, 46.5], Mnq2zTshLv, 6474006]
