[1253, 917]
[chapter-title, [275.0, 48.0, 252.0, 30.0], shoonya_9s8ID4L9GHHL04, 5776253]
[paragraph, [87.0, 88.0, 629.0, 18.0], shoonya_6s3FF7MMB5RIX9, 5776253]
[paragraph, [87.0, 106.0, 629.0, 18.0], shoonya_6s3FF7MMB5RIX9, 5776253]
[paragraph, [87.0, 124.0, 629.0, 18.0], shoonya_6s3FF7MMB5RIX9, 5776253]
[paragraph, [87.0, 142.0, 629.0, 18.0], shoonya_6s3FF7MMB5RIX9, 5776253]
[paragraph, [89.0, 166.0, 628.0, 18.0], shoonya_8sA3180GMTM3Z5, 5776253]
[paragraph, [89.0, 184.0, 628.0, 18.0], shoonya_8sA3180GMTM3Z5, 5776253]
[paragraph, [86.0, 212.0, 635.0, 18.0], shoonya_3sKMO9S9DLTA6E, 5776253]
[paragraph, [86.0, 230.0, 635.0, 18.0], shoonya_3sKMO9S9DLTA6E, 5776253]
[paragraph, [86.0, 248.0, 635.0, 18.0], shoonya_3sKMO9S9DLTA6E, 5776253]
[paragraph, [86.0, 266.0, 635.0, 18.0], shoonya_3sKMO9S9DLTA6E, 5776253]
[paragraph, [86.0, 284.0, 635.0, 18.0], shoonya_3sKMO9S9DLTA6E, 5776253]
[paragraph, [86.0, 302.0, 635.0, 18.0], shoonya_3sKMO9S9DLTA6E, 5776253]
[paragraph, [86.0, 320.0, 635.0, 18.0], shoonya_3sKMO9S9DLTA6E, 5776253]
[paragraph, [86.0, 338.0, 635.0, 18.0], shoonya_3sKMO9S9DLTA6E, 5776253]
[paragraph, [86.0, 356.0, 635.0, 18.0], shoonya_3sKMO9S9DLTA6E, 5776253]
[paragraph, [86.0, 374.0, 635.0, 18.0], shoonya_3sKMO9S9DLTA6E, 5776253]
[paragraph, [86.0, 392.0, 635.0, 18.0], shoonya_3sKMO9S9DLTA6E, 5776253]
[paragraph, [86.0, 410.0, 635.0, 18.0], shoonya_3sKMO9S9DLTA6E, 5776253]
[paragraph, [89.0, 441.0, 633.0, 18.0], shoonya_0s5CSIX7RK8751, 5776253]
[paragraph, [89.0, 459.0, 633.0, 18.0], shoonya_0s5CSIX7RK8751, 5776253]
[paragraph, [89.0, 477.0, 633.0, 18.0], shoonya_0s5CSIX7RK8751, 5776253]
[paragraph, [89.0, 495.0, 633.0, 18.0], shoonya_0s5CSIX7RK8751, 5776253]
[paragraph, [89.0, 513.0, 633.0, 18.0], shoonya_0s5CSIX7RK8751, 5776253]
[paragraph, [89.0, 531.0, 633.0, 18.0], shoonya_0s5CSIX7RK8751, 5776253]
[paragraph, [89.0, 549.0, 633.0, 18.0], shoonya_0s5CSIX7RK8751, 5776253]
[paragraph, [89.0, 567.0, 633.0, 18.0], shoonya_0s5CSIX7RK8751, 5776253]
[paragraph, [89.0, 585.0, 633.0, 18.0], shoonya_0s5CSIX7RK8751, 5776253]
[paragraph, [90.0, 619.0, 633.0, 18.0], shoonya_1s42MWTUMYF58W, 5776253]
[paragraph, [90.0, 637.0, 633.0, 18.0], shoonya_1s42MWTUMYF58W, 5776253]
[paragraph, [90.0, 655.0, 633.0, 18.0], shoonya_1s42MWTUMYF58W, 5776253]
[paragraph, [90.0, 673.0, 633.0, 18.0], shoonya_1s42MWTUMYF58W, 5776253]
[paragraph, [90.0, 691.0, 633.0, 18.0], shoonya_1s42MWTUMYF58W, 5776253]
[paragraph, [90.0, 709.0, 633.0, 18.0], shoonya_1s42MWTUMYF58W, 5776253]
[paragraph, [90.0, 727.0, 633.0, 18.0], shoonya_1s42MWTUMYF58W, 5776253]
[paragraph, [90.0, 745.0, 633.0, 18.0], shoonya_1s42MWTUMYF58W, 5776253]
[paragraph, [90.0, 763.0, 633.0, 18.0], shoonya_1s42MWTUMYF58W, 5776253]
[paragraph, [90.0, 792.0, 632.0, 18.0], shoonya_2sQANDU7N060P8, 5776253]
[paragraph, [90.0, 810.0, 632.0, 18.0], shoonya_2sQANDU7N060P8, 5776253]
[paragraph, [90.0, 828.0, 632.0, 18.0], shoonya_2sQANDU7N060P8, 5776253]
[paragraph, [90.0, 846.0, 632.0, 18.0], shoonya_2sQANDU7N060P8, 5776253]
[paragraph, [90.0, 864.0, 632.0, 18.0], shoonya_2sQANDU7N060P8, 5776253]
[paragraph, [91.0, 892.0, 634.0, 18.0], shoonya_5sV2T3AKTXVEQ0, 5776253]
[paragraph, [91.0, 910.0, 634.0, 18.0], shoonya_5sV2T3AKTXVEQ0, 5776253]
[paragraph, [91.0, 928.0, 634.0, 18.0], shoonya_5sV2T3AKTXVEQ0, 5776253]
[paragraph, [84.0, 950.0, 648.0, 18.0], W_ZXQUOxM8, 5776253]
[paragraph, [84.0, 968.0, 648.0, 18.0], W_ZXQUOxM8, 5776253]
[paragraph, [98.0, 1000.0, 362.0, 18.0], 5IFWHY5I1G, 5776253]
[paragraph, [109.0, 1019.0, 294.0, 18.0], shoonya_10sRRHKZY9M6Q0, 5776253]
[paragraph, [93.0, 1043.0, 633.0, 18.0], shoonya_4sEFUBS33D08KA, 5776253]
[paragraph, [93.0, 1061.0, 633.0, 18.0], shoonya_4sEFUBS33D08KA, 5776253]
