[595, 401]
[section-title, [82.0, 121.0, 233.0, 30.0], 6vg4ihWb9I, 5711250]
[paragraph, [46.0, 206.0, 312.0, 18.0], shoonya_0sVLA9ZK7CCJW6, 5711250]
[paragraph, [46.0, 224.0, 312.0, 18.0], shoonya_0sVLA9ZK7CCJW6, 5711250]
[paragraph, [46.0, 242.0, 312.0, 18.0], shoonya_0sVLA9ZK7CCJW6, 5711250]
[paragraph, [46.0, 260.0, 312.0, 18.0], shoonya_0sVLA9ZK7CCJW6, 5711250]
[paragraph, [46.0, 278.0, 312.0, 18.0], shoonya_0sVLA9ZK7CCJW6, 5711250]
[paragraph, [46.0, 296.0, 312.0, 18.0], shoonya_0sVLA9ZK7CCJW6, 5711250]
[paragraph, [46.0, 314.0, 312.0, 18.0], shoonya_0sVLA9ZK7CCJW6, 5711250]
[paragraph, [46.0, 332.0, 312.0, 18.0], shoonya_0sVLA9ZK7CCJW6, 5711250]
[paragraph, [46.0, 350.0, 312.0, 18.0], shoonya_0sVLA9ZK7CCJW6, 5711250]
[paragraph, [46.0, 368.0, 312.0, 18.0], shoonya_0sVLA9ZK7CCJW6, 5711250]
[paragraph, [46.0, 386.0, 312.0, 18.0], shoonya_0sVLA9ZK7CCJW6, 5711250]
[paragraph, [46.0, 404.0, 312.0, 18.0], shoonya_0sVLA9ZK7CCJW6, 5711250]
[paragraph, [46.0, 422.0, 312.0, 18.0], shoonya_0sVLA9ZK7CCJW6, 5711250]
[paragraph, [46.0, 440.0, 312.0, 18.0], shoonya_0sVLA9ZK7CCJW6, 5711250]
[paragraph, [46.0, 458.0, 312.0, 18.0], shoonya_0sVLA9ZK7CCJW6, 5711250]
[paragraph, [46.0, 476.0, 312.0, 18.0], shoonya_0sVLA9ZK7CCJW6, 5711250]
[paragraph, [50.0, 495.0, 306.0, 18.0], shoonya_1s20ZZ4O4X8LG1, 5711250]
[paragraph, [50.0, 513.0, 306.0, 18.0], shoonya_1s20ZZ4O4X8LG1, 5711250]
[paragraph, [50.0, 531.0, 306.0, 18.0], shoonya_1s20ZZ4O4X8LG1, 5711250]
