[1625, 1211]
[paragraph, [434.0, 81.0, 340.0, 36.0], PUVdjvuKGH, 5742817]
[paragraph, [434.0, 117.0, 340.0, 36.0], PUVdjvuKGH, 5742817]
[paragraph, [434.0, 153.0, 340.0, 36.0], PUVdjvuKGH, 5742817]
[paragraph, [434.0, 189.0, 340.0, 36.0], PUVdjvuKGH, 5742817]
[paragraph, [434.0, 225.0, 340.0, 36.0], PUVdjvuKGH, 5742817]
[paragraph, [434.0, 261.0, 340.0, 36.0], PUVdjvuKGH, 5742817]
[paragraph, [434.0, 297.0, 340.0, 36.0], PUVdjvuKGH, 5742817]
[paragraph, [434.0, 333.0, 340.0, 36.0], PUVdjvuKGH, 5742817]
[paragraph, [434.0, 369.0, 340.0, 36.0], PUVdjvuKGH, 5742817]
[paragraph, [434.0, 405.0, 340.0, 36.0], PUVdjvuKGH, 5742817]
[paragraph, [434.0, 441.0, 340.0, 36.0], PUVdjvuKGH, 5742817]
[section-title, [84.0, 169.0, 332.0, 49.5], shoonya_2sGR3TI7DFHHYU, 5742817]
[author, [112.0, 252.0, 267.0, 36.0], R37hxvDKeX, 5742817]
[paragraph, [81.0, 311.0, 333.0, 36.0], GLqzB0UO8-, 5742817]
[paragraph, [81.0, 347.0, 333.0, 36.0], GLqzB0UO8-, 5742817]
[paragraph, [81.0, 383.0, 333.0, 36.0], GLqzB0UO8-, 5742817]
[paragraph, [81.0, 419.0, 333.0, 36.0], GLqzB0UO8-, 5742817]
[paragraph, [81.0, 455.0, 333.0, 36.0], GLqzB0UO8-, 5742817]
[paragraph, [81.0, 491.0, 333.0, 36.0], GLqzB0UO8-, 5742817]
[paragraph, [81.0, 527.0, 333.0, 36.0], GLqzB0UO8-, 5742817]
[paragraph, [81.0, 563.0, 333.0, 36.0], GLqzB0UO8-, 5742817]
[paragraph, [791.0, 406.0, 335.0, 36.0], shoonya_4sILDU37B0II3W, 5742817]
[paragraph, [791.0, 442.0, 335.0, 36.0], shoonya_4sILDU37B0II3W, 5742817]
[paragraph, [791.0, 478.0, 335.0, 36.0], shoonya_4sILDU37B0II3W, 5742817]
[paragraph, [791.0, 514.0, 335.0, 36.0], shoonya_4sILDU37B0II3W, 5742817]
[paragraph, [437.0, 508.0, 340.0, 36.0], i-xeZwW4Sb, 5742817]
[paragraph, [437.0, 544.0, 340.0, 36.0], i-xeZwW4Sb, 5742817]
[paragraph, [437.0, 580.0, 340.0, 36.0], i-xeZwW4Sb, 5742817]
[paragraph, [437.0, 616.0, 340.0, 36.0], i-xeZwW4Sb, 5742817]
[paragraph, [437.0, 652.0, 340.0, 36.0], i-xeZwW4Sb, 5742817]
[paragraph, [437.0, 688.0, 340.0, 36.0], i-xeZwW4Sb, 5742817]
[paragraph, [437.0, 724.0, 340.0, 36.0], i-xeZwW4Sb, 5742817]
[paragraph, [437.0, 760.0, 340.0, 36.0], i-xeZwW4Sb, 5742817]
[paragraph, [437.0, 796.0, 340.0, 36.0], i-xeZwW4Sb, 5742817]
[paragraph, [437.0, 832.0, 340.0, 36.0], i-xeZwW4Sb, 5742817]
[paragraph, [437.0, 868.0, 340.0, 36.0], i-xeZwW4Sb, 5742817]
[paragraph, [437.0, 904.0, 340.0, 36.0], i-xeZwW4Sb, 5742817]
[paragraph, [437.0, 940.0, 340.0, 36.0], i-xeZwW4Sb, 5742817]
[paragraph, [437.0, 976.0, 340.0, 36.0], i-xeZwW4Sb, 5742817]
[paragraph, [437.0, 1012.0, 340.0, 36.0], i-xeZwW4Sb, 5742817]
[paragraph, [437.0, 1048.0, 340.0, 36.0], i-xeZwW4Sb, 5742817]
[sub-section-title, [823.0, 581.0, 290.0, 36.0], s0E_zv0oua, 5742817]
[paragraph, [791.0, 626.0, 340.0, 36.0], y1STqjqJLf, 5742817]
[paragraph, [791.0, 662.0, 340.0, 36.0], y1STqjqJLf, 5742817]
[paragraph, [791.0, 698.0, 340.0, 36.0], y1STqjqJLf, 5742817]
[paragraph, [791.0, 734.0, 340.0, 36.0], y1STqjqJLf, 5742817]
[paragraph, [791.0, 770.0, 340.0, 36.0], y1STqjqJLf, 5742817]
[paragraph, [791.0, 806.0, 340.0, 36.0], y1STqjqJLf, 5742817]
[paragraph, [791.0, 842.0, 340.0, 36.0], y1STqjqJLf, 5742817]
[paragraph, [791.0, 878.0, 340.0, 36.0], y1STqjqJLf, 5742817]
[paragraph, [81.0, 628.0, 337.0, 36.0], joVjOt3vJu, 5742817]
[paragraph, [81.0, 664.0, 337.0, 36.0], joVjOt3vJu, 5742817]
[paragraph, [81.0, 700.0, 337.0, 36.0], joVjOt3vJu, 5742817]
[paragraph, [81.0, 736.0, 337.0, 36.0], joVjOt3vJu, 5742817]
[paragraph, [81.0, 772.0, 337.0, 36.0], joVjOt3vJu, 5742817]
[paragraph, [81.0, 808.0, 337.0, 36.0], joVjOt3vJu, 5742817]
[paragraph, [81.0, 844.0, 337.0, 36.0], joVjOt3vJu, 5742817]
[paragraph, [81.0, 880.0, 337.0, 36.0], joVjOt3vJu, 5742817]
[paragraph, [81.0, 916.0, 337.0, 36.0], joVjOt3vJu, 5742817]
[paragraph, [81.0, 952.0, 337.0, 36.0], joVjOt3vJu, 5742817]
[paragraph, [792.0, 935.0, 334.0, 36.0], shoonya_3sMGW9BGIPSCZW, 5742817]
[paragraph, [792.0, 971.0, 334.0, 36.0], shoonya_3sMGW9BGIPSCZW, 5742817]
[paragraph, [792.0, 1007.0, 334.0, 36.0], shoonya_3sMGW9BGIPSCZW, 5742817]
[paragraph, [792.0, 1043.0, 334.0, 36.0], shoonya_3sMGW9BGIPSCZW, 5742817]
[paragraph, [80.0, 1014.0, 339.0, 36.0], QGhNm5-SyO, 5742817]
[paragraph, [80.0, 1050.0, 339.0, 36.0], QGhNm5-SyO, 5742817]
[paragraph, [80.0, 1086.0, 339.0, 36.0], QGhNm5-SyO, 5742817]
[paragraph, [80.0, 1122.0, 339.0, 36.0], QGhNm5-SyO, 5742817]
[paragraph, [80.0, 1158.0, 339.0, 36.0], QGhNm5-SyO, 5742817]
[paragraph, [80.0, 1194.0, 339.0, 36.0], QGhNm5-SyO, 5742817]
[paragraph, [80.0, 1230.0, 339.0, 36.0], QGhNm5-SyO, 5742817]
[paragraph, [80.0, 1266.0, 339.0, 36.0], QGhNm5-SyO, 5742817]
[paragraph, [80.0, 1302.0, 339.0, 36.0], QGhNm5-SyO, 5742817]
[paragraph, [80.0, 1338.0, 339.0, 36.0], QGhNm5-SyO, 5742817]
[paragraph, [80.0, 1374.0, 339.0, 36.0], QGhNm5-SyO, 5742817]
[paragraph, [80.0, 1410.0, 339.0, 36.0], QGhNm5-SyO, 5742817]
[paragraph, [80.0, 1446.0, 339.0, 36.0], QGhNm5-SyO, 5742817]
[paragraph, [434.0, 1116.0, 339.0, 36.0], e_lwPMyWZg, 5742817]
[paragraph, [434.0, 1152.0, 339.0, 36.0], e_lwPMyWZg, 5742817]
[paragraph, [434.0, 1188.0, 339.0, 36.0], e_lwPMyWZg, 5742817]
[paragraph, [434.0, 1224.0, 339.0, 36.0], e_lwPMyWZg, 5742817]
[paragraph, [434.0, 1260.0, 339.0, 36.0], e_lwPMyWZg, 5742817]
[paragraph, [434.0, 1296.0, 339.0, 36.0], e_lwPMyWZg, 5742817]
[paragraph, [434.0, 1332.0, 339.0, 36.0], e_lwPMyWZg, 5742817]
[paragraph, [434.0, 1368.0, 339.0, 36.0], e_lwPMyWZg, 5742817]
[paragraph, [434.0, 1404.0, 339.0, 36.0], e_lwPMyWZg, 5742817]
[paragraph, [434.0, 1440.0, 339.0, 36.0], e_lwPMyWZg, 5742817]
[paragraph, [793.0, 1118.0, 341.0, 36.0], shoonya_1s7BKUPAGWXK2F, 5742817]
[paragraph, [793.0, 1154.0, 341.0, 36.0], shoonya_1s7BKUPAGWXK2F, 5742817]
[paragraph, [793.0, 1190.0, 341.0, 36.0], shoonya_1s7BKUPAGWXK2F, 5742817]
[paragraph, [793.0, 1226.0, 341.0, 36.0], shoonya_1s7BKUPAGWXK2F, 5742817]
[paragraph, [793.0, 1262.0, 341.0, 36.0], shoonya_1s7BKUPAGWXK2F, 5742817]
[paragraph, [793.0, 1298.0, 341.0, 36.0], shoonya_1s7BKUPAGWXK2F, 5742817]
[paragraph, [793.0, 1334.0, 341.0, 36.0], shoonya_1s7BKUPAGWXK2F, 5742817]
[paragraph, [793.0, 1370.0, 341.0, 36.0], shoonya_1s7BKUPAGWXK2F, 5742817]
[paragraph, [793.0, 1406.0, 341.0, 36.0], shoonya_1s7BKUPAGWXK2F, 5742817]
[paragraph, [793.0, 1442.0, 341.0, 36.0], shoonya_1s7BKUPAGWXK2F, 5742817]
[folio, [537.0, 1511.0, 99.0, 36.0], MMQKtkWjUr, 5742817]
[footnote, [744.0, 1576.0, 382.0, 36.0], kSJYEc9B5t, 5742817]
