[2339, 1656]
[paragraph, [188.0, 195.0, 1276.0, 36.0], shoonya_2s4NWUPCEHPPZ5, 5730686]
[paragraph, [188.0, 231.0, 1276.0, 36.0], shoonya_2s4NWUPCEHPPZ5, 5730686]
[paragraph, [188.0, 267.0, 1276.0, 36.0], shoonya_2s4NWUPCEHPPZ5, 5730686]
[paragraph, [185.0, 340.0, 1274.0, 36.0], shoonya_1sMYM6J4SS8LMJ, 5730686]
[paragraph, [185.0, 376.0, 1274.0, 36.0], shoonya_1sMYM6J4SS8LMJ, 5730686]
[paragraph, [185.0, 412.0, 1274.0, 36.0], shoonya_1sMYM6J4SS8LMJ, 5730686]
[paragraph, [185.0, 448.0, 1274.0, 36.0], shoonya_1sMYM6J4SS8LMJ, 5730686]
[paragraph, [185.0, 484.0, 1274.0, 36.0], shoonya_1sMYM6J4SS8LMJ, 5730686]
[paragraph, [185.0, 520.0, 1274.0, 36.0], shoonya_1sMYM6J4SS8LMJ, 5730686]
[paragraph, [185.0, 556.0, 1274.0, 36.0], shoonya_1sMYM6J4SS8LMJ, 5730686]
[paragraph, [185.0, 592.0, 1274.0, 36.0], shoonya_1sMYM6J4SS8LMJ, 5730686]
[paragraph, [185.0, 628.0, 1274.0, 36.0], shoonya_1sMYM6J4SS8LMJ, 5730686]
[paragraph, [185.0, 664.0, 1274.0, 36.0], shoonya_1sMYM6J4SS8LMJ, 5730686]
[paragraph, [185.0, 700.0, 1274.0, 36.0], shoonya_1sMYM6J4SS8LMJ, 5730686]
[paragraph, [185.0, 736.0, 1274.0, 36.0], shoonya_1sMYM6J4SS8LMJ, 5730686]
[paragraph, [185.0, 772.0, 1274.0, 36.0], shoonya_1sMYM6J4SS8LMJ, 5730686]
[paragraph, [185.0, 808.0, 1274.0, 36.0], shoonya_1sMYM6J4SS8LMJ, 5730686]
[paragraph, [185.0, 844.0, 1274.0, 36.0], shoonya_1sMYM6J4SS8LMJ, 5730686]
[paragraph, [185.0, 880.0, 1274.0, 36.0], shoonya_1sMYM6J4SS8LMJ, 5730686]
[paragraph, [185.0, 916.0, 1274.0, 36.0], shoonya_1sMYM6J4SS8LMJ, 5730686]
[paragraph, [185.0, 952.0, 1274.0, 36.0], shoonya_1sMYM6J4SS8LMJ, 5730686]
[paragraph, [185.0, 988.0, 1274.0, 36.0], shoonya_1sMYM6J4SS8LMJ, 5730686]
[paragraph, [185.0, 1024.0, 1274.0, 36.0], shoonya_1sMYM6J4SS8LMJ, 5730686]
[paragraph, [185.0, 1060.0, 1274.0, 36.0], shoonya_1sMYM6J4SS8LMJ, 5730686]
[paragraph, [185.0, 1096.0, 1274.0, 36.0], shoonya_1sMYM6J4SS8LMJ, 5730686]
[paragraph, [185.0, 1132.0, 1274.0, 36.0], shoonya_1sMYM6J4SS8LMJ, 5730686]
[paragraph, [185.0, 1168.0, 1274.0, 36.0], shoonya_1sMYM6J4SS8LMJ, 5730686]
[paragraph, [185.0, 1204.0, 1274.0, 36.0], shoonya_1sMYM6J4SS8LMJ, 5730686]
[paragraph, [185.0, 1240.0, 1274.0, 36.0], shoonya_1sMYM6J4SS8LMJ, 5730686]
[paragraph, [185.0, 1276.0, 1274.0, 36.0], shoonya_1sMYM6J4SS8LMJ, 5730686]
[paragraph, [185.0, 1312.0, 1274.0, 36.0], shoonya_1sMYM6J4SS8LMJ, 5730686]
[paragraph, [185.0, 1381.0, 1280.0, 36.0], shoonya_0sVI0GUO3YH28J, 5730686]
[paragraph, [185.0, 1417.0, 1280.0, 36.0], shoonya_0sVI0GUO3YH28J, 5730686]
[paragraph, [185.0, 1453.0, 1280.0, 36.0], shoonya_0sVI0GUO3YH28J, 5730686]
[paragraph, [185.0, 1489.0, 1280.0, 36.0], shoonya_0sVI0GUO3YH28J, 5730686]
[paragraph, [185.0, 1525.0, 1280.0, 36.0], shoonya_0sVI0GUO3YH28J, 5730686]
[paragraph, [185.0, 1561.0, 1280.0, 36.0], shoonya_0sVI0GUO3YH28J, 5730686]
[paragraph, [185.0, 1597.0, 1280.0, 36.0], shoonya_0sVI0GUO3YH28J, 5730686]
[paragraph, [185.0, 1633.0, 1280.0, 36.0], shoonya_0sVI0GUO3YH28J, 5730686]
[paragraph, [185.0, 1669.0, 1280.0, 36.0], shoonya_0sVI0GUO3YH28J, 5730686]
[paragraph, [185.0, 1705.0, 1280.0, 36.0], shoonya_0sVI0GUO3YH28J, 5730686]
[paragraph, [185.0, 1741.0, 1280.0, 36.0], shoonya_0sVI0GUO3YH28J, 5730686]
[paragraph, [185.0, 1777.0, 1280.0, 36.0], shoonya_0sVI0GUO3YH28J, 5730686]
[paragraph, [185.0, 1813.0, 1280.0, 36.0], shoonya_0sVI0GUO3YH28J, 5730686]
[paragraph, [185.0, 1849.0, 1280.0, 36.0], shoonya_0sVI0GUO3YH28J, 5730686]
[paragraph, [185.0, 1885.0, 1280.0, 36.0], shoonya_0sVI0GUO3YH28J, 5730686]
[paragraph, [185.0, 1921.0, 1280.0, 36.0], shoonya_0sVI0GUO3YH28J, 5730686]
[paragraph, [185.0, 1957.0, 1280.0, 36.0], shoonya_0sVI0GUO3YH28J, 5730686]
[paragraph, [185.0, 1993.0, 1280.0, 36.0], shoonya_0sVI0GUO3YH28J, 5730686]
[paragraph, [185.0, 2029.0, 1280.0, 36.0], shoonya_0sVI0GUO3YH28J, 5730686]
[paragraph, [185.0, 2065.0, 1280.0, 36.0], shoonya_0sVI0GUO3YH28J, 5730686]
