[842, 596]
[section-title, [101.0, 63.0, 133.0, 30.0], 6lhubfECqN, 5700870]
[unordered-list, [102.0, 106.0, 455.0, 18.0], Sn-5Gj1u_s, 5700870]
[unordered-list, [102.0, 124.0, 455.0, 18.0], Sn-5Gj1u_s, 5700870]
[unordered-list, [102.0, 142.0, 455.0, 18.0], Sn-5Gj1u_s, 5700870]
[unordered-list, [102.0, 160.0, 455.0, 18.0], Sn-5Gj1u_s, 5700870]
[unordered-list, [102.0, 178.0, 455.0, 18.0], Sn-5Gj1u_s, 5700870]
[unordered-list, [102.0, 196.0, 455.0, 18.0], Sn-5Gj1u_s, 5700870]
[unordered-list, [102.0, 214.0, 455.0, 18.0], Sn-5Gj1u_s, 5700870]
[unordered-list, [102.0, 232.0, 455.0, 18.0], Sn-5Gj1u_s, 5700870]
[unordered-list, [102.0, 250.0, 455.0, 18.0], Sn-5Gj1u_s, 5700870]
[unordered-list, [102.0, 268.0, 455.0, 18.0], Sn-5Gj1u_s, 5700870]
[unordered-list, [102.0, 286.0, 455.0, 18.0], Sn-5Gj1u_s, 5700870]
[sub-unordered-list, [117.0, 219.0, 412.0, 18.0], v4MTpjIc0G, 5700870]
[sub-unordered-list, [117.0, 237.0, 412.0, 18.0], v4MTpjIc0G, 5700870]
[sub-unordered-list, [117.0, 255.0, 412.0, 18.0], v4MTpjIc0G, 5700870]
[sub-unordered-list, [117.0, 273.0, 412.0, 18.0], v4MTpjIc0G, 5700870]
[unordered-list, [101.0, 359.0, 314.0, 18.0], WdLIf8mruZ, 5700870]
[unordered-list, [101.0, 377.0, 314.0, 18.0], WdLIf8mruZ, 5700870]
[unordered-list, [101.0, 395.0, 314.0, 18.0], WdLIf8mruZ, 5700870]
