[1152, 739]
[paragraph, [96.0, 177.0, 550.0, 18.0], 7Wh6rZe9Vz, 5741245]
[paragraph, [96.0, 195.0, 550.0, 18.0], 7Wh6rZe9Vz, 5741245]
[paragraph, [96.0, 213.0, 550.0, 18.0], 7Wh6rZe9Vz, 5741245]
[paragraph, [96.0, 231.0, 550.0, 18.0], 7Wh6rZe9Vz, 5741245]
[paragraph, [96.0, 249.0, 550.0, 18.0], 7Wh6rZe9Vz, 5741245]
[paragraph, [96.0, 267.0, 550.0, 18.0], 7Wh6rZe9Vz, 5741245]
[paragraph, [96.0, 285.0, 550.0, 18.0], 7Wh6rZe9Vz, 5741245]
[paragraph, [96.0, 303.0, 550.0, 18.0], 7Wh6rZe9Vz, 5741245]
[paragraph, [96.0, 321.0, 550.0, 18.0], 7Wh6rZe9Vz, 5741245]
[paragraph, [96.0, 339.0, 550.0, 18.0], 7Wh6rZe9Vz, 5741245]
[paragraph, [96.0, 357.0, 550.0, 18.0], 7Wh6rZe9Vz, 5741245]
[paragraph, [96.0, 375.0, 550.0, 18.0], 7Wh6rZe9Vz, 5741245]
[paragraph, [96.0, 393.0, 550.0, 18.0], 7Wh6rZe9Vz, 5741245]
[paragraph, [96.0, 411.0, 550.0, 18.0], 7Wh6rZe9Vz, 5741245]
[paragraph, [96.0, 429.0, 550.0, 18.0], 7Wh6rZe9Vz, 5741245]
[paragraph, [96.0, 447.0, 550.0, 18.0], 7Wh6rZe9Vz, 5741245]
[paragraph, [96.0, 465.0, 550.0, 18.0], 7Wh6rZe9Vz, 5741245]
[paragraph, [96.0, 483.0, 550.0, 18.0], 7Wh6rZe9Vz, 5741245]
[paragraph, [96.0, 501.0, 550.0, 18.0], 7Wh6rZe9Vz, 5741245]
[paragraph, [96.0, 519.0, 550.0, 18.0], 7Wh6rZe9Vz, 5741245]
[paragraph, [96.0, 537.0, 550.0, 18.0], 7Wh6rZe9Vz, 5741245]
[paragraph, [96.0, 555.0, 550.0, 18.0], 7Wh6rZe9Vz, 5741245]
[paragraph, [96.0, 573.0, 550.0, 18.0], 7Wh6rZe9Vz, 5741245]
[paragraph, [96.0, 591.0, 550.0, 18.0], 7Wh6rZe9Vz, 5741245]
[paragraph, [96.0, 609.0, 550.0, 18.0], 7Wh6rZe9Vz, 5741245]
[paragraph, [96.0, 627.0, 550.0, 18.0], 7Wh6rZe9Vz, 5741245]
[paragraph, [96.0, 645.0, 550.0, 18.0], 7Wh6rZe9Vz, 5741245]
[paragraph, [96.0, 673.0, 547.0, 18.0], P_X972U24k, 5741245]
[paragraph, [96.0, 691.0, 547.0, 18.0], P_X972U24k, 5741245]
[paragraph, [96.0, 709.0, 547.0, 18.0], P_X972U24k, 5741245]
[paragraph, [96.0, 727.0, 547.0, 18.0], P_X972U24k, 5741245]
[paragraph, [96.0, 745.0, 547.0, 18.0], P_X972U24k, 5741245]
[paragraph, [96.0, 763.0, 547.0, 18.0], P_X972U24k, 5741245]
[paragraph, [96.0, 781.0, 547.0, 18.0], P_X972U24k, 5741245]
[paragraph, [96.0, 799.0, 547.0, 18.0], P_X972U24k, 5741245]
[paragraph, [96.0, 817.0, 547.0, 18.0], P_X972U24k, 5741245]
[paragraph, [96.0, 835.0, 547.0, 18.0], P_X972U24k, 5741245]
[paragraph, [96.0, 853.0, 547.0, 18.0], P_X972U24k, 5741245]
[paragraph, [96.0, 871.0, 547.0, 18.0], P_X972U24k, 5741245]
[paragraph, [96.0, 889.0, 547.0, 18.0], P_X972U24k, 5741245]
[paragraph, [96.0, 907.0, 547.0, 18.0], P_X972U24k, 5741245]
[paragraph, [96.0, 925.0, 547.0, 18.0], P_X972U24k, 5741245]
[paragraph, [96.0, 943.0, 547.0, 18.0], P_X972U24k, 5741245]
[paragraph, [96.0, 961.0, 547.0, 18.0], P_X972U24k, 5741245]
[paragraph, [96.0, 979.0, 547.0, 18.0], P_X972U24k, 5741245]
[paragraph, [96.0, 997.0, 547.0, 18.0], P_X972U24k, 5741245]
[footnote, [424.0, 1109.0, 259.0, 18.0], vCyCRzz8HX, 5741245]
