[1372, 849]
[section-title, [234.0, 190.0, 382.0, 30.0], shoonya_0sST83XNB3TEVZ, 5709767]
[section-title, [234.0, 220.0, 382.0, 30.0], shoonya_0sST83XNB3TEVZ, 5709767]
[paragraph, [60.0, 268.0, 738.0, 18.0], shoonya_2s9ARAQ4ZOELV0, 5709767]
[paragraph, [60.0, 286.0, 738.0, 18.0], shoonya_2s9ARAQ4ZOELV0, 5709767]
[paragraph, [60.0, 304.0, 738.0, 18.0], shoonya_2s9ARAQ4ZOELV0, 5709767]
[paragraph, [60.0, 322.0, 738.0, 18.0], shoonya_2s9ARAQ4ZOELV0, 5709767]
[paragraph, [60.0, 340.0, 738.0, 18.0], shoonya_2s9ARAQ4ZOELV0, 5709767]
[paragraph, [60.0, 358.0, 738.0, 18.0], shoonya_2s9ARAQ4ZOELV0, 5709767]
[paragraph, [60.0, 376.0, 738.0, 18.0], shoonya_2s9ARAQ4ZOELV0, 5709767]
[paragraph, [60.0, 394.0, 738.0, 18.0], shoonya_2s9ARAQ4ZOELV0, 5709767]
[paragraph, [60.0, 412.0, 738.0, 18.0], shoonya_2s9ARAQ4ZOELV0, 5709767]
[paragraph, [60.0, 430.0, 738.0, 18.0], shoonya_2s9ARAQ4ZOELV0, 5709767]
[paragraph, [60.0, 448.0, 738.0, 18.0], shoonya_2s9ARAQ4ZOELV0, 5709767]
[paragraph, [60.0, 466.0, 738.0, 18.0], shoonya_2s9ARAQ4ZOELV0, 5709767]
[paragraph, [60.0, 484.0, 738.0, 18.0], shoonya_2s9ARAQ4ZOELV0, 5709767]
[paragraph, [60.0, 502.0, 738.0, 18.0], shoonya_2s9ARAQ4ZOELV0, 5709767]
[paragraph, [60.0, 520.0, 738.0, 18.0], shoonya_2s9ARAQ4ZOELV0, 5709767]
[paragraph, [60.0, 538.0, 738.0, 18.0], shoonya_2s9ARAQ4ZOELV0, 5709767]
[paragraph, [60.0, 556.0, 738.0, 18.0], shoonya_2s9ARAQ4ZOELV0, 5709767]
[paragraph, [60.0, 574.0, 738.0, 18.0], shoonya_2s9ARAQ4ZOELV0, 5709767]
[paragraph, [60.0, 592.0, 738.0, 18.0], shoonya_2s9ARAQ4ZOELV0, 5709767]
[paragraph, [60.0, 610.0, 738.0, 18.0], shoonya_2s9ARAQ4ZOELV0, 5709767]
[paragraph, [60.0, 628.0, 738.0, 18.0], shoonya_2s9ARAQ4ZOELV0, 5709767]
[paragraph, [60.0, 646.0, 738.0, 18.0], shoonya_2s9ARAQ4ZOELV0, 5709767]
[paragraph, [60.0, 664.0, 738.0, 18.0], shoonya_2s9ARAQ4ZOELV0, 5709767]
[paragraph, [60.0, 682.0, 738.0, 18.0], shoonya_2s9ARAQ4ZOELV0, 5709767]
[paragraph, [60.0, 700.0, 738.0, 18.0], shoonya_2s9ARAQ4ZOELV0, 5709767]
[paragraph, [60.0, 718.0, 738.0, 18.0], shoonya_2s9ARAQ4ZOELV0, 5709767]
[paragraph, [60.0, 736.0, 738.0, 18.0], shoonya_2s9ARAQ4ZOELV0, 5709767]
[paragraph, [60.0, 754.0, 738.0, 18.0], shoonya_2s9ARAQ4ZOELV0, 5709767]
[paragraph, [60.0, 772.0, 738.0, 18.0], shoonya_2s9ARAQ4ZOELV0, 5709767]
[paragraph, [60.0, 790.0, 738.0, 18.0], shoonya_2s9ARAQ4ZOELV0, 5709767]
[paragraph, [60.0, 808.0, 738.0, 18.0], shoonya_2s9ARAQ4ZOELV0, 5709767]
[paragraph, [60.0, 826.0, 738.0, 18.0], shoonya_2s9ARAQ4ZOELV0, 5709767]
[paragraph, [60.0, 844.0, 738.0, 18.0], shoonya_2s9ARAQ4ZOELV0, 5709767]
[paragraph, [60.0, 862.0, 738.0, 18.0], shoonya_2s9ARAQ4ZOELV0, 5709767]
[paragraph, [60.0, 880.0, 738.0, 18.0], shoonya_2s9ARAQ4ZOELV0, 5709767]
[paragraph, [60.0, 898.0, 738.0, 18.0], shoonya_2s9ARAQ4ZOELV0, 5709767]
[paragraph, [60.0, 916.0, 738.0, 18.0], shoonya_2s9ARAQ4ZOELV0, 5709767]
[paragraph, [58.0, 934.0, 741.0, 18.0], shoonya_1sH8MAKZVP8VKT, 5709767]
[paragraph, [58.0, 952.0, 741.0, 18.0], shoonya_1sH8MAKZVP8VKT, 5709767]
[paragraph, [58.0, 970.0, 741.0, 18.0], shoonya_1sH8MAKZVP8VKT, 5709767]
[paragraph, [58.0, 988.0, 741.0, 18.0], shoonya_1sH8MAKZVP8VKT, 5709767]
