[2339, 1653]
[section-title, [353.0, 245.0, 233.0, 52.5], h7Q-Y1m2YT, 5686935]
[paragraph, [590.0, 245.0, 814.0, 36.0], 0E0zTI8ktO, 5686935]
[paragraph, [250.0, 315.0, 1159.0, 36.0], shoonya_2s203877E7VK4X, 5686935]
[paragraph, [250.0, 351.0, 1159.0, 36.0], shoonya_2s203877E7VK4X, 5686935]
[paragraph, [250.0, 387.0, 1159.0, 36.0], shoonya_2s203877E7VK4X, 5686935]
[paragraph, [696.0, 452.0, 702.0, 36.0], XwUolUWiUB, 5686935]
[section-title, [351.0, 456.0, 338.0, 52.5], Nyq4NwdbD6, 5686935]
[paragraph, [247.0, 522.0, 836.0, 36.0], JJupVy7QQv, 5686935]
[paragraph, [820.0, 593.0, 586.0, 36.0], RSuOTlwLu7, 5686935]
[paragraph, [251.0, 660.0, 1153.0, 36.0], shoonya_1sIS3K23U7Z6AD, 5686935]
[paragraph, [251.0, 696.0, 1153.0, 36.0], shoonya_1sIS3K23U7Z6AD, 5686935]
[paragraph, [251.0, 732.0, 1153.0, 36.0], shoonya_1sIS3K23U7Z6AD, 5686935]
[paragraph, [251.0, 768.0, 1153.0, 36.0], shoonya_1sIS3K23U7Z6AD, 5686935]
[paragraph, [251.0, 804.0, 1153.0, 36.0], shoonya_1sIS3K23U7Z6AD, 5686935]
[section-title, [347.0, 869.0, 469.0, 52.5], Tgo81a67zg, 5686935]
[paragraph, [820.0, 871.0, 584.0, 36.0], VkMtEvjlXH, 5686935]
[paragraph, [248.0, 938.0, 1155.0, 36.0], shoonya_0sCQTTSFUXRF7T, 5686935]
[paragraph, [248.0, 974.0, 1155.0, 36.0], shoonya_0sCQTTSFUXRF7T, 5686935]
[paragraph, [248.0, 1010.0, 1155.0, 36.0], shoonya_0sCQTTSFUXRF7T, 5686935]
[paragraph, [248.0, 1046.0, 1155.0, 36.0], shoonya_0sCQTTSFUXRF7T, 5686935]
[paragraph, [248.0, 1082.0, 1155.0, 36.0], shoonya_0sCQTTSFUXRF7T, 5686935]
[paragraph, [248.0, 1118.0, 1155.0, 36.0], shoonya_0sCQTTSFUXRF7T, 5686935]
[paragraph, [248.0, 1154.0, 1155.0, 36.0], shoonya_0sCQTTSFUXRF7T, 5686935]
[paragraph, [248.0, 1190.0, 1155.0, 36.0], shoonya_0sCQTTSFUXRF7T, 5686935]
[paragraph, [248.0, 1226.0, 1155.0, 36.0], shoonya_0sCQTTSFUXRF7T, 5686935]
[paragraph, [248.0, 1262.0, 1155.0, 36.0], shoonya_0sCQTTSFUXRF7T, 5686935]
[paragraph, [248.0, 1298.0, 1155.0, 36.0], shoonya_0sCQTTSFUXRF7T, 5686935]
[paragraph, [248.0, 1334.0, 1155.0, 36.0], shoonya_0sCQTTSFUXRF7T, 5686935]
[paragraph, [248.0, 1370.0, 1155.0, 36.0], shoonya_0sCQTTSFUXRF7T, 5686935]
[paragraph, [248.0, 1406.0, 1155.0, 36.0], shoonya_0sCQTTSFUXRF7T, 5686935]
[paragraph, [248.0, 1442.0, 1155.0, 36.0], shoonya_0sCQTTSFUXRF7T, 5686935]
[paragraph, [248.0, 1478.0, 1155.0, 36.0], shoonya_0sCQTTSFUXRF7T, 5686935]
[paragraph, [248.0, 1514.0, 1155.0, 36.0], shoonya_0sCQTTSFUXRF7T, 5686935]
[paragraph, [248.0, 1550.0, 1155.0, 36.0], shoonya_0sCQTTSFUXRF7T, 5686935]
[paragraph, [248.0, 1586.0, 1155.0, 36.0], shoonya_0sCQTTSFUXRF7T, 5686935]
[paragraph, [248.0, 1622.0, 1155.0, 36.0], shoonya_0sCQTTSFUXRF7T, 5686935]
[paragraph, [248.0, 1658.0, 1155.0, 36.0], shoonya_0sCQTTSFUXRF7T, 5686935]
[paragraph, [248.0, 1694.0, 1155.0, 36.0], shoonya_0sCQTTSFUXRF7T, 5686935]
[paragraph, [248.0, 1730.0, 1155.0, 36.0], shoonya_0sCQTTSFUXRF7T, 5686935]
[paragraph, [248.0, 1766.0, 1155.0, 36.0], shoonya_0sCQTTSFUXRF7T, 5686935]
[paragraph, [248.0, 1802.0, 1155.0, 36.0], shoonya_0sCQTTSFUXRF7T, 5686935]
[paragraph, [248.0, 1838.0, 1155.0, 36.0], shoonya_0sCQTTSFUXRF7T, 5686935]
[paragraph, [248.0, 1874.0, 1155.0, 36.0], shoonya_0sCQTTSFUXRF7T, 5686935]
[paragraph, [248.0, 1910.0, 1155.0, 36.0], shoonya_0sCQTTSFUXRF7T, 5686935]
