[1723, 1092]
[sub-section-title, [118.0, 197.0, 289.0, 36.0], bmrYf4dE67, 5681463]
[ordered-list, [120.0, 244.0, 874.0, 36.0], WOt6loJgUh, 5681463]
[ordered-list, [120.0, 280.0, 874.0, 36.0], WOt6loJgUh, 5681463]
[ordered-list, [120.0, 316.0, 874.0, 36.0], WOt6loJgUh, 5681463]
[ordered-list, [120.0, 352.0, 874.0, 36.0], WOt6loJgUh, 5681463]
[ordered-list, [120.0, 388.0, 874.0, 36.0], WOt6loJgUh, 5681463]
[ordered-list, [120.0, 424.0, 874.0, 36.0], WOt6loJgUh, 5681463]
[ordered-list, [120.0, 460.0, 874.0, 36.0], WOt6loJgUh, 5681463]
[ordered-list, [120.0, 496.0, 874.0, 36.0], WOt6loJgUh, 5681463]
[ordered-list, [120.0, 532.0, 874.0, 36.0], WOt6loJgUh, 5681463]
[ordered-list, [120.0, 568.0, 874.0, 36.0], WOt6loJgUh, 5681463]
[ordered-list, [120.0, 604.0, 874.0, 36.0], WOt6loJgUh, 5681463]
[ordered-list, [120.0, 640.0, 874.0, 36.0], WOt6loJgUh, 5681463]
[ordered-list, [120.0, 676.0, 874.0, 36.0], WOt6loJgUh, 5681463]
[ordered-list, [120.0, 712.0, 874.0, 36.0], WOt6loJgUh, 5681463]
[ordered-list, [120.0, 748.0, 874.0, 36.0], WOt6loJgUh, 5681463]
[ordered-list, [120.0, 784.0, 874.0, 36.0], WOt6loJgUh, 5681463]
[ordered-list, [120.0, 820.0, 874.0, 36.0], WOt6loJgUh, 5681463]
[ordered-list, [120.0, 856.0, 874.0, 36.0], WOt6loJgUh, 5681463]
[ordered-list, [120.0, 892.0, 874.0, 36.0], WOt6loJgUh, 5681463]
[ordered-list, [120.0, 928.0, 874.0, 36.0], WOt6loJgUh, 5681463]
[ordered-list, [120.0, 964.0, 874.0, 36.0], WOt6loJgUh, 5681463]
[ordered-list, [120.0, 1000.0, 874.0, 36.0], WOt6loJgUh, 5681463]
[ordered-list, [120.0, 1036.0, 874.0, 36.0], WOt6loJgUh, 5681463]
[ordered-list, [120.0, 1072.0, 874.0, 36.0], WOt6loJgUh, 5681463]
[ordered-list, [120.0, 1108.0, 874.0, 36.0], WOt6loJgUh, 5681463]
[ordered-list, [120.0, 1144.0, 874.0, 36.0], WOt6loJgUh, 5681463]
[ordered-list, [120.0, 1180.0, 874.0, 36.0], WOt6loJgUh, 5681463]
[ordered-list, [120.0, 1216.0, 874.0, 36.0], WOt6loJgUh, 5681463]
[ordered-list, [120.0, 1252.0, 874.0, 36.0], WOt6loJgUh, 5681463]
[ordered-list, [120.0, 1288.0, 874.0, 36.0], WOt6loJgUh, 5681463]
[ordered-list, [120.0, 1324.0, 874.0, 36.0], WOt6loJgUh, 5681463]
[ordered-list, [120.0, 1360.0, 874.0, 36.0], WOt6loJgUh, 5681463]
[ordered-list, [120.0, 1396.0, 874.0, 36.0], WOt6loJgUh, 5681463]
[ordered-list, [120.0, 1432.0, 874.0, 36.0], WOt6loJgUh, 5681463]
[ordered-list, [120.0, 1468.0, 874.0, 36.0], WOt6loJgUh, 5681463]
[ordered-list, [120.0, 1504.0, 874.0, 36.0], WOt6loJgUh, 5681463]
[folio, [500.0, 1585.0, 144.0, 36.0], ogZpfyBjSv, 5681463]
