[1754, 1241]
[chapter-title, [430.0, 117.0, 441.0, 58.5], JzZvbi7yxF, 5708850]
[chapter-title, [430.0, 175.5, 441.0, 58.5], JzZvbi7yxF, 5708850]
[paragraph, [108.0, 254.0, 1025.0, 36.0], shoonya_0sB28L6GF8VLFL, 5708850]
[paragraph, [108.0, 290.0, 1025.0, 36.0], shoonya_0sB28L6GF8VLFL, 5708850]
[paragraph, [108.0, 326.0, 1025.0, 36.0], shoonya_0sB28L6GF8VLFL, 5708850]
[paragraph, [108.0, 362.0, 1025.0, 36.0], shoonya_0sB28L6GF8VLFL, 5708850]
[ordered-list, [179.0, 505.0, 949.0, 36.0], AT-NL585j5, 5708850]
[ordered-list, [179.0, 541.0, 949.0, 36.0], AT-NL585j5, 5708850]
[ordered-list, [179.0, 577.0, 949.0, 36.0], AT-NL585j5, 5708850]
[ordered-list, [179.0, 613.0, 949.0, 36.0], AT-NL585j5, 5708850]
[ordered-list, [179.0, 649.0, 949.0, 36.0], AT-NL585j5, 5708850]
[paragraph, [111.0, 717.0, 1019.0, 36.0], x3wIkjBwAw, 5708850]
[paragraph, [111.0, 753.0, 1019.0, 36.0], x3wIkjBwAw, 5708850]
[paragraph, [103.0, 813.0, 1031.0, 36.0], JQ4gpFfzzk, 5708850]
[paragraph, [103.0, 849.0, 1031.0, 36.0], JQ4gpFfzzk, 5708850]
[paragraph, [102.0, 935.0, 1030.0, 36.0], RqQmRpEZ8_, 5708850]
[paragraph, [102.0, 971.0, 1030.0, 36.0], RqQmRpEZ8_, 5708850]
[paragraph, [102.0, 1007.0, 1030.0, 36.0], RqQmRpEZ8_, 5708850]
[paragraph, [102.0, 1043.0, 1030.0, 36.0], RqQmRpEZ8_, 5708850]
[paragraph, [102.0, 1079.0, 1030.0, 36.0], RqQmRpEZ8_, 5708850]
[ordered-list, [30.0, 1182.0, 1112.0, 36.0], 1pcw95Dd8C, 5708850]
[ordered-list, [30.0, 1218.0, 1112.0, 36.0], 1pcw95Dd8C, 5708850]
[ordered-list, [30.0, 1254.0, 1112.0, 36.0], 1pcw95Dd8C, 5708850]
[ordered-list, [30.0, 1290.0, 1112.0, 36.0], 1pcw95Dd8C, 5708850]
[ordered-list, [30.0, 1326.0, 1112.0, 36.0], 1pcw95Dd8C, 5708850]
[ordered-list, [30.0, 1362.0, 1112.0, 36.0], 1pcw95Dd8C, 5708850]
[ordered-list, [30.0, 1398.0, 1112.0, 36.0], 1pcw95Dd8C, 5708850]
[ordered-list, [30.0, 1434.0, 1112.0, 36.0], 1pcw95Dd8C, 5708850]
[ordered-list, [30.0, 1470.0, 1112.0, 36.0], 1pcw95Dd8C, 5708850]
[ordered-list, [30.0, 1506.0, 1112.0, 36.0], 1pcw95Dd8C, 5708850]
[ordered-list, [30.0, 1542.0, 1112.0, 36.0], 1pcw95Dd8C, 5708850]
[ordered-list, [30.0, 1578.0, 1112.0, 36.0], 1pcw95Dd8C, 5708850]
[sub-ordered-list, [89.0, 1300.0, 1051.0, 36.0], ezmdZSIy_D, 5708850]
[sub-ordered-list, [89.0, 1336.0, 1051.0, 36.0], ezmdZSIy_D, 5708850]
[sub-ordered-list, [89.0, 1372.0, 1051.0, 36.0], ezmdZSIy_D, 5708850]
[sub-ordered-list, [89.0, 1408.0, 1051.0, 36.0], ezmdZSIy_D, 5708850]
[sub-ordered-list, [89.0, 1444.0, 1051.0, 36.0], ezmdZSIy_D, 5708850]
[sub-ordered-list, [89.0, 1480.0, 1051.0, 36.0], ezmdZSIy_D, 5708850]
[sub-ordered-list, [89.0, 1516.0, 1051.0, 36.0], ezmdZSIy_D, 5708850]
[sub-ordered-list, [89.0, 1552.0, 1051.0, 36.0], ezmdZSIy_D, 5708850]
[sub-ordered-list, [89.0, 1588.0, 1051.0, 36.0], ezmdZSIy_D, 5708850]
