[2339, 1653]
[paragraph, [386.0, 179.0, 1084.0, 36.0], shoonya_0sKUSZ7SHB02TG, 5734295]
[paragraph, [386.0, 215.0, 1084.0, 36.0], shoonya_0sKUSZ7SHB02TG, 5734295]
[paragraph, [386.0, 251.0, 1084.0, 36.0], shoonya_0sKUSZ7SHB02TG, 5734295]
[paragraph, [386.0, 287.0, 1084.0, 36.0], shoonya_0sKUSZ7SHB02TG, 5734295]
[paragraph, [386.0, 323.0, 1084.0, 36.0], shoonya_0sKUSZ7SHB02TG, 5734295]
[paragraph, [386.0, 359.0, 1084.0, 36.0], shoonya_0sKUSZ7SHB02TG, 5734295]
[paragraph, [386.0, 395.0, 1084.0, 36.0], shoonya_0sKUSZ7SHB02TG, 5734295]
[paragraph, [386.0, 431.0, 1084.0, 36.0], shoonya_0sKUSZ7SHB02TG, 5734295]
[paragraph, [386.0, 467.0, 1084.0, 36.0], shoonya_0sKUSZ7SHB02TG, 5734295]
[paragraph, [386.0, 503.0, 1084.0, 36.0], shoonya_0sKUSZ7SHB02TG, 5734295]
[paragraph, [386.0, 539.0, 1084.0, 36.0], shoonya_0sKUSZ7SHB02TG, 5734295]
[paragraph, [386.0, 575.0, 1084.0, 36.0], shoonya_0sKUSZ7SHB02TG, 5734295]
[paragraph, [386.0, 611.0, 1084.0, 36.0], shoonya_0sKUSZ7SHB02TG, 5734295]
[paragraph, [386.0, 647.0, 1084.0, 36.0], shoonya_0sKUSZ7SHB02TG, 5734295]
[paragraph, [386.0, 683.0, 1084.0, 36.0], shoonya_0sKUSZ7SHB02TG, 5734295]
[paragraph, [386.0, 719.0, 1084.0, 36.0], shoonya_0sKUSZ7SHB02TG, 5734295]
[paragraph, [386.0, 755.0, 1084.0, 36.0], shoonya_0sKUSZ7SHB02TG, 5734295]
[paragraph, [386.0, 791.0, 1084.0, 36.0], shoonya_0sKUSZ7SHB02TG, 5734295]
[paragraph, [386.0, 827.0, 1084.0, 36.0], shoonya_0sKUSZ7SHB02TG, 5734295]
[paragraph, [386.0, 863.0, 1084.0, 36.0], shoonya_0sKUSZ7SHB02TG, 5734295]
[paragraph, [386.0, 899.0, 1084.0, 36.0], shoonya_0sKUSZ7SHB02TG, 5734295]
[paragraph, [386.0, 935.0, 1084.0, 36.0], shoonya_0sKUSZ7SHB02TG, 5734295]
[paragraph, [386.0, 971.0, 1084.0, 36.0], shoonya_0sKUSZ7SHB02TG, 5734295]
[paragraph, [388.0, 1040.0, 1075.0, 36.0], shoonya_2sU0DLCG81X1AD, 5734295]
[paragraph, [388.0, 1076.0, 1075.0, 36.0], shoonya_2sU0DLCG81X1AD, 5734295]
[paragraph, [388.0, 1112.0, 1075.0, 36.0], shoonya_2sU0DLCG81X1AD, 5734295]
[paragraph, [388.0, 1148.0, 1075.0, 36.0], shoonya_2sU0DLCG81X1AD, 5734295]
[paragraph, [388.0, 1184.0, 1075.0, 36.0], shoonya_2sU0DLCG81X1AD, 5734295]
[paragraph, [388.0, 1220.0, 1075.0, 36.0], shoonya_2sU0DLCG81X1AD, 5734295]
[paragraph, [388.0, 1256.0, 1075.0, 36.0], shoonya_2sU0DLCG81X1AD, 5734295]
[paragraph, [389.0, 1334.0, 1074.0, 36.0], shoonya_1sWVTOZ41ZK52B, 5734295]
[paragraph, [389.0, 1370.0, 1074.0, 36.0], shoonya_1sWVTOZ41ZK52B, 5734295]
[paragraph, [389.0, 1406.0, 1074.0, 36.0], shoonya_1sWVTOZ41ZK52B, 5734295]
[paragraph, [389.0, 1442.0, 1074.0, 36.0], shoonya_1sWVTOZ41ZK52B, 5734295]
[paragraph, [389.0, 1478.0, 1074.0, 36.0], shoonya_1sWVTOZ41ZK52B, 5734295]
[paragraph, [389.0, 1514.0, 1074.0, 36.0], shoonya_1sWVTOZ41ZK52B, 5734295]
[paragraph, [388.0, 1570.0, 1082.0, 36.0], shoonya_4sGL5N7E2KET3M, 5734295]
[paragraph, [388.0, 1606.0, 1082.0, 36.0], shoonya_4sGL5N7E2KET3M, 5734295]
[paragraph, [388.0, 1642.0, 1082.0, 36.0], shoonya_4sGL5N7E2KET3M, 5734295]
[paragraph, [388.0, 1678.0, 1082.0, 36.0], shoonya_4sGL5N7E2KET3M, 5734295]
[paragraph, [388.0, 1714.0, 1082.0, 36.0], shoonya_4sGL5N7E2KET3M, 5734295]
[paragraph, [388.0, 1750.0, 1082.0, 36.0], shoonya_4sGL5N7E2KET3M, 5734295]
[paragraph, [379.0, 1798.0, 1084.0, 36.0], shoonya_6sOUG15RYICQCR, 5734295]
[paragraph, [379.0, 1834.0, 1084.0, 36.0], shoonya_6sOUG15RYICQCR, 5734295]
[paragraph, [379.0, 1870.0, 1084.0, 36.0], shoonya_6sOUG15RYICQCR, 5734295]
[paragraph, [379.0, 1906.0, 1084.0, 36.0], shoonya_6sOUG15RYICQCR, 5734295]
[paragraph, [379.0, 1942.0, 1084.0, 36.0], shoonya_6sOUG15RYICQCR, 5734295]
[paragraph, [379.0, 1978.0, 1084.0, 36.0], shoonya_6sOUG15RYICQCR, 5734295]
[paragraph, [379.0, 2014.0, 1084.0, 36.0], shoonya_6sOUG15RYICQCR, 5734295]
[paragraph, [379.0, 2050.0, 1084.0, 36.0], shoonya_6sOUG15RYICQCR, 5734295]
[folio, [1132.0, 2183.0, 271.0, 36.0], shoonya_3sQBGH8JAVM0GP, 5734295]
