[2339, 1653]
[paragraph, [235.0, 192.0, 1177.0, 36.0], shoonya_4sH6O0S8WR4X4N, 5753864]
[paragraph, [235.0, 228.0, 1177.0, 36.0], shoonya_4sH6O0S8WR4X4N, 5753864]
[paragraph, [235.0, 264.0, 1177.0, 36.0], shoonya_4sH6O0S8WR4X4N, 5753864]
[paragraph, [235.0, 300.0, 1177.0, 36.0], shoonya_4sH6O0S8WR4X4N, 5753864]
[paragraph, [235.0, 336.0, 1177.0, 36.0], shoonya_4sH6O0S8WR4X4N, 5753864]
[paragraph, [235.0, 372.0, 1177.0, 36.0], shoonya_4sH6O0S8WR4X4N, 5753864]
[paragraph, [746.0, 496.0, 669.0, 36.0], shoonya_0sWFESXILRRPO0, 5753864]
[paragraph, [746.0, 532.0, 669.0, 36.0], shoonya_0sWFESXILRRPO0, 5753864]
[paragraph, [746.0, 568.0, 669.0, 36.0], shoonya_0sWFESXILRRPO0, 5753864]
[paragraph, [746.0, 604.0, 669.0, 36.0], shoonya_0sWFESXILRRPO0, 5753864]
[paragraph, [746.0, 640.0, 669.0, 36.0], shoonya_0sWFESXILRRPO0, 5753864]
[paragraph, [746.0, 676.0, 669.0, 36.0], shoonya_0sWFESXILRRPO0, 5753864]
[paragraph, [746.0, 712.0, 669.0, 36.0], shoonya_0sWFESXILRRPO0, 5753864]
[paragraph, [746.0, 748.0, 669.0, 36.0], shoonya_0sWFESXILRRPO0, 5753864]
[paragraph, [746.0, 784.0, 669.0, 36.0], shoonya_0sWFESXILRRPO0, 5753864]
[paragraph, [746.0, 820.0, 669.0, 36.0], shoonya_0sWFESXILRRPO0, 5753864]
[paragraph, [746.0, 856.0, 669.0, 36.0], shoonya_0sWFESXILRRPO0, 5753864]
[paragraph, [746.0, 892.0, 669.0, 36.0], shoonya_0sWFESXILRRPO0, 5753864]
[paragraph, [746.0, 928.0, 669.0, 36.0], shoonya_0sWFESXILRRPO0, 5753864]
[paragraph, [746.0, 964.0, 669.0, 36.0], shoonya_0sWFESXILRRPO0, 5753864]
[paragraph, [746.0, 1000.0, 669.0, 36.0], shoonya_0sWFESXILRRPO0, 5753864]
[paragraph, [746.0, 1036.0, 669.0, 36.0], shoonya_0sWFESXILRRPO0, 5753864]
[paragraph, [746.0, 1072.0, 669.0, 36.0], shoonya_0sWFESXILRRPO0, 5753864]
[paragraph, [746.0, 1108.0, 669.0, 36.0], shoonya_0sWFESXILRRPO0, 5753864]
[paragraph, [746.0, 1144.0, 669.0, 36.0], shoonya_0sWFESXILRRPO0, 5753864]
[paragraph, [234.0, 1252.0, 1180.0, 36.0], shoonya_2sZPU5VG15MQLP, 5753864]
[paragraph, [234.0, 1288.0, 1180.0, 36.0], shoonya_2sZPU5VG15MQLP, 5753864]
[paragraph, [234.0, 1324.0, 1180.0, 36.0], shoonya_2sZPU5VG15MQLP, 5753864]
[paragraph, [234.0, 1360.0, 1180.0, 36.0], shoonya_2sZPU5VG15MQLP, 5753864]
[paragraph, [234.0, 1396.0, 1180.0, 36.0], shoonya_2sZPU5VG15MQLP, 5753864]
[paragraph, [234.0, 1432.0, 1180.0, 36.0], shoonya_2sZPU5VG15MQLP, 5753864]
[paragraph, [234.0, 1468.0, 1180.0, 36.0], shoonya_2sZPU5VG15MQLP, 5753864]
[paragraph, [234.0, 1504.0, 1180.0, 36.0], shoonya_2sZPU5VG15MQLP, 5753864]
[paragraph, [234.0, 1540.0, 1180.0, 36.0], shoonya_2sZPU5VG15MQLP, 5753864]
[paragraph, [234.0, 1576.0, 1180.0, 36.0], shoonya_2sZPU5VG15MQLP, 5753864]
[paragraph, [234.0, 1612.0, 1180.0, 36.0], shoonya_2sZPU5VG15MQLP, 5753864]
[paragraph, [241.0, 1721.0, 1171.0, 36.0], shoonya_1sL8E2SGDAP2LU, 5753864]
[paragraph, [241.0, 1757.0, 1171.0, 36.0], shoonya_1sL8E2SGDAP2LU, 5753864]
[paragraph, [241.0, 1793.0, 1171.0, 36.0], shoonya_1sL8E2SGDAP2LU, 5753864]
[paragraph, [241.0, 1829.0, 1171.0, 36.0], shoonya_1sL8E2SGDAP2LU, 5753864]
[paragraph, [241.0, 1865.0, 1171.0, 36.0], shoonya_1sL8E2SGDAP2LU, 5753864]
[paragraph, [241.0, 1901.0, 1171.0, 36.0], shoonya_1sL8E2SGDAP2LU, 5753864]
[paragraph, [241.0, 1937.0, 1171.0, 36.0], shoonya_1sL8E2SGDAP2LU, 5753864]
[paragraph, [241.0, 1973.0, 1171.0, 36.0], shoonya_1sL8E2SGDAP2LU, 5753864]
[paragraph, [241.0, 2009.0, 1171.0, 36.0], shoonya_1sL8E2SGDAP2LU, 5753864]
[reference, [247.0, 2096.0, 405.0, 36.0], shoonya_3sRTSCHGIYV039, 5753864]
