[2428, 1814]
[paragraph, [969.0, 1210.0, 719.0, 36.0], shoonya_8sNYL6H99Q7STX, 5694458]
[paragraph, [969.0, 1246.0, 719.0, 36.0], shoonya_8sNYL6H99Q7STX, 5694458]
[paragraph, [969.0, 1282.0, 719.0, 36.0], shoonya_8sNYL6H99Q7STX, 5694458]
[paragraph, [969.0, 1318.0, 719.0, 36.0], shoonya_8sNYL6H99Q7STX, 5694458]
[paragraph, [969.0, 1354.0, 719.0, 36.0], shoonya_8sNYL6H99Q7STX, 5694458]
[paragraph, [969.0, 1390.0, 719.0, 36.0], shoonya_8sNYL6H99Q7STX, 5694458]
[paragraph, [221.0, 1290.0, 740.0, 36.0], shoonya_9s2XKT25J9CETO, 5694458]
[paragraph, [221.0, 1326.0, 740.0, 36.0], shoonya_9s2XKT25J9CETO, 5694458]
[paragraph, [221.0, 1362.0, 740.0, 36.0], shoonya_9s2XKT25J9CETO, 5694458]
[paragraph, [221.0, 1398.0, 740.0, 36.0], shoonya_9s2XKT25J9CETO, 5694458]
[paragraph, [221.0, 1434.0, 740.0, 36.0], shoonya_9s2XKT25J9CETO, 5694458]
[paragraph, [221.0, 1470.0, 740.0, 36.0], shoonya_9s2XKT25J9CETO, 5694458]
[paragraph, [221.0, 1506.0, 740.0, 36.0], shoonya_9s2XKT25J9CETO, 5694458]
[paragraph, [971.0, 1441.0, 716.0, 36.0], shoonya_2sIYPPA30RR5MZ, 5694458]
[paragraph, [971.0, 1477.0, 716.0, 36.0], shoonya_2sIYPPA30RR5MZ, 5694458]
[paragraph, [971.0, 1513.0, 716.0, 36.0], shoonya_2sIYPPA30RR5MZ, 5694458]
[paragraph, [971.0, 1549.0, 716.0, 36.0], shoonya_2sIYPPA30RR5MZ, 5694458]
[paragraph, [971.0, 1585.0, 716.0, 36.0], shoonya_2sIYPPA30RR5MZ, 5694458]
[paragraph, [971.0, 1621.0, 716.0, 36.0], shoonya_2sIYPPA30RR5MZ, 5694458]
[paragraph, [971.0, 1657.0, 716.0, 36.0], shoonya_2sIYPPA30RR5MZ, 5694458]
[paragraph, [220.0, 1558.0, 739.0, 36.0], shoonya_6sH6DG5DWRV0N7, 5694458]
[paragraph, [220.0, 1594.0, 739.0, 36.0], shoonya_6sH6DG5DWRV0N7, 5694458]
[paragraph, [220.0, 1630.0, 739.0, 36.0], shoonya_6sH6DG5DWRV0N7, 5694458]
[paragraph, [224.0, 1673.0, 736.0, 36.0], shoonya_0s7AAKIKST58CM, 5694458]
[paragraph, [224.0, 1709.0, 736.0, 36.0], shoonya_0s7AAKIKST58CM, 5694458]
[paragraph, [224.0, 1745.0, 736.0, 36.0], shoonya_0s7AAKIKST58CM, 5694458]
[paragraph, [224.0, 1781.0, 736.0, 36.0], shoonya_0s7AAKIKST58CM, 5694458]
[paragraph, [224.0, 1817.0, 736.0, 36.0], shoonya_0s7AAKIKST58CM, 5694458]
[paragraph, [224.0, 1853.0, 736.0, 36.0], shoonya_0s7AAKIKST58CM, 5694458]
[paragraph, [224.0, 1889.0, 736.0, 36.0], shoonya_0s7AAKIKST58CM, 5694458]
[paragraph, [224.0, 1925.0, 736.0, 36.0], shoonya_0s7AAKIKST58CM, 5694458]
[paragraph, [972.0, 1709.0, 716.0, 36.0], shoonya_5s44RFUK94WU9V, 5694458]
[paragraph, [972.0, 1745.0, 716.0, 36.0], shoonya_5s44RFUK94WU9V, 5694458]
[paragraph, [972.0, 1781.0, 716.0, 36.0], shoonya_5s44RFUK94WU9V, 5694458]
[paragraph, [974.0, 1823.0, 720.0, 36.0], shoonya_16sX3TLNIIEZ2L, 5694458]
[paragraph, [974.0, 1859.0, 720.0, 36.0], shoonya_16sX3TLNIIEZ2L, 5694458]
[paragraph, [974.0, 1895.0, 720.0, 36.0], shoonya_16sX3TLNIIEZ2L, 5694458]
[paragraph, [974.0, 1931.0, 720.0, 36.0], shoonya_16sX3TLNIIEZ2L, 5694458]
[paragraph, [223.0, 1981.0, 734.0, 36.0], shoonya_3s7GP15CBLRUU4, 5694458]
[paragraph, [223.0, 2017.0, 734.0, 36.0], shoonya_3s7GP15CBLRUU4, 5694458]
[paragraph, [223.0, 2053.0, 734.0, 36.0], shoonya_3s7GP15CBLRUU4, 5694458]
[paragraph, [970.0, 1981.0, 730.0, 36.0], shoonya_4s8Z2GEIPIX6AN, 5694458]
[paragraph, [970.0, 2017.0, 730.0, 36.0], shoonya_4s8Z2GEIPIX6AN, 5694458]
[paragraph, [970.0, 2053.0, 730.0, 36.0], shoonya_4s8Z2GEIPIX6AN, 5694458]
[paragraph, [970.0, 2089.0, 730.0, 36.0], shoonya_4s8Z2GEIPIX6AN, 5694458]
[paragraph, [970.0, 2125.0, 730.0, 36.0], shoonya_4s8Z2GEIPIX6AN, 5694458]
[paragraph, [970.0, 2161.0, 730.0, 36.0], shoonya_4s8Z2GEIPIX6AN, 5694458]
[paragraph, [970.0, 2197.0, 730.0, 36.0], shoonya_4s8Z2GEIPIX6AN, 5694458]
[paragraph, [222.0, 2093.0, 736.0, 36.0], shoonya_1sPWH1T5T3030L, 5694458]
[paragraph, [222.0, 2129.0, 736.0, 36.0], shoonya_1sPWH1T5T3030L, 5694458]
[paragraph, [222.0, 2165.0, 736.0, 36.0], shoonya_1sPWH1T5T3030L, 5694458]
[paragraph, [222.0, 2201.0, 736.0, 36.0], shoonya_1sPWH1T5T3030L, 5694458]
[folio, [664.0, 2294.0, 587.0, 36.0], shoonya_11sV1G8BQIK615, 5694458]
