[884, 612]
[section-title, [241.0, 20.0, 175.0, 30.0], rNrtN01fS7, 6459484]
[paragraph, [93.0, 72.0, 473.0, 18.0], shoonya_3sL4621W4NQ3BN, 6459484]
[paragraph, [93.0, 90.0, 473.0, 18.0], shoonya_3sL4621W4NQ3BN, 6459484]
[paragraph, [93.0, 108.0, 473.0, 18.0], shoonya_3sL4621W4NQ3BN, 6459484]
[paragraph, [93.0, 126.0, 473.0, 18.0], shoonya_3sL4621W4NQ3BN, 6459484]
[paragraph, [93.0, 144.0, 473.0, 18.0], shoonya_3sL4621W4NQ3BN, 6459484]
[paragraph, [93.0, 162.0, 473.0, 18.0], shoonya_3sL4621W4NQ3BN, 6459484]
[paragraph, [93.0, 180.0, 473.0, 18.0], shoonya_3sL4621W4NQ3BN, 6459484]
[paragraph, [93.0, 198.0, 473.0, 18.0], shoonya_3sL4621W4NQ3BN, 6459484]
[paragraph, [93.0, 216.0, 473.0, 18.0], shoonya_3sL4621W4NQ3BN, 6459484]
[paragraph, [93.0, 234.0, 473.0, 18.0], shoonya_3sL4621W4NQ3BN, 6459484]
[paragraph, [93.0, 252.0, 473.0, 18.0], shoonya_3sL4621W4NQ3BN, 6459484]
[paragraph, [93.0, 270.0, 473.0, 18.0], shoonya_3sL4621W4NQ3BN, 6459484]
[paragraph, [93.0, 288.0, 473.0, 18.0], shoonya_3sL4621W4NQ3BN, 6459484]
[paragraph, [93.0, 306.0, 473.0, 18.0], shoonya_3sL4621W4NQ3BN, 6459484]
[paragraph, [93.0, 324.0, 473.0, 18.0], shoonya_3sL4621W4NQ3BN, 6459484]
[paragraph, [93.0, 342.0, 473.0, 18.0], shoonya_3sL4621W4NQ3BN, 6459484]
[paragraph, [93.0, 360.0, 473.0, 18.0], shoonya_3sL4621W4NQ3BN, 6459484]
[paragraph, [93.0, 378.0, 473.0, 18.0], shoonya_3sL4621W4NQ3BN, 6459484]
[paragraph, [93.0, 396.0, 473.0, 18.0], shoonya_3sL4621W4NQ3BN, 6459484]
[paragraph, [91.0, 431.0, 474.0, 18.0], shoonya_0s4T5CRLA622HF, 6459484]
[paragraph, [91.0, 449.0, 474.0, 18.0], shoonya_0s4T5CRLA622HF, 6459484]
[paragraph, [91.0, 467.0, 474.0, 18.0], shoonya_0s4T5CRLA622HF, 6459484]
[paragraph, [94.0, 496.0, 476.0, 18.0], pK5kEwbv4M, 6459484]
[paragraph, [94.0, 514.0, 476.0, 18.0], pK5kEwbv4M, 6459484]
[paragraph, [94.0, 532.0, 476.0, 18.0], pK5kEwbv4M, 6459484]
[paragraph, [154.0, 564.0, 368.0, 18.0], J42u1dTwrF, 6459484]
[paragraph, [93.0, 602.0, 466.0, 18.0], mKa71p7kbM, 6459484]
[paragraph, [93.0, 620.0, 466.0, 18.0], mKa71p7kbM, 6459484]
[paragraph, [93.0, 638.0, 466.0, 18.0], mKa71p7kbM, 6459484]
[paragraph, [93.0, 656.0, 466.0, 18.0], mKa71p7kbM, 6459484]
[paragraph, [93.0, 674.0, 466.0, 18.0], mKa71p7kbM, 6459484]
[paragraph, [93.0, 692.0, 466.0, 18.0], mKa71p7kbM, 6459484]
[paragraph, [93.0, 710.0, 466.0, 18.0], mKa71p7kbM, 6459484]
[paragraph, [93.0, 728.0, 466.0, 18.0], mKa71p7kbM, 6459484]
[paragraph, [93.0, 746.0, 466.0, 18.0], mKa71p7kbM, 6459484]
[paragraph, [93.0, 764.0, 466.0, 18.0], mKa71p7kbM, 6459484]
[paragraph, [93.0, 782.0, 466.0, 18.0], mKa71p7kbM, 6459484]
[paragraph, [93.0, 800.0, 466.0, 18.0], mKa71p7kbM, 6459484]
[paragraph, [93.0, 818.0, 466.0, 18.0], mKa71p7kbM, 6459484]
