[1320, 1176]
[folio, [79.0, 57.0, 169.0, 18.0], shoonya_0sYOQR89WBWP6E, 5693980]
[folio, [79.0, 75.0, 169.0, 18.0], shoonya_0sYOQR89WBWP6E, 5693980]
[folio, [79.0, 93.0, 169.0, 18.0], shoonya_0sYOQR89WBWP6E, 5693980]
[folio, [79.0, 111.0, 169.0, 18.0], shoonya_0sYOQR89WBWP6E, 5693980]
[folio, [79.0, 129.0, 169.0, 18.0], shoonya_0sYOQR89WBWP6E, 5693980]
[paragraph, [86.0, 189.0, 324.0, 18.0], AzOocctjZ5, 5693980]
[paragraph, [86.0, 207.0, 324.0, 18.0], AzOocctjZ5, 5693980]
[paragraph, [86.0, 225.0, 324.0, 18.0], AzOocctjZ5, 5693980]
[paragraph, [86.0, 243.0, 324.0, 18.0], AzOocctjZ5, 5693980]
[paragraph, [86.0, 261.0, 324.0, 18.0], AzOocctjZ5, 5693980]
[paragraph, [86.0, 279.0, 324.0, 18.0], AzOocctjZ5, 5693980]
[paragraph, [86.0, 297.0, 324.0, 18.0], AzOocctjZ5, 5693980]
[paragraph, [86.0, 315.0, 324.0, 18.0], AzOocctjZ5, 5693980]
[paragraph, [86.0, 333.0, 324.0, 18.0], AzOocctjZ5, 5693980]
[paragraph, [86.0, 351.0, 324.0, 18.0], AzOocctjZ5, 5693980]
[paragraph, [430.0, 189.0, 322.0, 18.0], GSRFkEmVbr, 5693980]
[paragraph, [430.0, 207.0, 322.0, 18.0], GSRFkEmVbr, 5693980]
[paragraph, [430.0, 225.0, 322.0, 18.0], GSRFkEmVbr, 5693980]
[paragraph, [770.0, 192.0, 322.0, 18.0], xhcEE2JfmK, 5693980]
[paragraph, [770.0, 210.0, 322.0, 18.0], xhcEE2JfmK, 5693980]
[paragraph, [770.0, 228.0, 322.0, 18.0], xhcEE2JfmK, 5693980]
[paragraph, [770.0, 246.0, 322.0, 18.0], xhcEE2JfmK, 5693980]
[paragraph, [770.0, 264.0, 322.0, 18.0], xhcEE2JfmK, 5693980]
[paragraph, [770.0, 282.0, 322.0, 18.0], xhcEE2JfmK, 5693980]
[paragraph, [770.0, 300.0, 322.0, 18.0], xhcEE2JfmK, 5693980]
[paragraph, [770.0, 318.0, 322.0, 18.0], xhcEE2JfmK, 5693980]
[paragraph, [770.0, 336.0, 322.0, 18.0], xhcEE2JfmK, 5693980]
[paragraph, [770.0, 354.0, 322.0, 18.0], xhcEE2JfmK, 5693980]
[paragraph, [770.0, 372.0, 322.0, 18.0], xhcEE2JfmK, 5693980]
[paragraph, [770.0, 390.0, 322.0, 18.0], xhcEE2JfmK, 5693980]
[paragraph, [770.0, 408.0, 322.0, 18.0], xhcEE2JfmK, 5693980]
[paragraph, [770.0, 426.0, 322.0, 18.0], xhcEE2JfmK, 5693980]
[paragraph, [770.0, 444.0, 322.0, 18.0], xhcEE2JfmK, 5693980]
[paragraph, [770.0, 462.0, 322.0, 18.0], xhcEE2JfmK, 5693980]
[paragraph, [770.0, 480.0, 322.0, 18.0], xhcEE2JfmK, 5693980]
[paragraph, [770.0, 498.0, 322.0, 18.0], xhcEE2JfmK, 5693980]
[paragraph, [770.0, 516.0, 322.0, 18.0], xhcEE2JfmK, 5693980]
[paragraph, [770.0, 534.0, 322.0, 18.0], xhcEE2JfmK, 5693980]
[paragraph, [770.0, 552.0, 322.0, 18.0], xhcEE2JfmK, 5693980]
[paragraph, [770.0, 570.0, 322.0, 18.0], xhcEE2JfmK, 5693980]
[paragraph, [428.0, 256.0, 320.0, 18.0], ssmLrAmnF-, 5693980]
[paragraph, [428.0, 274.0, 320.0, 18.0], ssmLrAmnF-, 5693980]
[paragraph, [428.0, 292.0, 320.0, 18.0], ssmLrAmnF-, 5693980]
[paragraph, [428.0, 310.0, 320.0, 18.0], ssmLrAmnF-, 5693980]
[paragraph, [461.0, 339.0, 121.0, 18.0], ZFCp-7yyux, 5693980]
[paragraph, [430.0, 367.0, 324.0, 18.0], Bv_UZw-pin, 5693980]
[paragraph, [430.0, 385.0, 324.0, 18.0], Bv_UZw-pin, 5693980]
[paragraph, [430.0, 403.0, 324.0, 18.0], Bv_UZw-pin, 5693980]
[paragraph, [430.0, 421.0, 324.0, 18.0], Bv_UZw-pin, 5693980]
[paragraph, [430.0, 439.0, 324.0, 18.0], Bv_UZw-pin, 5693980]
[paragraph, [430.0, 457.0, 324.0, 18.0], Bv_UZw-pin, 5693980]
[paragraph, [430.0, 475.0, 324.0, 18.0], Bv_UZw-pin, 5693980]
[paragraph, [85.0, 389.0, 321.0, 18.0], xTy27CoofW, 5693980]
