[2339, 1653]
[folio, [278.0, 212.0, 214.0, 36.0], QVy0YU9wvY, 5655214]
[paragraph, [281.0, 311.0, 1082.0, 36.0], shoonya_2sM49BH2UVVWVT, 5655214]
[paragraph, [281.0, 347.0, 1082.0, 36.0], shoonya_2sM49BH2UVVWVT, 5655214]
[paragraph, [281.0, 383.0, 1082.0, 36.0], shoonya_2sM49BH2UVVWVT, 5655214]
[paragraph, [281.0, 419.0, 1082.0, 36.0], shoonya_2sM49BH2UVVWVT, 5655214]
[paragraph, [281.0, 455.0, 1082.0, 36.0], shoonya_2sM49BH2UVVWVT, 5655214]
[paragraph, [281.0, 491.0, 1082.0, 36.0], shoonya_2sM49BH2UVVWVT, 5655214]
[paragraph, [281.0, 527.0, 1082.0, 36.0], shoonya_2sM49BH2UVVWVT, 5655214]
[paragraph, [281.0, 563.0, 1082.0, 36.0], shoonya_2sM49BH2UVVWVT, 5655214]
[paragraph, [281.0, 599.0, 1082.0, 36.0], shoonya_2sM49BH2UVVWVT, 5655214]
[paragraph, [281.0, 635.0, 1082.0, 36.0], shoonya_2sM49BH2UVVWVT, 5655214]
[paragraph, [281.0, 671.0, 1082.0, 36.0], shoonya_2sM49BH2UVVWVT, 5655214]
[paragraph, [281.0, 707.0, 1082.0, 36.0], shoonya_2sM49BH2UVVWVT, 5655214]
[paragraph, [281.0, 743.0, 1082.0, 36.0], shoonya_2sM49BH2UVVWVT, 5655214]
[paragraph, [281.0, 779.0, 1082.0, 36.0], shoonya_2sM49BH2UVVWVT, 5655214]
[paragraph, [281.0, 815.0, 1082.0, 36.0], shoonya_2sM49BH2UVVWVT, 5655214]
[paragraph, [281.0, 851.0, 1082.0, 36.0], shoonya_2sM49BH2UVVWVT, 5655214]
[paragraph, [281.0, 887.0, 1082.0, 36.0], shoonya_2sM49BH2UVVWVT, 5655214]
[paragraph, [281.0, 923.0, 1082.0, 36.0], shoonya_2sM49BH2UVVWVT, 5655214]
[paragraph, [284.0, 1027.0, 1081.0, 36.0], shoonya_1s68NXG92IKNWM, 5655214]
[paragraph, [284.0, 1063.0, 1081.0, 36.0], shoonya_1s68NXG92IKNWM, 5655214]
[paragraph, [284.0, 1099.0, 1081.0, 36.0], shoonya_1s68NXG92IKNWM, 5655214]
[paragraph, [284.0, 1135.0, 1081.0, 36.0], shoonya_1s68NXG92IKNWM, 5655214]
[paragraph, [284.0, 1171.0, 1081.0, 36.0], shoonya_1s68NXG92IKNWM, 5655214]
[paragraph, [284.0, 1207.0, 1081.0, 36.0], shoonya_1s68NXG92IKNWM, 5655214]
[paragraph, [284.0, 1243.0, 1081.0, 36.0], shoonya_1s68NXG92IKNWM, 5655214]
[paragraph, [284.0, 1279.0, 1081.0, 36.0], shoonya_1s68NXG92IKNWM, 5655214]
[paragraph, [284.0, 1315.0, 1081.0, 36.0], shoonya_1s68NXG92IKNWM, 5655214]
[paragraph, [284.0, 1351.0, 1081.0, 36.0], shoonya_1s68NXG92IKNWM, 5655214]
[paragraph, [284.0, 1387.0, 1081.0, 36.0], shoonya_1s68NXG92IKNWM, 5655214]
[paragraph, [284.0, 1423.0, 1081.0, 36.0], shoonya_1s68NXG92IKNWM, 5655214]
[paragraph, [284.0, 1459.0, 1081.0, 36.0], shoonya_1s68NXG92IKNWM, 5655214]
[paragraph, [284.0, 1495.0, 1081.0, 36.0], shoonya_1s68NXG92IKNWM, 5655214]
[paragraph, [284.0, 1531.0, 1081.0, 36.0], shoonya_1s68NXG92IKNWM, 5655214]
[paragraph, [284.0, 1567.0, 1081.0, 36.0], shoonya_1s68NXG92IKNWM, 5655214]
[paragraph, [286.0, 1649.0, 1082.0, 36.0], shoonya_0sGEX1CVIGLDQM, 5655214]
[paragraph, [286.0, 1685.0, 1082.0, 36.0], shoonya_0sGEX1CVIGLDQM, 5655214]
[paragraph, [286.0, 1721.0, 1082.0, 36.0], shoonya_0sGEX1CVIGLDQM, 5655214]
[paragraph, [286.0, 1757.0, 1082.0, 36.0], shoonya_0sGEX1CVIGLDQM, 5655214]
[paragraph, [286.0, 1793.0, 1082.0, 36.0], shoonya_0sGEX1CVIGLDQM, 5655214]
[paragraph, [286.0, 1829.0, 1082.0, 36.0], shoonya_0sGEX1CVIGLDQM, 5655214]
[paragraph, [286.0, 1865.0, 1082.0, 36.0], shoonya_0sGEX1CVIGLDQM, 5655214]
[paragraph, [286.0, 1901.0, 1082.0, 36.0], shoonya_0sGEX1CVIGLDQM, 5655214]
[paragraph, [286.0, 1937.0, 1082.0, 36.0], shoonya_0sGEX1CVIGLDQM, 5655214]
[paragraph, [286.0, 1973.0, 1082.0, 36.0], shoonya_0sGEX1CVIGLDQM, 5655214]
[paragraph, [286.0, 2009.0, 1082.0, 36.0], shoonya_0sGEX1CVIGLDQM, 5655214]
