[2067, 1567]
[folio, [192.0, 191.0, 249.0, 36.0], shoonya_12s18WCW5LJSP4, 5735674]
[folio, [1244.0, 197.0, 129.0, 36.0], mfUvG3adUj, 5735674]
[paragraph, [191.0, 246.0, 581.0, 36.0], shoonya_0s0AVLTX74P1KA, 5735674]
[paragraph, [191.0, 282.0, 581.0, 36.0], shoonya_0s0AVLTX74P1KA, 5735674]
[paragraph, [191.0, 318.0, 581.0, 36.0], shoonya_0s0AVLTX74P1KA, 5735674]
[paragraph, [191.0, 354.0, 581.0, 36.0], shoonya_0s0AVLTX74P1KA, 5735674]
[paragraph, [191.0, 390.0, 581.0, 36.0], shoonya_0s0AVLTX74P1KA, 5735674]
[paragraph, [191.0, 426.0, 581.0, 36.0], shoonya_0s0AVLTX74P1KA, 5735674]
[paragraph, [191.0, 462.0, 581.0, 36.0], shoonya_0s0AVLTX74P1KA, 5735674]
[paragraph, [191.0, 498.0, 581.0, 36.0], shoonya_0s0AVLTX74P1KA, 5735674]
[paragraph, [191.0, 534.0, 581.0, 36.0], shoonya_0s0AVLTX74P1KA, 5735674]
[paragraph, [191.0, 570.0, 581.0, 36.0], shoonya_0s0AVLTX74P1KA, 5735674]
[paragraph, [191.0, 606.0, 581.0, 36.0], shoonya_0s0AVLTX74P1KA, 5735674]
[paragraph, [191.0, 642.0, 581.0, 36.0], shoonya_0s0AVLTX74P1KA, 5735674]
[paragraph, [191.0, 678.0, 581.0, 36.0], shoonya_0s0AVLTX74P1KA, 5735674]
[paragraph, [191.0, 714.0, 581.0, 36.0], shoonya_0s0AVLTX74P1KA, 5735674]
[paragraph, [191.0, 750.0, 581.0, 36.0], shoonya_0s0AVLTX74P1KA, 5735674]
[paragraph, [191.0, 786.0, 581.0, 36.0], shoonya_0s0AVLTX74P1KA, 5735674]
[paragraph, [191.0, 822.0, 581.0, 36.0], shoonya_0s0AVLTX74P1KA, 5735674]
[paragraph, [191.0, 858.0, 581.0, 36.0], shoonya_0s0AVLTX74P1KA, 5735674]
[paragraph, [191.0, 894.0, 581.0, 36.0], shoonya_0s0AVLTX74P1KA, 5735674]
[paragraph, [191.0, 930.0, 581.0, 36.0], shoonya_0s0AVLTX74P1KA, 5735674]
[paragraph, [191.0, 966.0, 581.0, 36.0], shoonya_0s0AVLTX74P1KA, 5735674]
[paragraph, [191.0, 1002.0, 581.0, 36.0], shoonya_0s0AVLTX74P1KA, 5735674]
[paragraph, [792.0, 249.0, 578.0, 36.0], shoonya_7sDDTPHG76DHNC, 5735674]
[paragraph, [792.0, 285.0, 578.0, 36.0], shoonya_7sDDTPHG76DHNC, 5735674]
[paragraph, [792.0, 339.0, 579.0, 36.0], shoonya_1s0ANLJYONXZJ3, 5735674]
[paragraph, [792.0, 375.0, 579.0, 36.0], shoonya_1s0ANLJYONXZJ3, 5735674]
[paragraph, [792.0, 411.0, 579.0, 36.0], shoonya_1s0ANLJYONXZJ3, 5735674]
[paragraph, [792.0, 447.0, 579.0, 36.0], shoonya_1s0ANLJYONXZJ3, 5735674]
[paragraph, [792.0, 483.0, 579.0, 36.0], shoonya_1s0ANLJYONXZJ3, 5735674]
[paragraph, [792.0, 519.0, 579.0, 36.0], shoonya_1s0ANLJYONXZJ3, 5735674]
[paragraph, [792.0, 555.0, 579.0, 36.0], shoonya_1s0ANLJYONXZJ3, 5735674]
[paragraph, [792.0, 591.0, 579.0, 36.0], shoonya_1s0ANLJYONXZJ3, 5735674]
[paragraph, [790.0, 655.0, 582.0, 36.0], shoonya_8s822U9SDKTWVY, 5735674]
[paragraph, [790.0, 691.0, 582.0, 36.0], shoonya_8s822U9SDKTWVY, 5735674]
[paragraph, [790.0, 727.0, 582.0, 36.0], shoonya_8s822U9SDKTWVY, 5735674]
[paragraph, [790.0, 763.0, 582.0, 36.0], shoonya_8s822U9SDKTWVY, 5735674]
[paragraph, [792.0, 835.0, 579.0, 36.0], shoonya_10sOO5BAWCIHWC, 5735674]
[paragraph, [792.0, 871.0, 579.0, 36.0], shoonya_10sOO5BAWCIHWC, 5735674]
[paragraph, [792.0, 907.0, 579.0, 36.0], shoonya_10sOO5BAWCIHWC, 5735674]
[paragraph, [792.0, 943.0, 579.0, 36.0], shoonya_10sOO5BAWCIHWC, 5735674]
[paragraph, [792.0, 979.0, 579.0, 36.0], shoonya_10sOO5BAWCIHWC, 5735674]
[paragraph, [792.0, 1015.0, 579.0, 36.0], shoonya_10sOO5BAWCIHWC, 5735674]
[paragraph, [792.0, 1051.0, 579.0, 36.0], shoonya_10sOO5BAWCIHWC, 5735674]
[paragraph, [192.0, 1049.0, 582.0, 36.0], shoonya_2sJ04FLVG8923Q, 5735674]
[paragraph, [192.0, 1085.0, 582.0, 36.0], shoonya_2sJ04FLVG8923Q, 5735674]
[paragraph, [192.0, 1121.0, 582.0, 36.0], shoonya_2sJ04FLVG8923Q, 5735674]
[paragraph, [192.0, 1157.0, 582.0, 36.0], shoonya_2sJ04FLVG8923Q, 5735674]
