[1278, 905]
[chapter-title, [398.0, 60.0, 180.0, 30.0], shoonya_2s18AJ98IB9ZC6, 5776737]
[paragraph, [172.0, 95.0, 646.0, 18.0], shoonya_1s57F5U08FJALU, 5776737]
[paragraph, [172.0, 113.0, 646.0, 18.0], shoonya_1s57F5U08FJALU, 5776737]
[paragraph, [172.0, 131.0, 646.0, 18.0], shoonya_1s57F5U08FJALU, 5776737]
[paragraph, [172.0, 149.0, 646.0, 18.0], shoonya_1s57F5U08FJALU, 5776737]
[paragraph, [172.0, 167.0, 646.0, 18.0], shoonya_1s57F5U08FJALU, 5776737]
[paragraph, [172.0, 185.0, 646.0, 18.0], shoonya_1s57F5U08FJALU, 5776737]
[paragraph, [172.0, 203.0, 646.0, 18.0], shoonya_1s57F5U08FJALU, 5776737]
[paragraph, [172.0, 221.0, 646.0, 18.0], shoonya_1s57F5U08FJALU, 5776737]
[paragraph, [172.0, 239.0, 646.0, 18.0], shoonya_1s57F5U08FJALU, 5776737]
[paragraph, [172.0, 257.0, 646.0, 18.0], shoonya_1s57F5U08FJALU, 5776737]
[paragraph, [172.0, 275.0, 646.0, 18.0], shoonya_1s57F5U08FJALU, 5776737]
[paragraph, [172.0, 293.0, 646.0, 18.0], shoonya_1s57F5U08FJALU, 5776737]
[paragraph, [172.0, 311.0, 646.0, 18.0], shoonya_1s57F5U08FJALU, 5776737]
[paragraph, [172.0, 329.0, 646.0, 18.0], shoonya_1s57F5U08FJALU, 5776737]
[paragraph, [172.0, 347.0, 646.0, 18.0], shoonya_1s57F5U08FJALU, 5776737]
[paragraph, [172.0, 365.0, 646.0, 18.0], shoonya_1s57F5U08FJALU, 5776737]
[paragraph, [172.0, 383.0, 646.0, 18.0], shoonya_1s57F5U08FJALU, 5776737]
[paragraph, [172.0, 401.0, 646.0, 18.0], shoonya_1s57F5U08FJALU, 5776737]
[paragraph, [172.0, 419.0, 646.0, 18.0], shoonya_1s57F5U08FJALU, 5776737]
[paragraph, [172.0, 437.0, 646.0, 18.0], shoonya_1s57F5U08FJALU, 5776737]
[paragraph, [172.0, 455.0, 646.0, 18.0], shoonya_1s57F5U08FJALU, 5776737]
[paragraph, [172.0, 473.0, 646.0, 18.0], shoonya_1s57F5U08FJALU, 5776737]
[paragraph, [172.0, 491.0, 646.0, 18.0], shoonya_1s57F5U08FJALU, 5776737]
