[3509, 2482]
[folio, [892.0, 203.0, 494.0, 52.5], MS4CvYvzzX, 5691625]
[folio, [892.0, 255.5, 494.0, 52.5], MS4CvYvzzX, 5691625]
[paragraph, [153.0, 341.0, 863.0, 52.5], EkmIWpNws9, 5691625]
[paragraph, [170.0, 420.0, 1822.0, 52.5], shoonya_1sKE7S79SZCW9C, 5691625]
[paragraph, [170.0, 472.5, 1822.0, 52.5], shoonya_1sKE7S79SZCW9C, 5691625]
[paragraph, [170.0, 525.0, 1822.0, 52.5], shoonya_1sKE7S79SZCW9C, 5691625]
[paragraph, [170.0, 577.5, 1822.0, 52.5], shoonya_1sKE7S79SZCW9C, 5691625]
[paragraph, [162.0, 645.0, 1852.0, 52.5], i7LysZ0tn6, 5691625]
[paragraph, [162.0, 697.5, 1852.0, 52.5], i7LysZ0tn6, 5691625]
[paragraph, [162.0, 750.0, 1852.0, 52.5], i7LysZ0tn6, 5691625]
[paragraph, [287.0, 801.0, 397.0, 52.5], Tm_BnQeyut, 5691625]
[paragraph, [287.0, 870.0, 516.0, 52.5], -jF2BqhvCG, 5691625]
[paragraph, [284.0, 935.0, 1208.0, 52.5], _0rriDxy05, 5691625]
[paragraph, [287.0, 1009.0, 1367.0, 52.5], DorzGN5o2P, 5691625]
[paragraph, [303.0, 1086.0, 813.0, 52.5], IIraaa1sUV, 5691625]
[paragraph, [194.0, 1166.0, 1812.0, 52.5], A5Ap1MTpCn, 5691625]
[paragraph, [194.0, 1218.5, 1812.0, 52.5], A5Ap1MTpCn, 5691625]
[paragraph, [194.0, 1271.0, 1812.0, 52.5], A5Ap1MTpCn, 5691625]
[paragraph, [194.0, 1323.5, 1812.0, 52.5], A5Ap1MTpCn, 5691625]
[paragraph, [194.0, 1376.0, 1812.0, 52.5], A5Ap1MTpCn, 5691625]
[paragraph, [194.0, 1428.5, 1812.0, 52.5], A5Ap1MTpCn, 5691625]
[paragraph, [194.0, 1481.0, 1812.0, 52.5], A5Ap1MTpCn, 5691625]
[paragraph, [194.0, 1533.5, 1812.0, 52.5], A5Ap1MTpCn, 5691625]
[paragraph, [194.0, 1586.0, 1812.0, 52.5], A5Ap1MTpCn, 5691625]
[paragraph, [194.0, 1638.5, 1812.0, 52.5], A5Ap1MTpCn, 5691625]
[paragraph, [159.0, 1690.0, 1871.0, 52.5], 2QXgMeZL51, 5691625]
[paragraph, [159.0, 1742.5, 1871.0, 52.5], 2QXgMeZL51, 5691625]
[paragraph, [159.0, 1795.0, 1871.0, 52.5], 2QXgMeZL51, 5691625]
[paragraph, [159.0, 1847.5, 1871.0, 52.5], 2QXgMeZL51, 5691625]
[paragraph, [159.0, 1900.0, 1871.0, 52.5], 2QXgMeZL51, 5691625]
[paragraph, [159.0, 1952.5, 1871.0, 52.5], 2QXgMeZL51, 5691625]
[paragraph, [159.0, 2005.0, 1871.0, 52.5], 2QXgMeZL51, 5691625]
[paragraph, [159.0, 2057.5, 1871.0, 52.5], 2QXgMeZL51, 5691625]
[paragraph, [159.0, 2110.0, 1871.0, 52.5], 2QXgMeZL51, 5691625]
[paragraph, [159.0, 2162.5, 1871.0, 52.5], 2QXgMeZL51, 5691625]
[paragraph, [159.0, 2215.0, 1871.0, 52.5], 2QXgMeZL51, 5691625]
[paragraph, [159.0, 2267.5, 1871.0, 52.5], 2QXgMeZL51, 5691625]
[paragraph, [159.0, 2320.0, 1871.0, 52.5], 2QXgMeZL51, 5691625]
[paragraph, [159.0, 2372.5, 1871.0, 52.5], 2QXgMeZL51, 5691625]
[paragraph, [156.0, 2456.0, 1881.0, 52.5], 8W7eFNjKw3, 5691625]
[paragraph, [156.0, 2508.5, 1881.0, 52.5], 8W7eFNjKw3, 5691625]
[paragraph, [165.0, 2604.0, 1871.0, 52.5], MnG_r2nngy, 5691625]
[paragraph, [165.0, 2656.5, 1871.0, 52.5], MnG_r2nngy, 5691625]
[paragraph, [165.0, 2709.0, 1871.0, 52.5], MnG_r2nngy, 5691625]
[paragraph, [165.0, 2761.5, 1871.0, 52.5], MnG_r2nngy, 5691625]
[paragraph, [165.0, 2814.0, 1871.0, 52.5], MnG_r2nngy, 5691625]
[paragraph, [165.0, 2866.5, 1871.0, 52.5], MnG_r2nngy, 5691625]
[paragraph, [165.0, 2919.0, 1871.0, 52.5], MnG_r2nngy, 5691625]
[paragraph, [165.0, 2971.5, 1871.0, 52.5], MnG_r2nngy, 5691625]
