[792, 612]
[paragraph, [74.0, 4.0, 151.0, 18.0], shoonya_1sJNW1PS0K1DOE, 6514805]
[paragraph, [74.0, 22.0, 151.0, 18.0], shoonya_1sJNW1PS0K1DOE, 6514805]
[paragraph, [74.0, 40.0, 151.0, 18.0], shoonya_1sJNW1PS0K1DOE, 6514805]
[paragraph, [74.0, 58.0, 151.0, 18.0], shoonya_1sJNW1PS0K1DOE, 6514805]
[paragraph, [74.0, 76.0, 151.0, 18.0], shoonya_1sJNW1PS0K1DOE, 6514805]
[paragraph, [74.0, 94.0, 151.0, 18.0], shoonya_1sJNW1PS0K1DOE, 6514805]
[paragraph, [74.0, 112.0, 151.0, 18.0], shoonya_1sJNW1PS0K1DOE, 6514805]
[paragraph, [74.0, 130.0, 151.0, 18.0], shoonya_1sJNW1PS0K1DOE, 6514805]
[paragraph, [74.0, 148.0, 151.0, 18.0], shoonya_1sJNW1PS0K1DOE, 6514805]
[paragraph, [74.0, 166.0, 151.0, 18.0], shoonya_1sJNW1PS0K1DOE, 6514805]
[paragraph, [74.0, 184.0, 151.0, 18.0], shoonya_1sJNW1PS0K1DOE, 6514805]
[paragraph, [74.0, 202.0, 151.0, 18.0], shoonya_1sJNW1PS0K1DOE, 6514805]
[paragraph, [74.0, 220.0, 151.0, 18.0], shoonya_1sJNW1PS0K1DOE, 6514805]
[paragraph, [74.0, 238.0, 151.0, 18.0], shoonya_1sJNW1PS0K1DOE, 6514805]
[paragraph, [74.0, 256.0, 151.0, 18.0], shoonya_1sJNW1PS0K1DOE, 6514805]
[paragraph, [74.0, 274.0, 151.0, 18.0], shoonya_1sJNW1PS0K1DOE, 6514805]
[paragraph, [74.0, 292.0, 151.0, 18.0], shoonya_1sJNW1PS0K1DOE, 6514805]
[paragraph, [74.0, 310.0, 151.0, 18.0], shoonya_1sJNW1PS0K1DOE, 6514805]
[paragraph, [231.0, 4.0, 150.0, 18.0], shoonya_7sF8TZB0PH4YEJ, 6514805]
[paragraph, [231.0, 22.0, 150.0, 18.0], shoonya_7sF8TZB0PH4YEJ, 6514805]
[paragraph, [231.0, 40.0, 150.0, 18.0], shoonya_7sF8TZB0PH4YEJ, 6514805]
[paragraph, [231.0, 58.0, 150.0, 18.0], shoonya_7sF8TZB0PH4YEJ, 6514805]
[paragraph, [231.0, 76.0, 150.0, 18.0], shoonya_7sF8TZB0PH4YEJ, 6514805]
[paragraph, [231.0, 94.0, 150.0, 18.0], shoonya_7sF8TZB0PH4YEJ, 6514805]
[paragraph, [231.0, 112.0, 150.0, 18.0], shoonya_7sF8TZB0PH4YEJ, 6514805]
[paragraph, [231.0, 130.0, 150.0, 18.0], shoonya_7sF8TZB0PH4YEJ, 6514805]
[paragraph, [231.0, 148.0, 150.0, 18.0], shoonya_7sF8TZB0PH4YEJ, 6514805]
[paragraph, [231.0, 166.0, 150.0, 18.0], shoonya_7sF8TZB0PH4YEJ, 6514805]
[paragraph, [231.0, 184.0, 150.0, 18.0], shoonya_7sF8TZB0PH4YEJ, 6514805]
[paragraph, [388.0, 6.0, 148.0, 18.0], shoonya_3sVK5PKMJOLMNX, 6514805]
[paragraph, [388.0, 24.0, 148.0, 18.0], shoonya_3sVK5PKMJOLMNX, 6514805]
[paragraph, [388.0, 42.0, 148.0, 18.0], shoonya_3sVK5PKMJOLMNX, 6514805]
[paragraph, [388.0, 60.0, 148.0, 18.0], shoonya_3sVK5PKMJOLMNX, 6514805]
[paragraph, [388.0, 78.0, 148.0, 18.0], shoonya_3sVK5PKMJOLMNX, 6514805]
[paragraph, [388.0, 96.0, 148.0, 18.0], shoonya_3sVK5PKMJOLMNX, 6514805]
[paragraph, [388.0, 114.0, 148.0, 18.0], shoonya_3sVK5PKMJOLMNX, 6514805]
[paragraph, [388.0, 132.0, 148.0, 18.0], shoonya_3sVK5PKMJOLMNX, 6514805]
[paragraph, [388.0, 150.0, 148.0, 18.0], shoonya_3sVK5PKMJOLMNX, 6514805]
[paragraph, [388.0, 168.0, 148.0, 18.0], shoonya_3sVK5PKMJOLMNX, 6514805]
[paragraph, [388.0, 186.0, 148.0, 18.0], shoonya_3sVK5PKMJOLMNX, 6514805]
[paragraph, [388.0, 204.0, 148.0, 18.0], shoonya_3sVK5PKMJOLMNX, 6514805]
[paragraph, [388.0, 222.0, 148.0, 18.0], shoonya_3sVK5PKMJOLMNX, 6514805]
[paragraph, [388.0, 240.0, 148.0, 18.0], shoonya_3sVK5PKMJOLMNX, 6514805]
[paragraph, [388.0, 258.0, 148.0, 18.0], shoonya_3sVK5PKMJOLMNX, 6514805]
[paragraph, [230.0, 213.0, 151.0, 18.0], shoonya_4s2F74AOO9S1S6, 6514805]
[paragraph, [230.0, 231.0, 151.0, 18.0], shoonya_4s2F74AOO9S1S6, 6514805]
[paragraph, [230.0, 249.0, 151.0, 18.0], shoonya_4s2F74AOO9S1S6, 6514805]
[paragraph, [230.0, 267.0, 151.0, 18.0], shoonya_4s2F74AOO9S1S6, 6514805]
[paragraph, [230.0, 285.0, 151.0, 18.0], shoonya_4s2F74AOO9S1S6, 6514805]
[paragraph, [230.0, 303.0, 151.0, 18.0], shoonya_4s2F74AOO9S1S6, 6514805]
[paragraph, [230.0, 321.0, 151.0, 18.0], shoonya_4s2F74AOO9S1S6, 6514805]
[paragraph, [230.0, 339.0, 151.0, 18.0], shoonya_4s2F74AOO9S1S6, 6514805]
[paragraph, [230.0, 357.0, 151.0, 18.0], shoonya_4s2F74AOO9S1S6, 6514805]
[paragraph, [230.0, 375.0, 151.0, 18.0], shoonya_4s2F74AOO9S1S6, 6514805]
[paragraph, [230.0, 393.0, 151.0, 18.0], shoonya_4s2F74AOO9S1S6, 6514805]
[paragraph, [230.0, 411.0, 151.0, 18.0], shoonya_4s2F74AOO9S1S6, 6514805]
[paragraph, [230.0, 429.0, 151.0, 18.0], shoonya_4s2F74AOO9S1S6, 6514805]
[paragraph, [230.0, 447.0, 151.0, 18.0], shoonya_4s2F74AOO9S1S6, 6514805]
[paragraph, [230.0, 465.0, 151.0, 18.0], shoonya_4s2F74AOO9S1S6, 6514805]
[paragraph, [230.0, 483.0, 151.0, 18.0], shoonya_4s2F74AOO9S1S6, 6514805]
[paragraph, [230.0, 501.0, 151.0, 18.0], shoonya_4s2F74AOO9S1S6, 6514805]
[paragraph, [230.0, 519.0, 151.0, 18.0], shoonya_4s2F74AOO9S1S6, 6514805]
[paragraph, [230.0, 537.0, 151.0, 18.0], shoonya_4s2F74AOO9S1S6, 6514805]
[paragraph, [230.0, 555.0, 151.0, 18.0], shoonya_4s2F74AOO9S1S6, 6514805]
[paragraph, [230.0, 573.0, 151.0, 18.0], shoonya_4s2F74AOO9S1S6, 6514805]
[paragraph, [230.0, 591.0, 151.0, 18.0], shoonya_4s2F74AOO9S1S6, 6514805]
[paragraph, [230.0, 609.0, 151.0, 18.0], shoonya_4s2F74AOO9S1S6, 6514805]
[paragraph, [387.0, 294.0, 149.0, 18.0], shoonya_2sWDOAMJWC8PJT, 6514805]
[paragraph, [387.0, 312.0, 149.0, 18.0], shoonya_2sWDOAMJWC8PJT, 6514805]
[paragraph, [387.0, 330.0, 149.0, 18.0], shoonya_2sWDOAMJWC8PJT, 6514805]
[paragraph, [387.0, 348.0, 149.0, 18.0], shoonya_2sWDOAMJWC8PJT, 6514805]
[paragraph, [387.0, 366.0, 149.0, 18.0], shoonya_2sWDOAMJWC8PJT, 6514805]
[paragraph, [387.0, 384.0, 149.0, 18.0], shoonya_2sWDOAMJWC8PJT, 6514805]
[paragraph, [75.0, 344.0, 150.0, 18.0], shoonya_0sDUWKFQTLWFYC, 6514805]
[paragraph, [75.0, 362.0, 150.0, 18.0], shoonya_0sDUWKFQTLWFYC, 6514805]
[paragraph, [75.0, 380.0, 150.0, 18.0], shoonya_0sDUWKFQTLWFYC, 6514805]
[paragraph, [75.0, 398.0, 150.0, 18.0], shoonya_0sDUWKFQTLWFYC, 6514805]
