[1606, 1056]
[folio, [104.0, 97.0, 225.0, 36.0], pf3X54bzhW, 5683907]
[paragraph, [95.0, 157.0, 863.0, 36.0], shoonya_1sU0T2ZGZ1A8NC, 5683907]
[paragraph, [95.0, 193.0, 863.0, 36.0], shoonya_1sU0T2ZGZ1A8NC, 5683907]
[paragraph, [95.0, 229.0, 863.0, 36.0], shoonya_1sU0T2ZGZ1A8NC, 5683907]
[paragraph, [95.0, 265.0, 863.0, 36.0], shoonya_1sU0T2ZGZ1A8NC, 5683907]
[paragraph, [95.0, 301.0, 863.0, 36.0], shoonya_1sU0T2ZGZ1A8NC, 5683907]
[paragraph, [95.0, 337.0, 863.0, 36.0], shoonya_1sU0T2ZGZ1A8NC, 5683907]
[paragraph, [95.0, 373.0, 863.0, 36.0], shoonya_1sU0T2ZGZ1A8NC, 5683907]
[paragraph, [95.0, 409.0, 863.0, 36.0], shoonya_1sU0T2ZGZ1A8NC, 5683907]
[paragraph, [95.0, 445.0, 863.0, 36.0], shoonya_1sU0T2ZGZ1A8NC, 5683907]
[paragraph, [95.0, 481.0, 863.0, 36.0], shoonya_1sU0T2ZGZ1A8NC, 5683907]
[paragraph, [95.0, 517.0, 863.0, 36.0], shoonya_1sU0T2ZGZ1A8NC, 5683907]
[paragraph, [95.0, 553.0, 863.0, 36.0], shoonya_1sU0T2ZGZ1A8NC, 5683907]
[paragraph, [95.0, 589.0, 863.0, 36.0], shoonya_1sU0T2ZGZ1A8NC, 5683907]
[paragraph, [95.0, 625.0, 863.0, 36.0], shoonya_1sU0T2ZGZ1A8NC, 5683907]
[paragraph, [95.0, 661.0, 863.0, 36.0], shoonya_1sU0T2ZGZ1A8NC, 5683907]
[paragraph, [95.0, 697.0, 863.0, 36.0], shoonya_1sU0T2ZGZ1A8NC, 5683907]
[paragraph, [95.0, 733.0, 863.0, 36.0], shoonya_1sU0T2ZGZ1A8NC, 5683907]
[paragraph, [95.0, 769.0, 863.0, 36.0], shoonya_1sU0T2ZGZ1A8NC, 5683907]
[paragraph, [95.0, 805.0, 863.0, 36.0], shoonya_1sU0T2ZGZ1A8NC, 5683907]
[paragraph, [95.0, 841.0, 863.0, 36.0], shoonya_1sU0T2ZGZ1A8NC, 5683907]
[paragraph, [95.0, 877.0, 863.0, 36.0], shoonya_1sU0T2ZGZ1A8NC, 5683907]
[paragraph, [95.0, 913.0, 863.0, 36.0], shoonya_1sU0T2ZGZ1A8NC, 5683907]
[paragraph, [95.0, 967.0, 865.0, 36.0], shoonya_0sDCF666L33XGZ, 5683907]
[paragraph, [95.0, 1003.0, 865.0, 36.0], shoonya_0sDCF666L33XGZ, 5683907]
[paragraph, [95.0, 1039.0, 865.0, 36.0], shoonya_0sDCF666L33XGZ, 5683907]
[paragraph, [95.0, 1075.0, 865.0, 36.0], shoonya_0sDCF666L33XGZ, 5683907]
[paragraph, [95.0, 1111.0, 865.0, 36.0], shoonya_0sDCF666L33XGZ, 5683907]
[paragraph, [95.0, 1147.0, 865.0, 36.0], shoonya_0sDCF666L33XGZ, 5683907]
[paragraph, [95.0, 1183.0, 865.0, 36.0], shoonya_0sDCF666L33XGZ, 5683907]
[paragraph, [95.0, 1219.0, 865.0, 36.0], shoonya_0sDCF666L33XGZ, 5683907]
[paragraph, [95.0, 1255.0, 865.0, 36.0], shoonya_0sDCF666L33XGZ, 5683907]
[paragraph, [95.0, 1291.0, 865.0, 36.0], shoonya_0sDCF666L33XGZ, 5683907]
[paragraph, [95.0, 1327.0, 865.0, 36.0], shoonya_0sDCF666L33XGZ, 5683907]
[paragraph, [95.0, 1363.0, 865.0, 36.0], shoonya_0sDCF666L33XGZ, 5683907]
[paragraph, [258.0, 1418.0, 399.0, 36.0], CsZZHcedzV, 5683907]
[paragraph, [258.0, 1454.0, 399.0, 36.0], CsZZHcedzV, 5683907]
