[3020, 1800]
[paragraph, [863.0, 503.0, 755.0, 52.5], shoonya_19sCOQPBH50CMJ, 5694469]
[paragraph, [863.0, 555.5, 755.0, 52.5], shoonya_19sCOQPBH50CMJ, 5694469]
[paragraph, [84.0, 505.0, 750.0, 52.5], shoonya_10sAA2NT9EX48K, 5694469]
[paragraph, [84.0, 557.5, 750.0, 52.5], shoonya_10sAA2NT9EX48K, 5694469]
[paragraph, [84.0, 610.0, 750.0, 52.5], shoonya_10sAA2NT9EX48K, 5694469]
[paragraph, [84.0, 662.5, 750.0, 52.5], shoonya_10sAA2NT9EX48K, 5694469]
[paragraph, [861.0, 632.0, 759.0, 52.5], shoonya_17sKQ17QE938HJ, 5694469]
[paragraph, [861.0, 684.5, 759.0, 52.5], shoonya_17sKQ17QE938HJ, 5694469]
[paragraph, [861.0, 737.0, 759.0, 52.5], shoonya_17sKQ17QE938HJ, 5694469]
[paragraph, [861.0, 789.5, 759.0, 52.5], shoonya_17sKQ17QE938HJ, 5694469]
[paragraph, [861.0, 842.0, 759.0, 52.5], shoonya_17sKQ17QE938HJ, 5694469]
[paragraph, [861.0, 894.5, 759.0, 52.5], shoonya_17sKQ17QE938HJ, 5694469]
[paragraph, [86.0, 728.0, 745.0, 52.5], shoonya_8s8945SUPN5IYZ, 5694469]
[paragraph, [86.0, 780.5, 745.0, 52.5], shoonya_8s8945SUPN5IYZ, 5694469]
[paragraph, [86.0, 833.0, 745.0, 52.5], shoonya_8s8945SUPN5IYZ, 5694469]
[paragraph, [86.0, 885.5, 745.0, 52.5], shoonya_8s8945SUPN5IYZ, 5694469]
[paragraph, [82.0, 946.0, 749.0, 52.5], shoonya_4sANJU8N74E9UH, 5694469]
[paragraph, [82.0, 998.5, 749.0, 52.5], shoonya_4sANJU8N74E9UH, 5694469]
[paragraph, [82.0, 1051.0, 749.0, 52.5], shoonya_4sANJU8N74E9UH, 5694469]
[paragraph, [82.0, 1103.5, 749.0, 52.5], shoonya_4sANJU8N74E9UH, 5694469]
[paragraph, [867.0, 991.0, 748.0, 52.5], shoonya_15sLPS2YT7S4J6, 5694469]
[paragraph, [867.0, 1043.5, 748.0, 52.5], shoonya_15sLPS2YT7S4J6, 5694469]
[paragraph, [867.0, 1096.0, 748.0, 52.5], shoonya_15sLPS2YT7S4J6, 5694469]
[paragraph, [867.0, 1148.5, 748.0, 52.5], shoonya_15sLPS2YT7S4J6, 5694469]
[paragraph, [867.0, 1201.0, 748.0, 52.5], shoonya_15sLPS2YT7S4J6, 5694469]
[paragraph, [82.0, 1170.0, 751.0, 52.5], shoonya_6sJU7KQU48OJ0C, 5694469]
[paragraph, [82.0, 1222.5, 751.0, 52.5], shoonya_6sJU7KQU48OJ0C, 5694469]
[paragraph, [82.0, 1275.0, 751.0, 52.5], shoonya_6sJU7KQU48OJ0C, 5694469]
[paragraph, [82.0, 1327.5, 751.0, 52.5], shoonya_6sJU7KQU48OJ0C, 5694469]
[paragraph, [82.0, 1380.0, 751.0, 52.5], shoonya_6sJU7KQU48OJ0C, 5694469]
[paragraph, [867.0, 1303.0, 749.0, 52.5], shoonya_11sWRK4183OBDQ, 5694469]
[paragraph, [867.0, 1355.5, 749.0, 52.5], shoonya_11sWRK4183OBDQ, 5694469]
[paragraph, [867.0, 1408.0, 749.0, 52.5], shoonya_11sWRK4183OBDQ, 5694469]
[paragraph, [867.0, 1488.0, 751.0, 52.5], shoonya_13sDG1EO9IL2DA, 5694469]
[paragraph, [864.0, 1577.0, 753.0, 52.5], shoonya_7sCOTNNUSHCT9X, 5694469]
[paragraph, [864.0, 1629.5, 753.0, 52.5], shoonya_7sCOTNNUSHCT9X, 5694469]
[paragraph, [864.0, 1682.0, 753.0, 52.5], shoonya_7sCOTNNUSHCT9X, 5694469]
[paragraph, [864.0, 1734.5, 753.0, 52.5], shoonya_7sCOTNNUSHCT9X, 5694469]
[paragraph, [864.0, 1787.0, 753.0, 52.5], shoonya_7sCOTNNUSHCT9X, 5694469]
[paragraph, [867.0, 1844.0, 748.0, 52.5], shoonya_2sOZQGF87MVW11, 5694469]
[paragraph, [867.0, 1896.5, 748.0, 52.5], shoonya_2sOZQGF87MVW11, 5694469]
[paragraph, [867.0, 1949.0, 748.0, 52.5], shoonya_2sOZQGF87MVW11, 5694469]
[paragraph, [867.0, 2001.5, 748.0, 52.5], shoonya_2sOZQGF87MVW11, 5694469]
[paragraph, [868.0, 2065.0, 746.0, 52.5], shoonya_1sGV0VTBFYGUG2, 5694469]
[paragraph, [868.0, 2117.5, 746.0, 52.5], shoonya_1sGV0VTBFYGUG2, 5694469]
[paragraph, [868.0, 2170.0, 746.0, 52.5], shoonya_1sGV0VTBFYGUG2, 5694469]
[paragraph, [868.0, 2222.5, 746.0, 52.5], shoonya_1sGV0VTBFYGUG2, 5694469]
[paragraph, [86.0, 2154.0, 747.0, 52.5], shoonya_12sVHESW5THXNA, 5694469]
[paragraph, [86.0, 2206.5, 747.0, 52.5], shoonya_12sVHESW5THXNA, 5694469]
[paragraph, [868.0, 2289.0, 746.0, 52.5], shoonya_3sWDALVYJ4GBU1, 5694469]
[paragraph, [868.0, 2341.5, 746.0, 52.5], shoonya_3sWDALVYJ4GBU1, 5694469]
[paragraph, [868.0, 2394.0, 746.0, 52.5], shoonya_3sWDALVYJ4GBU1, 5694469]
[paragraph, [868.0, 2446.5, 746.0, 52.5], shoonya_3sWDALVYJ4GBU1, 5694469]
[paragraph, [868.0, 2499.0, 746.0, 52.5], shoonya_3sWDALVYJ4GBU1, 5694469]
[paragraph, [868.0, 2551.5, 746.0, 52.5], shoonya_3sWDALVYJ4GBU1, 5694469]
[paragraph, [82.0, 2291.0, 751.0, 52.5], shoonya_18sXQBCY5W0BGW, 5694469]
[paragraph, [82.0, 2343.5, 751.0, 52.5], shoonya_18sXQBCY5W0BGW, 5694469]
[paragraph, [82.0, 2396.0, 751.0, 52.5], shoonya_18sXQBCY5W0BGW, 5694469]
[paragraph, [82.0, 2448.5, 751.0, 52.5], shoonya_18sXQBCY5W0BGW, 5694469]
[paragraph, [82.0, 2501.0, 751.0, 52.5], shoonya_18sXQBCY5W0BGW, 5694469]
[paragraph, [87.0, 2598.0, 768.0, 52.5], Uhdmz51zL9, 5694469]
[paragraph, [87.0, 2650.5, 768.0, 52.5], Uhdmz51zL9, 5694469]
[paragraph, [87.0, 2703.0, 768.0, 52.5], Uhdmz51zL9, 5694469]
[paragraph, [869.0, 2650.0, 744.0, 52.5], shoonya_5s0ZYXMIQWGHGD, 5694469]
[paragraph, [869.0, 2702.5, 744.0, 52.5], shoonya_5s0ZYXMIQWGHGD, 5694469]
