[792, 612]
[folio, [142.0, 117.0, 107.0, 18.0], KzbQcusE36, 6514656]
[paragraph, [143.0, 159.0, 320.0, 18.0], 0G2IrxTgRH, 6514656]
[paragraph, [143.0, 177.0, 320.0, 18.0], 0G2IrxTgRH, 6514656]
[paragraph, [143.0, 195.0, 320.0, 18.0], 0G2IrxTgRH, 6514656]
[paragraph, [143.0, 213.0, 320.0, 18.0], 0G2IrxTgRH, 6514656]
[paragraph, [143.0, 231.0, 320.0, 18.0], 0G2IrxTgRH, 6514656]
[paragraph, [145.0, 261.0, 316.0, 18.0], 9myF7NMn2U, 6514656]
[paragraph, [145.0, 279.0, 316.0, 18.0], 9myF7NMn2U, 6514656]
[paragraph, [145.0, 297.0, 316.0, 18.0], 9myF7NMn2U, 6514656]
[paragraph, [145.0, 315.0, 316.0, 18.0], 9myF7NMn2U, 6514656]
[paragraph, [145.0, 333.0, 316.0, 18.0], 9myF7NMn2U, 6514656]
[paragraph, [145.0, 351.0, 316.0, 18.0], 9myF7NMn2U, 6514656]
[paragraph, [145.0, 369.0, 316.0, 18.0], 9myF7NMn2U, 6514656]
[paragraph, [145.0, 387.0, 316.0, 18.0], 9myF7NMn2U, 6514656]
[paragraph, [143.0, 424.0, 322.0, 18.0], DWXrODG9c2, 6514656]
[paragraph, [143.0, 442.0, 322.0, 18.0], DWXrODG9c2, 6514656]
[paragraph, [143.0, 460.0, 322.0, 18.0], DWXrODG9c2, 6514656]
[paragraph, [143.0, 478.0, 322.0, 18.0], DWXrODG9c2, 6514656]
[paragraph, [143.0, 496.0, 322.0, 18.0], DWXrODG9c2, 6514656]
[paragraph, [143.0, 514.0, 322.0, 18.0], DWXrODG9c2, 6514656]
[paragraph, [143.0, 532.0, 322.0, 18.0], DWXrODG9c2, 6514656]
[paragraph, [143.0, 550.0, 322.0, 18.0], DWXrODG9c2, 6514656]
[paragraph, [143.0, 568.0, 322.0, 18.0], DWXrODG9c2, 6514656]
[paragraph, [143.0, 586.0, 322.0, 18.0], DWXrODG9c2, 6514656]
