[1806, 1262]
[folio, [167.0, 102.0, 505.0, 36.0], shoonya_1sQFAGC12IZH4U, 5681450]
[paragraph, [653.0, 180.0, 506.0, 36.0], shoonya_6sQLP4FU0UFKEA, 5681450]
[paragraph, [653.0, 216.0, 506.0, 36.0], shoonya_6sQLP4FU0UFKEA, 5681450]
[paragraph, [653.0, 252.0, 506.0, 36.0], shoonya_6sQLP4FU0UFKEA, 5681450]
[paragraph, [653.0, 288.0, 506.0, 36.0], shoonya_6sQLP4FU0UFKEA, 5681450]
[paragraph, [653.0, 324.0, 506.0, 36.0], shoonya_6sQLP4FU0UFKEA, 5681450]
[paragraph, [653.0, 360.0, 506.0, 36.0], shoonya_6sQLP4FU0UFKEA, 5681450]
[paragraph, [99.0, 182.0, 498.0, 36.0], shoonya_3s53HSKS0KZQR9, 5681450]
[paragraph, [99.0, 218.0, 498.0, 36.0], shoonya_3s53HSKS0KZQR9, 5681450]
[paragraph, [99.0, 254.0, 498.0, 36.0], shoonya_3s53HSKS0KZQR9, 5681450]
[paragraph, [99.0, 290.0, 498.0, 36.0], shoonya_3s53HSKS0KZQR9, 5681450]
[paragraph, [99.0, 326.0, 498.0, 36.0], shoonya_3s53HSKS0KZQR9, 5681450]
[paragraph, [99.0, 362.0, 498.0, 36.0], shoonya_3s53HSKS0KZQR9, 5681450]
[paragraph, [99.0, 398.0, 498.0, 36.0], shoonya_3s53HSKS0KZQR9, 5681450]
[paragraph, [99.0, 434.0, 498.0, 36.0], shoonya_3s53HSKS0KZQR9, 5681450]
[paragraph, [99.0, 470.0, 498.0, 36.0], shoonya_3s53HSKS0KZQR9, 5681450]
[paragraph, [99.0, 506.0, 498.0, 36.0], shoonya_3s53HSKS0KZQR9, 5681450]
[paragraph, [99.0, 542.0, 498.0, 36.0], shoonya_3s53HSKS0KZQR9, 5681450]
[paragraph, [99.0, 578.0, 498.0, 36.0], shoonya_3s53HSKS0KZQR9, 5681450]
[paragraph, [99.0, 614.0, 498.0, 36.0], shoonya_3s53HSKS0KZQR9, 5681450]
[paragraph, [99.0, 650.0, 498.0, 36.0], shoonya_3s53HSKS0KZQR9, 5681450]
[paragraph, [99.0, 686.0, 498.0, 36.0], shoonya_3s53HSKS0KZQR9, 5681450]
[paragraph, [99.0, 722.0, 498.0, 36.0], shoonya_3s53HSKS0KZQR9, 5681450]
[paragraph, [99.0, 758.0, 498.0, 36.0], shoonya_3s53HSKS0KZQR9, 5681450]
[paragraph, [99.0, 794.0, 498.0, 36.0], shoonya_3s53HSKS0KZQR9, 5681450]
[paragraph, [99.0, 830.0, 498.0, 36.0], shoonya_3s53HSKS0KZQR9, 5681450]
[paragraph, [652.0, 409.0, 510.0, 36.0], shoonya_7sRP6YWQYWVL0R, 5681450]
[paragraph, [652.0, 445.0, 510.0, 36.0], shoonya_7sRP6YWQYWVL0R, 5681450]
[paragraph, [652.0, 481.0, 510.0, 36.0], shoonya_7sRP6YWQYWVL0R, 5681450]
[paragraph, [652.0, 517.0, 510.0, 36.0], shoonya_7sRP6YWQYWVL0R, 5681450]
[paragraph, [652.0, 553.0, 510.0, 36.0], shoonya_7sRP6YWQYWVL0R, 5681450]
[paragraph, [652.0, 589.0, 510.0, 36.0], shoonya_7sRP6YWQYWVL0R, 5681450]
[paragraph, [652.0, 625.0, 510.0, 36.0], shoonya_7sRP6YWQYWVL0R, 5681450]
[paragraph, [652.0, 661.0, 510.0, 36.0], shoonya_7sRP6YWQYWVL0R, 5681450]
[paragraph, [652.0, 697.0, 510.0, 36.0], shoonya_7sRP6YWQYWVL0R, 5681450]
[paragraph, [652.0, 733.0, 510.0, 36.0], shoonya_7sRP6YWQYWVL0R, 5681450]
[paragraph, [662.0, 805.0, 499.0, 36.0], shoonya_8sCSGBAQOS4EJR, 5681450]
[paragraph, [662.0, 841.0, 499.0, 36.0], shoonya_8sCSGBAQOS4EJR, 5681450]
[paragraph, [662.0, 877.0, 499.0, 36.0], shoonya_8sCSGBAQOS4EJR, 5681450]
[paragraph, [662.0, 913.0, 499.0, 36.0], shoonya_8sCSGBAQOS4EJR, 5681450]
[paragraph, [662.0, 949.0, 499.0, 36.0], shoonya_8sCSGBAQOS4EJR, 5681450]
[paragraph, [662.0, 985.0, 499.0, 36.0], shoonya_8sCSGBAQOS4EJR, 5681450]
[paragraph, [662.0, 1021.0, 499.0, 36.0], shoonya_8sCSGBAQOS4EJR, 5681450]
[paragraph, [662.0, 1057.0, 499.0, 36.0], shoonya_8sCSGBAQOS4EJR, 5681450]
[paragraph, [662.0, 1093.0, 499.0, 36.0], shoonya_8sCSGBAQOS4EJR, 5681450]
[paragraph, [100.0, 899.0, 496.0, 36.0], shoonya_4sCYTAOQE2SLEG, 5681450]
[ordered-list, [99.0, 976.0, 506.0, 36.0], shoonya_5s5132TAIFA568, 5681450]
[ordered-list, [99.0, 1012.0, 506.0, 36.0], shoonya_5s5132TAIFA568, 5681450]
[ordered-list, [99.0, 1048.0, 506.0, 36.0], shoonya_5s5132TAIFA568, 5681450]
[ordered-list, [99.0, 1084.0, 506.0, 36.0], shoonya_5s5132TAIFA568, 5681450]
[ordered-list, [99.0, 1120.0, 506.0, 36.0], shoonya_5s5132TAIFA568, 5681450]
[ordered-list, [99.0, 1156.0, 506.0, 36.0], shoonya_5s5132TAIFA568, 5681450]
[ordered-list, [99.0, 1192.0, 506.0, 36.0], shoonya_5s5132TAIFA568, 5681450]
[ordered-list, [99.0, 1228.0, 506.0, 36.0], shoonya_5s5132TAIFA568, 5681450]
[ordered-list, [99.0, 1264.0, 506.0, 36.0], shoonya_5s5132TAIFA568, 5681450]
[ordered-list, [99.0, 1300.0, 506.0, 36.0], shoonya_5s5132TAIFA568, 5681450]
[ordered-list, [99.0, 1336.0, 506.0, 36.0], shoonya_5s5132TAIFA568, 5681450]
[ordered-list, [99.0, 1372.0, 506.0, 36.0], shoonya_5s5132TAIFA568, 5681450]
[ordered-list, [99.0, 1408.0, 506.0, 36.0], shoonya_5s5132TAIFA568, 5681450]
[ordered-list, [99.0, 1444.0, 506.0, 36.0], shoonya_5s5132TAIFA568, 5681450]
[ordered-list, [99.0, 1480.0, 506.0, 36.0], shoonya_5s5132TAIFA568, 5681450]
[ordered-list, [99.0, 1516.0, 506.0, 36.0], shoonya_5s5132TAIFA568, 5681450]
[ordered-list, [99.0, 1552.0, 506.0, 36.0], shoonya_5s5132TAIFA568, 5681450]
[ordered-list, [99.0, 1588.0, 506.0, 36.0], shoonya_5s5132TAIFA568, 5681450]
[ordered-list, [99.0, 1624.0, 506.0, 36.0], shoonya_5s5132TAIFA568, 5681450]
[ordered-list, [99.0, 1660.0, 506.0, 36.0], shoonya_5s5132TAIFA568, 5681450]
[paragraph, [659.0, 1167.0, 506.0, 36.0], shoonya_9sWAH15Z4ZYKOL, 5681450]
[paragraph, [659.0, 1203.0, 506.0, 36.0], shoonya_9sWAH15Z4ZYKOL, 5681450]
[paragraph, [659.0, 1239.0, 506.0, 36.0], shoonya_9sWAH15Z4ZYKOL, 5681450]
[paragraph, [659.0, 1275.0, 506.0, 36.0], shoonya_9sWAH15Z4ZYKOL, 5681450]
[paragraph, [659.0, 1311.0, 506.0, 36.0], shoonya_9sWAH15Z4ZYKOL, 5681450]
[paragraph, [659.0, 1347.0, 506.0, 36.0], shoonya_9sWAH15Z4ZYKOL, 5681450]
[paragraph, [659.0, 1383.0, 506.0, 36.0], shoonya_9sWAH15Z4ZYKOL, 5681450]
[paragraph, [659.0, 1419.0, 506.0, 36.0], shoonya_9sWAH15Z4ZYKOL, 5681450]
[paragraph, [659.0, 1455.0, 506.0, 36.0], shoonya_9sWAH15Z4ZYKOL, 5681450]
[paragraph, [659.0, 1491.0, 506.0, 36.0], shoonya_9sWAH15Z4ZYKOL, 5681450]
[paragraph, [657.0, 1561.0, 505.0, 36.0], shoonya_10sSXRCEPDNQEW, 5681450]
[paragraph, [657.0, 1597.0, 505.0, 36.0], shoonya_10sSXRCEPDNQEW, 5681450]
[paragraph, [657.0, 1633.0, 505.0, 36.0], shoonya_10sSXRCEPDNQEW, 5681450]
