[1447, 1063]
[folio, [434.0, 57.0, 192.0, 18.0], 2-t7aD9856, 5762344]
[paragraph, [90.0, 794.0, 437.0, 18.0], YlG2u9AmVI, 5762344]
[paragraph, [90.0, 812.0, 437.0, 18.0], YlG2u9AmVI, 5762344]
[paragraph, [90.0, 830.0, 437.0, 18.0], YlG2u9AmVI, 5762344]
[paragraph, [90.0, 848.0, 437.0, 18.0], YlG2u9AmVI, 5762344]
[paragraph, [90.0, 866.0, 437.0, 18.0], YlG2u9AmVI, 5762344]
[paragraph, [90.0, 884.0, 437.0, 18.0], YlG2u9AmVI, 5762344]
[paragraph, [90.0, 902.0, 437.0, 18.0], YlG2u9AmVI, 5762344]
[paragraph, [90.0, 920.0, 437.0, 18.0], YlG2u9AmVI, 5762344]
[paragraph, [90.0, 938.0, 437.0, 18.0], YlG2u9AmVI, 5762344]
[paragraph, [90.0, 956.0, 437.0, 18.0], YlG2u9AmVI, 5762344]
[paragraph, [90.0, 974.0, 437.0, 18.0], YlG2u9AmVI, 5762344]
[paragraph, [90.0, 992.0, 437.0, 18.0], YlG2u9AmVI, 5762344]
[paragraph, [90.0, 1010.0, 437.0, 18.0], YlG2u9AmVI, 5762344]
[paragraph, [90.0, 1028.0, 437.0, 18.0], YlG2u9AmVI, 5762344]
[paragraph, [90.0, 1046.0, 437.0, 18.0], YlG2u9AmVI, 5762344]
[paragraph, [90.0, 1064.0, 437.0, 18.0], YlG2u9AmVI, 5762344]
[paragraph, [90.0, 1082.0, 437.0, 18.0], YlG2u9AmVI, 5762344]
[paragraph, [90.0, 1100.0, 437.0, 18.0], YlG2u9AmVI, 5762344]
[paragraph, [90.0, 1118.0, 437.0, 18.0], YlG2u9AmVI, 5762344]
[paragraph, [90.0, 1136.0, 437.0, 18.0], YlG2u9AmVI, 5762344]
[paragraph, [90.0, 1154.0, 437.0, 18.0], YlG2u9AmVI, 5762344]
[paragraph, [90.0, 1172.0, 437.0, 18.0], YlG2u9AmVI, 5762344]
[paragraph, [90.0, 1190.0, 437.0, 18.0], YlG2u9AmVI, 5762344]
[paragraph, [90.0, 1208.0, 437.0, 18.0], YlG2u9AmVI, 5762344]
[paragraph, [90.0, 1226.0, 437.0, 18.0], YlG2u9AmVI, 5762344]
[paragraph, [90.0, 1244.0, 437.0, 18.0], YlG2u9AmVI, 5762344]
[paragraph, [90.0, 1262.0, 437.0, 18.0], YlG2u9AmVI, 5762344]
[paragraph, [90.0, 1280.0, 437.0, 18.0], YlG2u9AmVI, 5762344]
[section-title, [541.0, 797.0, 420.0, 30.0], y3xmVlzn-_, 5762344]
[section-title, [541.0, 827.0, 420.0, 30.0], y3xmVlzn-_, 5762344]
[paragraph, [537.0, 891.0, 432.0, 18.0], qS5fDnRIPJ, 5762344]
[paragraph, [537.0, 909.0, 432.0, 18.0], qS5fDnRIPJ, 5762344]
[paragraph, [537.0, 927.0, 432.0, 18.0], qS5fDnRIPJ, 5762344]
[paragraph, [537.0, 945.0, 432.0, 18.0], qS5fDnRIPJ, 5762344]
[paragraph, [537.0, 963.0, 432.0, 18.0], qS5fDnRIPJ, 5762344]
[paragraph, [537.0, 981.0, 432.0, 18.0], qS5fDnRIPJ, 5762344]
[paragraph, [537.0, 999.0, 432.0, 18.0], qS5fDnRIPJ, 5762344]
[paragraph, [537.0, 1017.0, 432.0, 18.0], qS5fDnRIPJ, 5762344]
[paragraph, [537.0, 1035.0, 432.0, 18.0], qS5fDnRIPJ, 5762344]
[paragraph, [537.0, 1053.0, 432.0, 18.0], qS5fDnRIPJ, 5762344]
[paragraph, [537.0, 1071.0, 432.0, 18.0], qS5fDnRIPJ, 5762344]
[paragraph, [533.0, 1111.0, 440.0, 18.0], ldTdv7NOF0, 5762344]
[paragraph, [533.0, 1129.0, 440.0, 18.0], ldTdv7NOF0, 5762344]
[paragraph, [533.0, 1147.0, 440.0, 18.0], ldTdv7NOF0, 5762344]
[paragraph, [533.0, 1165.0, 440.0, 18.0], ldTdv7NOF0, 5762344]
[paragraph, [533.0, 1183.0, 440.0, 18.0], ldTdv7NOF0, 5762344]
[paragraph, [533.0, 1201.0, 440.0, 18.0], ldTdv7NOF0, 5762344]
[paragraph, [533.0, 1219.0, 440.0, 18.0], ldTdv7NOF0, 5762344]
[paragraph, [533.0, 1237.0, 440.0, 18.0], ldTdv7NOF0, 5762344]
[paragraph, [533.0, 1255.0, 440.0, 18.0], ldTdv7NOF0, 5762344]
