[1320, 1176]
[paragraph, [102.0, 183.0, 317.0, 18.0], kaTk1Bmau6, 5693879]
[paragraph, [102.0, 201.0, 317.0, 18.0], kaTk1Bmau6, 5693879]
[paragraph, [102.0, 219.0, 317.0, 18.0], kaTk1Bmau6, 5693879]
[paragraph, [102.0, 237.0, 317.0, 18.0], kaTk1Bmau6, 5693879]
[paragraph, [102.0, 255.0, 317.0, 18.0], kaTk1Bmau6, 5693879]
[paragraph, [102.0, 273.0, 317.0, 18.0], kaTk1Bmau6, 5693879]
[paragraph, [102.0, 291.0, 317.0, 18.0], kaTk1Bmau6, 5693879]
[paragraph, [102.0, 309.0, 317.0, 18.0], kaTk1Bmau6, 5693879]
[paragraph, [102.0, 327.0, 317.0, 18.0], kaTk1Bmau6, 5693879]
[paragraph, [102.0, 345.0, 317.0, 18.0], kaTk1Bmau6, 5693879]
[paragraph, [102.0, 363.0, 317.0, 18.0], kaTk1Bmau6, 5693879]
[paragraph, [102.0, 381.0, 317.0, 18.0], kaTk1Bmau6, 5693879]
[paragraph, [102.0, 399.0, 317.0, 18.0], kaTk1Bmau6, 5693879]
[paragraph, [102.0, 417.0, 317.0, 18.0], kaTk1Bmau6, 5693879]
[paragraph, [102.0, 435.0, 317.0, 18.0], kaTk1Bmau6, 5693879]
[paragraph, [102.0, 453.0, 317.0, 18.0], kaTk1Bmau6, 5693879]
[paragraph, [102.0, 471.0, 317.0, 18.0], kaTk1Bmau6, 5693879]
[paragraph, [102.0, 489.0, 317.0, 18.0], kaTk1Bmau6, 5693879]
[paragraph, [102.0, 507.0, 317.0, 18.0], kaTk1Bmau6, 5693879]
[paragraph, [102.0, 525.0, 317.0, 18.0], kaTk1Bmau6, 5693879]
[paragraph, [102.0, 543.0, 317.0, 18.0], kaTk1Bmau6, 5693879]
[paragraph, [102.0, 561.0, 317.0, 18.0], kaTk1Bmau6, 5693879]
[paragraph, [102.0, 579.0, 317.0, 18.0], kaTk1Bmau6, 5693879]
[paragraph, [771.0, 188.0, 324.0, 18.0], fEHN8zeg2D, 5693879]
[paragraph, [771.0, 206.0, 324.0, 18.0], fEHN8zeg2D, 5693879]
[paragraph, [771.0, 224.0, 324.0, 18.0], fEHN8zeg2D, 5693879]
[paragraph, [771.0, 242.0, 324.0, 18.0], fEHN8zeg2D, 5693879]
[paragraph, [771.0, 260.0, 324.0, 18.0], fEHN8zeg2D, 5693879]
[paragraph, [771.0, 278.0, 324.0, 18.0], fEHN8zeg2D, 5693879]
[paragraph, [771.0, 296.0, 324.0, 18.0], fEHN8zeg2D, 5693879]
[paragraph, [771.0, 314.0, 324.0, 18.0], fEHN8zeg2D, 5693879]
[paragraph, [771.0, 332.0, 324.0, 18.0], fEHN8zeg2D, 5693879]
[paragraph, [771.0, 350.0, 324.0, 18.0], fEHN8zeg2D, 5693879]
[paragraph, [771.0, 368.0, 324.0, 18.0], fEHN8zeg2D, 5693879]
[paragraph, [771.0, 386.0, 324.0, 18.0], fEHN8zeg2D, 5693879]
[paragraph, [771.0, 404.0, 324.0, 18.0], fEHN8zeg2D, 5693879]
[paragraph, [771.0, 422.0, 324.0, 18.0], fEHN8zeg2D, 5693879]
[paragraph, [771.0, 440.0, 324.0, 18.0], fEHN8zeg2D, 5693879]
[paragraph, [771.0, 458.0, 324.0, 18.0], fEHN8zeg2D, 5693879]
[paragraph, [771.0, 476.0, 324.0, 18.0], fEHN8zeg2D, 5693879]
[paragraph, [771.0, 494.0, 324.0, 18.0], fEHN8zeg2D, 5693879]
[paragraph, [771.0, 512.0, 324.0, 18.0], fEHN8zeg2D, 5693879]
[paragraph, [771.0, 530.0, 324.0, 18.0], fEHN8zeg2D, 5693879]
[paragraph, [771.0, 548.0, 324.0, 18.0], fEHN8zeg2D, 5693879]
[paragraph, [771.0, 566.0, 324.0, 18.0], fEHN8zeg2D, 5693879]
[paragraph, [771.0, 584.0, 324.0, 18.0], fEHN8zeg2D, 5693879]
[paragraph, [771.0, 602.0, 324.0, 18.0], fEHN8zeg2D, 5693879]
[paragraph, [771.0, 620.0, 324.0, 18.0], fEHN8zeg2D, 5693879]
[paragraph, [771.0, 638.0, 324.0, 18.0], fEHN8zeg2D, 5693879]
[paragraph, [771.0, 656.0, 324.0, 18.0], fEHN8zeg2D, 5693879]
[paragraph, [771.0, 674.0, 324.0, 18.0], fEHN8zeg2D, 5693879]
[paragraph, [771.0, 692.0, 324.0, 18.0], fEHN8zeg2D, 5693879]
[paragraph, [427.0, 192.0, 335.0, 18.0], mtMUR-kmcW, 5693879]
[paragraph, [427.0, 210.0, 335.0, 18.0], mtMUR-kmcW, 5693879]
[paragraph, [427.0, 228.0, 335.0, 18.0], mtMUR-kmcW, 5693879]
[paragraph, [427.0, 246.0, 335.0, 18.0], mtMUR-kmcW, 5693879]
[paragraph, [427.0, 264.0, 335.0, 18.0], mtMUR-kmcW, 5693879]
[paragraph, [436.0, 302.0, 322.0, 18.0], shoonya_2sW8OHURVU1AZI, 5693879]
[paragraph, [436.0, 320.0, 322.0, 18.0], shoonya_2sW8OHURVU1AZI, 5693879]
