[1387, 987]
[paragraph, [67.0, 88.0, 819.0, 18.0], shoonya_0s9O88QYJ2Q2TJ, 5652531]
[paragraph, [67.0, 106.0, 819.0, 18.0], shoonya_0s9O88QYJ2Q2TJ, 5652531]
[paragraph, [67.0, 124.0, 819.0, 18.0], shoonya_0s9O88QYJ2Q2TJ, 5652531]
[paragraph, [67.0, 142.0, 819.0, 18.0], shoonya_0s9O88QYJ2Q2TJ, 5652531]
[paragraph, [67.0, 160.0, 819.0, 18.0], shoonya_0s9O88QYJ2Q2TJ, 5652531]
[paragraph, [67.0, 178.0, 819.0, 18.0], shoonya_0s9O88QYJ2Q2TJ, 5652531]
[paragraph, [67.0, 196.0, 819.0, 18.0], shoonya_0s9O88QYJ2Q2TJ, 5652531]
[paragraph, [67.0, 214.0, 819.0, 18.0], shoonya_0s9O88QYJ2Q2TJ, 5652531]
[paragraph, [67.0, 232.0, 819.0, 18.0], shoonya_0s9O88QYJ2Q2TJ, 5652531]
[paragraph, [67.0, 250.0, 819.0, 18.0], shoonya_0s9O88QYJ2Q2TJ, 5652531]
[paragraph, [67.0, 268.0, 819.0, 18.0], shoonya_0s9O88QYJ2Q2TJ, 5652531]
[paragraph, [67.0, 286.0, 819.0, 18.0], shoonya_0s9O88QYJ2Q2TJ, 5652531]
[paragraph, [67.0, 304.0, 819.0, 18.0], shoonya_0s9O88QYJ2Q2TJ, 5652531]
[paragraph, [67.0, 322.0, 819.0, 18.0], shoonya_0s9O88QYJ2Q2TJ, 5652531]
[paragraph, [67.0, 340.0, 819.0, 18.0], shoonya_0s9O88QYJ2Q2TJ, 5652531]
[paragraph, [67.0, 358.0, 819.0, 18.0], shoonya_0s9O88QYJ2Q2TJ, 5652531]
[paragraph, [67.0, 376.0, 819.0, 18.0], shoonya_0s9O88QYJ2Q2TJ, 5652531]
[paragraph, [67.0, 394.0, 819.0, 18.0], shoonya_0s9O88QYJ2Q2TJ, 5652531]
[paragraph, [67.0, 412.0, 819.0, 18.0], shoonya_0s9O88QYJ2Q2TJ, 5652531]
[paragraph, [67.0, 430.0, 819.0, 18.0], shoonya_0s9O88QYJ2Q2TJ, 5652531]
[paragraph, [67.0, 448.0, 819.0, 18.0], shoonya_0s9O88QYJ2Q2TJ, 5652531]
[paragraph, [67.0, 466.0, 819.0, 18.0], shoonya_0s9O88QYJ2Q2TJ, 5652531]
[paragraph, [67.0, 484.0, 819.0, 18.0], shoonya_0s9O88QYJ2Q2TJ, 5652531]
[paragraph, [61.0, 503.0, 836.0, 18.0], E-6vybnnCu, 5652531]
[paragraph, [61.0, 521.0, 836.0, 18.0], E-6vybnnCu, 5652531]
[paragraph, [61.0, 539.0, 836.0, 18.0], E-6vybnnCu, 5652531]
[paragraph, [61.0, 557.0, 836.0, 18.0], E-6vybnnCu, 5652531]
[paragraph, [61.0, 575.0, 836.0, 18.0], E-6vybnnCu, 5652531]
[paragraph, [61.0, 593.0, 836.0, 18.0], E-6vybnnCu, 5652531]
[paragraph, [61.0, 611.0, 836.0, 18.0], E-6vybnnCu, 5652531]
[paragraph, [61.0, 629.0, 836.0, 18.0], E-6vybnnCu, 5652531]
[paragraph, [61.0, 647.0, 836.0, 18.0], E-6vybnnCu, 5652531]
[paragraph, [61.0, 665.0, 836.0, 18.0], E-6vybnnCu, 5652531]
[paragraph, [61.0, 683.0, 836.0, 18.0], E-6vybnnCu, 5652531]
[paragraph, [61.0, 701.0, 836.0, 18.0], E-6vybnnCu, 5652531]
[paragraph, [61.0, 719.0, 836.0, 18.0], E-6vybnnCu, 5652531]
[paragraph, [61.0, 737.0, 836.0, 18.0], E-6vybnnCu, 5652531]
[paragraph, [61.0, 755.0, 836.0, 18.0], E-6vybnnCu, 5652531]
[paragraph, [61.0, 773.0, 836.0, 18.0], E-6vybnnCu, 5652531]
[paragraph, [61.0, 791.0, 836.0, 18.0], E-6vybnnCu, 5652531]
[paragraph, [70.0, 808.0, 866.0, 18.0], eVcGvrVyH_, 5652531]
[paragraph, [70.0, 826.0, 866.0, 18.0], eVcGvrVyH_, 5652531]
[paragraph, [70.0, 844.0, 866.0, 18.0], eVcGvrVyH_, 5652531]
[paragraph, [70.0, 862.0, 866.0, 18.0], eVcGvrVyH_, 5652531]
[paragraph, [70.0, 880.0, 866.0, 18.0], eVcGvrVyH_, 5652531]
[paragraph, [70.0, 898.0, 866.0, 18.0], eVcGvrVyH_, 5652531]
[paragraph, [72.0, 929.0, 582.0, 18.0], lZc5HH5Qux, 5652531]
[paragraph, [72.0, 947.0, 582.0, 18.0], lZc5HH5Qux, 5652531]
[paragraph, [72.0, 965.0, 582.0, 18.0], lZc5HH5Qux, 5652531]
[paragraph, [72.0, 983.0, 582.0, 18.0], lZc5HH5Qux, 5652531]
[paragraph, [78.0, 1001.0, 830.0, 18.0], wqHaO3R6ih, 5652531]
[paragraph, [78.0, 1019.0, 830.0, 18.0], wqHaO3R6ih, 5652531]
[paragraph, [78.0, 1037.0, 830.0, 18.0], wqHaO3R6ih, 5652531]
[paragraph, [78.0, 1055.0, 830.0, 18.0], wqHaO3R6ih, 5652531]
[paragraph, [78.0, 1073.0, 830.0, 18.0], wqHaO3R6ih, 5652531]
[paragraph, [78.0, 1091.0, 830.0, 18.0], wqHaO3R6ih, 5652531]
[paragraph, [78.0, 1109.0, 830.0, 18.0], wqHaO3R6ih, 5652531]
