[3300, 2550]
[paragraph, [286.0, 277.0, 1985.0, 52.5], idCQOwmpBs, 5720225]
[paragraph, [286.0, 329.5, 1985.0, 52.5], idCQOwmpBs, 5720225]
[paragraph, [286.0, 382.0, 1985.0, 52.5], idCQOwmpBs, 5720225]
[paragraph, [286.0, 434.5, 1985.0, 52.5], idCQOwmpBs, 5720225]
[paragraph, [286.0, 487.0, 1985.0, 52.5], idCQOwmpBs, 5720225]
[paragraph, [286.0, 539.5, 1985.0, 52.5], idCQOwmpBs, 5720225]
[paragraph, [286.0, 592.0, 1985.0, 52.5], idCQOwmpBs, 5720225]
[paragraph, [286.0, 644.5, 1985.0, 52.5], idCQOwmpBs, 5720225]
[paragraph, [286.0, 697.0, 1985.0, 52.5], idCQOwmpBs, 5720225]
[paragraph, [286.0, 749.5, 1985.0, 52.5], idCQOwmpBs, 5720225]
[paragraph, [286.0, 802.0, 1985.0, 52.5], idCQOwmpBs, 5720225]
[paragraph, [286.0, 854.5, 1985.0, 52.5], idCQOwmpBs, 5720225]
[paragraph, [286.0, 907.0, 1985.0, 52.5], idCQOwmpBs, 5720225]
[paragraph, [286.0, 959.5, 1985.0, 52.5], idCQOwmpBs, 5720225]
[paragraph, [286.0, 1012.0, 1985.0, 52.5], idCQOwmpBs, 5720225]
[paragraph, [270.0, 1154.0, 2032.0, 52.5], gwMV8fbQcB, 5720225]
[paragraph, [270.0, 1206.5, 2032.0, 52.5], gwMV8fbQcB, 5720225]
[paragraph, [270.0, 1259.0, 2032.0, 52.5], gwMV8fbQcB, 5720225]
[paragraph, [270.0, 1311.5, 2032.0, 52.5], gwMV8fbQcB, 5720225]
[paragraph, [270.0, 1364.0, 2032.0, 52.5], gwMV8fbQcB, 5720225]
[paragraph, [270.0, 1416.5, 2032.0, 52.5], gwMV8fbQcB, 5720225]
[paragraph, [270.0, 1469.0, 2032.0, 52.5], gwMV8fbQcB, 5720225]
[paragraph, [270.0, 1521.5, 2032.0, 52.5], gwMV8fbQcB, 5720225]
[paragraph, [270.0, 1574.0, 2032.0, 52.5], gwMV8fbQcB, 5720225]
[paragraph, [270.0, 1626.5, 2032.0, 52.5], gwMV8fbQcB, 5720225]
[paragraph, [270.0, 1679.0, 2032.0, 52.5], gwMV8fbQcB, 5720225]
[paragraph, [270.0, 1731.5, 2032.0, 52.5], gwMV8fbQcB, 5720225]
[paragraph, [270.0, 1784.0, 2032.0, 52.5], gwMV8fbQcB, 5720225]
[paragraph, [270.0, 1836.5, 2032.0, 52.5], gwMV8fbQcB, 5720225]
[paragraph, [270.0, 1889.0, 2032.0, 52.5], gwMV8fbQcB, 5720225]
[paragraph, [270.0, 1941.5, 2032.0, 52.5], gwMV8fbQcB, 5720225]
[paragraph, [270.0, 1994.0, 2032.0, 52.5], gwMV8fbQcB, 5720225]
[paragraph, [270.0, 2046.5, 2032.0, 52.5], gwMV8fbQcB, 5720225]
[paragraph, [270.0, 2099.0, 2032.0, 52.5], gwMV8fbQcB, 5720225]
[paragraph, [270.0, 2151.5, 2032.0, 52.5], gwMV8fbQcB, 5720225]
[paragraph, [270.0, 2204.0, 2032.0, 52.5], gwMV8fbQcB, 5720225]
[paragraph, [270.0, 2256.5, 2032.0, 52.5], gwMV8fbQcB, 5720225]
[paragraph, [270.0, 2309.0, 2032.0, 52.5], gwMV8fbQcB, 5720225]
[paragraph, [270.0, 2361.5, 2032.0, 52.5], gwMV8fbQcB, 5720225]
[paragraph, [270.0, 2414.0, 2032.0, 52.5], gwMV8fbQcB, 5720225]
[paragraph, [270.0, 2466.5, 2032.0, 52.5], gwMV8fbQcB, 5720225]
[paragraph, [270.0, 2519.0, 2032.0, 52.5], gwMV8fbQcB, 5720225]
[paragraph, [270.0, 2571.5, 2032.0, 52.5], gwMV8fbQcB, 5720225]
[paragraph, [270.0, 2624.0, 2032.0, 52.5], gwMV8fbQcB, 5720225]
[paragraph, [270.0, 2676.5, 2032.0, 52.5], gwMV8fbQcB, 5720225]
[paragraph, [270.0, 2729.0, 2032.0, 52.5], gwMV8fbQcB, 5720225]
[paragraph, [270.0, 2781.5, 2032.0, 52.5], gwMV8fbQcB, 5720225]
[paragraph, [270.0, 2834.0, 2032.0, 52.5], gwMV8fbQcB, 5720225]
