[1359, 917]
[section-title, [226.0, 98.0, 466.0, 30.0], shoonya_7sZO691G4KQCGV, 5660152]
[section-title, [226.0, 128.0, 466.0, 30.0], shoonya_7sZO691G4KQCGV, 5660152]
[sub-section-title, [130.0, 163.0, 97.0, 25.5], shoonya_4sQWZ4NNZRMCGA, 5660152]
[paragraph, [76.0, 201.0, 765.0, 18.0], shoonya_8sKT75IJRS617N, 5660152]
[paragraph, [76.0, 219.0, 765.0, 18.0], shoonya_8sKT75IJRS617N, 5660152]
[paragraph, [76.0, 237.0, 765.0, 18.0], shoonya_8sKT75IJRS617N, 5660152]
[paragraph, [76.0, 255.0, 765.0, 18.0], shoonya_8sKT75IJRS617N, 5660152]
[paragraph, [76.0, 273.0, 765.0, 18.0], shoonya_8sKT75IJRS617N, 5660152]
[paragraph, [76.0, 291.0, 765.0, 18.0], shoonya_8sKT75IJRS617N, 5660152]
[paragraph, [76.0, 309.0, 765.0, 18.0], shoonya_8sKT75IJRS617N, 5660152]
[paragraph, [76.0, 327.0, 765.0, 18.0], shoonya_8sKT75IJRS617N, 5660152]
[paragraph, [76.0, 345.0, 765.0, 18.0], shoonya_8sKT75IJRS617N, 5660152]
[paragraph, [76.0, 363.0, 765.0, 18.0], shoonya_8sKT75IJRS617N, 5660152]
[paragraph, [77.0, 398.0, 756.0, 18.0], shoonya_2s3W5DH9PNWR4U, 5660152]
[paragraph, [77.0, 416.0, 756.0, 18.0], shoonya_2s3W5DH9PNWR4U, 5660152]
[paragraph, [77.0, 434.0, 756.0, 18.0], shoonya_2s3W5DH9PNWR4U, 5660152]
[paragraph, [77.0, 452.0, 756.0, 18.0], shoonya_2s3W5DH9PNWR4U, 5660152]
[paragraph, [77.0, 470.0, 756.0, 18.0], shoonya_2s3W5DH9PNWR4U, 5660152]
[paragraph, [77.0, 488.0, 756.0, 18.0], shoonya_2s3W5DH9PNWR4U, 5660152]
[paragraph, [77.0, 506.0, 756.0, 18.0], shoonya_2s3W5DH9PNWR4U, 5660152]
[paragraph, [77.0, 524.0, 756.0, 18.0], shoonya_2s3W5DH9PNWR4U, 5660152]
[paragraph, [77.0, 542.0, 756.0, 18.0], shoonya_2s3W5DH9PNWR4U, 5660152]
[paragraph, [77.0, 560.0, 756.0, 18.0], shoonya_2s3W5DH9PNWR4U, 5660152]
[paragraph, [77.0, 578.0, 756.0, 18.0], shoonya_2s3W5DH9PNWR4U, 5660152]
[paragraph, [77.0, 596.0, 756.0, 18.0], shoonya_2s3W5DH9PNWR4U, 5660152]
[paragraph, [77.0, 614.0, 756.0, 18.0], shoonya_2s3W5DH9PNWR4U, 5660152]
[sub-section-title, [114.0, 642.0, 161.0, 25.5], YJTVjktFpK, 5660152]
[paragraph, [76.0, 682.0, 754.0, 18.0], shoonya_3s9D3EQ2MZ1S7G, 5660152]
[paragraph, [76.0, 700.0, 754.0, 18.0], shoonya_3s9D3EQ2MZ1S7G, 5660152]
[paragraph, [76.0, 718.0, 754.0, 18.0], shoonya_3s9D3EQ2MZ1S7G, 5660152]
[paragraph, [76.0, 736.0, 754.0, 18.0], shoonya_3s9D3EQ2MZ1S7G, 5660152]
[paragraph, [76.0, 754.0, 754.0, 18.0], shoonya_3s9D3EQ2MZ1S7G, 5660152]
[paragraph, [67.0, 790.0, 758.0, 18.0], shoonya_0sLAVDZKP80NMA, 5660152]
[paragraph, [67.0, 808.0, 758.0, 18.0], shoonya_0sLAVDZKP80NMA, 5660152]
[paragraph, [67.0, 826.0, 758.0, 18.0], shoonya_0sLAVDZKP80NMA, 5660152]
[paragraph, [67.0, 844.0, 758.0, 18.0], shoonya_0sLAVDZKP80NMA, 5660152]
[paragraph, [67.0, 862.0, 758.0, 18.0], shoonya_0sLAVDZKP80NMA, 5660152]
[paragraph, [67.0, 880.0, 758.0, 18.0], shoonya_0sLAVDZKP80NMA, 5660152]
[paragraph, [67.0, 898.0, 758.0, 18.0], shoonya_0sLAVDZKP80NMA, 5660152]
[paragraph, [67.0, 916.0, 758.0, 18.0], shoonya_0sLAVDZKP80NMA, 5660152]
[paragraph, [67.0, 934.0, 758.0, 18.0], shoonya_0sLAVDZKP80NMA, 5660152]
[paragraph, [67.0, 952.0, 758.0, 18.0], shoonya_0sLAVDZKP80NMA, 5660152]
[paragraph, [67.0, 970.0, 758.0, 18.0], shoonya_0sLAVDZKP80NMA, 5660152]
[paragraph, [67.0, 988.0, 758.0, 18.0], shoonya_0sLAVDZKP80NMA, 5660152]
[paragraph, [67.0, 1006.0, 758.0, 18.0], shoonya_0sLAVDZKP80NMA, 5660152]
[paragraph, [67.0, 1024.0, 758.0, 18.0], shoonya_0sLAVDZKP80NMA, 5660152]
[paragraph, [67.0, 1042.0, 758.0, 18.0], shoonya_0sLAVDZKP80NMA, 5660152]
[paragraph, [67.0, 1060.0, 758.0, 18.0], shoonya_0sLAVDZKP80NMA, 5660152]
[paragraph, [67.0, 1078.0, 758.0, 18.0], shoonya_0sLAVDZKP80NMA, 5660152]
[paragraph, [67.0, 1096.0, 758.0, 18.0], shoonya_0sLAVDZKP80NMA, 5660152]
[paragraph, [67.0, 1114.0, 758.0, 18.0], shoonya_0sLAVDZKP80NMA, 5660152]
[folio, [158.0, 1146.0, 566.0, 18.0], shoonya_6sJXM27W7GWSCI, 5660152]
[folio, [158.0, 1164.0, 566.0, 18.0], shoonya_6sJXM27W7GWSCI, 5660152]
